"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.307115875E0,-9.704319763E-1,-9.877958679E-1,9.732461243E0
9.317165875E0,1.772613831E0,1.221459961E-1,9.801467743E0
9.327215875E0,-2.896476746E-1,-1.323697357E0,9.762997742E0
9.337264875E0,6.804849243E-1,-9.969268799E-2,9.736951904E0
9.347314875E0,1.984872437E-1,-2.891986084E-1,9.734107819E0
9.357364875E0,8.107141113E-1,2.215393066E-2,9.816137238E0
9.367413875E0,1.468446350E-1,-2.516267395E-1,9.797126770E0
9.377463875E0,1.974394226E-1,-4.959187317E-1,9.714348907E0
9.387513875E0,-2.366578674E-1,-8.851094055E-1,9.776469727E0
9.397562875E0,-3.857478333E-1,-6.858737183E-1,9.763596497E0
9.407612875E0,-6.213578796E-1,-6.635700989E-1,9.765093384E0
9.417662875E0,-1.513352966E-1,-2.528242493E-1,9.721683655E0
9.427711875E0,-4.086502075E-2,-6.963519287E-1,9.710756378E0
9.437761875E0,1.332229614E-2,-1.330133972E0,9.761800232E0
9.447811875E0,-6.782395935E-1,-1.803898773E0,9.756112061E0
9.457860875E0,-8.951385498E-2,-6.384223938E-1,9.859097900E0
9.467910875E0,-1.582359467E0,-1.244811401E0,9.764045563E0
9.477960875E0,-1.388362885E0,-8.839118958E-1,9.730515289E0
9.488009875E0,-1.870510254E0,-9.292675781E-1,9.772428131E0
9.498059875E0,-1.904040527E0,-1.324445801E0,9.701475677E0
9.508109875E0,-2.523901520E0,-1.739233246E0,9.628277893E0
9.518158875E0,-2.940934296E0,-1.639690247E0,9.764045563E0
9.528208875E0,-3.161425781E0,-1.437311096E0,9.768236847E0
9.538258875E0,-4.347259827E0,-1.307680664E0,9.617350616E0
9.548307875E0,-4.937632141E0,-8.508306885E-1,9.722581787E0
9.558357875E0,-5.414989471E0,-3.968247986E-1,9.750274200E0
9.568407875E0,-5.891598358E0,-3.049159241E-1,9.649982758E0
9.578456875E0,-5.955216064E0,-5.059478760E-2,9.752519531E0
9.588506875E0,-7.008725281E0,-5.763015747E-2,9.644593964E0
9.598556875E0,-7.566315765E0,-3.653901672E-1,9.693991241E0
9.608606875E0,-7.165599060E0,2.529739380E-2,9.699978790E0
9.618655875E0,-7.488777008E0,2.625540161E-1,9.672286377E0
9.628705875E0,-7.405849457E0,4.203259277E-1,9.672735443E0
9.638755875E0,-6.238726501E0,4.790039063E-2,9.694739685E0
9.648804875E0,-3.661236420E0,-1.028660889E0,9.741442566E0
9.658854875E0,-2.517913971E0,-6.592291260E-1,9.689201202E0
9.668904875E0,-2.958747253E0,-9.183403015E-1,9.813742218E0
9.678953875E0,-4.451143799E0,-1.408720551E0,9.679770813E0
9.689003875E0,-3.730242920E0,-9.862989807E-1,9.727521515E0
9.699053875E0,-3.876788177E0,-1.121018829E0,9.726324005E0
9.709102875E0,-4.336033173E0,-1.146615601E0,9.662257233E0
9.719152875E0,-4.279750214E0,-1.163979492E0,9.761051788E0
9.729203000E0,-4.763693848E0,-1.161584473E0,9.700577545E0
9.739252000E0,-5.142705688E0,-6.014492798E-1,9.685159607E0
9.749302000E0,-5.359155579E0,-1.480421448E-1,9.686656494E0
9.759352000E0,-6.027964783E0,-9.639953613E-2,9.691895599E0
9.769401000E0,-5.889053650E0,-1.019380188E-1,9.738299103E0
9.779451000E0,-4.919070740E0,-3.278182983E-2,9.712253265E0
9.789501000E0,-4.829407196E0,-2.859054565E-2,9.781858521E0
9.799550000E0,-5.267995148E0,3.742218018E-3,9.680668945E0
9.809600000E0,-5.307213593E0,3.980223083E-1,9.732161865E0
9.819650000E0,-5.438041534E0,4.772076416E-1,9.652976532E0
9.829699000E0,-5.453160095E0,2.996768188E-1,9.566905518E0
9.839749000E0,-4.639302521E0,3.429368591E-1,9.790091400E0
9.849799000E0,-4.636757812E0,-1.465452576E-1,9.700727234E0
9.859848000E0,-3.979923706E0,-4.730163574E-2,9.560618591E0
9.869898000E0,-3.950584717E0,-2.535726929E-1,9.737999725E0
9.879948000E0,-3.779191132E0,-1.272354126E-1,9.701625366E0
9.889997000E0,-2.796035614E0,-1.287322998E-2,9.716294861E0
9.900047000E0,-1.811383209E0,-2.854563904E-1,9.832004242E0
9.910097000E0,-3.437900848E0,-6.141728210E-1,9.690997467E0
9.920146000E0,-3.096311188E0,4.049079895E-1,9.608219604E0
9.930196000E0,-2.631378021E0,2.824626160E-1,9.717192993E0
9.940246000E0,-2.797382812E0,-1.101708984E-1,9.702523499E0
9.950296000E0,-1.974543915E0,2.963836670E-2,9.815538483E0
9.960345000E0,-1.088985443E0,-2.070195007E-1,9.755662994E0
9.970395000E0,-1.662742310E0,-7.036866760E-1,9.641300812E0
9.980445000E0,-7.701484680E-1,4.011657715E-2,9.801916809E0
9.990494000E0,-7.053332520E-1,-3.499722290E-1,9.679022369E0
1.000054400E1,-1.778751068E0,-1.516346741E-1,9.715845795E0
1.001059400E1,-2.378254395E0,1.457968140E-1,9.694440308E0
1.002064300E1,-1.521585846E0,3.432362366E-1,9.728719025E0
1.003069300E1,-1.365460510E0,-5.854325867E-1,9.760153656E0
1.004074300E1,-4.020639038E-1,-5.761518860E-1,9.784552917E0
1.005079200E1,-5.882766724E-2,-1.196611633E0,9.736203461E0
1.006084200E1,1.127754822E0,-1.129251709E0,9.778265991E0
1.007089200E1,1.322649536E0,-1.313518524E0,9.794282684E0
1.008094100E1,-4.444258118E-1,-1.311273193E0,9.774224396E0
1.009099100E1,1.006357269E0,-6.622229004E-1,9.713750153E0
1.010104100E1,-1.496887207E-4,-1.231788483E0,9.771080933E0
1.011109000E1,7.201524353E-1,-8.146060181E-1,9.755064240E0
1.012114000E1,3.552113342E-1,-8.156538391E-1,9.713151398E0
1.013119000E1,1.006207581E0,-5.866300964E-1,9.873468018E0
1.014123900E1,2.625540161E-1,-1.218765564E0,9.752968597E0
1.015128900E1,2.044448547E0,-4.607418823E-1,9.809550934E0
1.016133900E1,5.674699402E-1,-1.068627777E0,9.776918793E0
1.017138800E1,1.268761597E0,-2.477348328E-1,9.733509064E0
1.018143800E1,8.141569519E-1,-6.400689697E-1,9.773625641E0
1.019148800E1,1.035845947E0,1.480421448E-1,9.836045837E0
1.020153700E1,1.424288177E0,8.666976929E-2,9.785451050E0
1.021158700E1,1.645228729E0,-1.398092651E-1,9.757608948E0
1.022163700E1,2.197879486E0,-5.206173706E-1,9.774523773E0
1.023168600E1,2.331551514E0,-5.846841431E-1,9.725874939E0
1.024173600E1,2.669249268E0,-6.908134460E-1,9.897118835E0
1.025178600E1,2.267035675E0,-5.917195129E-1,9.818681946E0
1.026183600E1,2.830164642E0,-5.704637146E-1,9.816885681E0
1.027188500E1,2.220931549E0,-5.760021973E-1,9.794132996E0
1.028193500E1,1.721120911E0,-4.122427368E-1,9.755213928E0
1.029198500E1,2.611469421E0,-1.272354126E-1,9.839338989E0
1.030203400E1,1.785037994E0,-5.915698242E-1,9.817035370E0
1.031208400E1,1.267115021E0,-1.803749084E-1,9.802216187E0
1.032213400E1,2.055525513E0,-2.275268555E-1,9.790989532E0
1.033218300E1,1.684896240E0,-4.927752686E-1,9.826316071E0
1.034223300E1,3.881129150E0,-1.803749084E-1,9.611812134E0
1.035228300E1,2.533930664E0,-5.257067871E-1,9.819879456E0
1.036233200E1,3.708687744E0,9.924362183E-2,9.862989807E0
1.037238200E1,3.896547089E0,-8.098159790E-2,9.726024628E0
1.038243200E1,4.714296570E0,1.483415222E-1,9.859397278E0
1.039248100E1,4.548591156E0,-1.525328064E-1,9.849517822E0
1.040253100E1,5.413492584E0,4.108955383E-1,9.878557434E0
1.041258100E1,5.389392700E0,7.214996338E-2,9.912237396E0
1.042263000E1,5.870492249E0,1.812730408E-1,9.899962921E0
1.043268000E1,5.593268738E0,8.202941895E-2,9.696985016E0
1.044273000E1,5.864654388E0,2.230361938E-1,9.834998016E0
1.045277900E1,6.599775696E0,7.110214233E-2,9.840386810E0
1.046282900E1,7.054080963E0,-1.579216003E-1,9.817933502E0
1.047287900E1,7.482190704E0,-6.747967529E-1,9.792037354E0
1.048292800E1,6.876849518E0,-1.241069183E0,9.689201202E0
1.049297800E1,3.079845428E0,-4.691244507E-1,9.827513580E0
1.050302800E1,3.582350464E0,1.077758789E-1,9.761351166E0
1.051307700E1,4.246818695E0,-7.828720093E-1,9.910890198E0
1.052312700E1,3.745361481E0,-5.556445312E-1,9.890981598E0
1.053317700E1,4.681215363E0,-7.686515808E-1,9.815388794E0
1.054322600E1,4.777165833E0,-7.204518127E-1,9.773775330E0
1.055327600E1,5.144801331E0,-6.011499023E-1,9.922715607E0
1.056332600E1,5.129233704E0,-7.893086243E-1,9.848020935E0
1.057337600E1,5.217100983E0,-8.385562134E-1,9.786947937E0
1.058342500E1,4.635260925E0,-6.517446899E-1,9.837692413E0
1.059347500E1,4.355343018E0,-4.498146057E-1,9.814790039E0
1.060352500E1,3.993844757E0,-3.848497009E-1,9.839937744E0
1.061357400E1,3.655099182E0,-4.076023865E-1,9.738299103E0
1.062362400E1,3.275488586E0,-1.392105103E-1,9.851613464E0
1.063367400E1,2.719245300E0,-1.493893433E-1,9.795480194E0
1.064372300E1,2.059567108E0,1.133143616E-1,9.771080933E0
1.065377300E1,2.026635590E0,5.287005615E-1,9.886490936E0
1.066382300E1,2.451302490E0,5.444178772E-1,9.836943970E0
1.067387200E1,3.049458618E0,4.340972900E-3,9.761949921E0
1.068392200E1,3.129691772E0,-2.424957275E-1,9.862540741E0
1.069397200E1,3.189567261E0,-3.707789612E-1,9.925260315E0
1.070402100E1,2.309696960E0,-6.170169067E-1,9.638456726E0
1.071407100E1,1.956581268E0,4.355941772E-2,9.776320038E0
1.072412100E1,1.315165100E0,5.704637146E-1,9.715097351E0
1.073416967E1,1.365460510E0,6.984475708E-1,9.726922760E0
1.074421967E1,1.815724182E-1,7.051835632E-1,9.844877472E0
1.075426967E1,1.499731293E0,1.011147308E0,9.777068481E0
1.076431867E1,1.056502991E0,3.061134338E-1,9.740245056E0
1.077436867E1,1.740430756E0,5.001100159E-1,9.831255798E0
1.078441867E1,-1.869612122E-1,-3.743714905E-1,9.838440857E0
1.079446767E1,2.343975677E0,8.324189758E-1,9.776769104E0
1.080451767E1,2.060016174E0,4.531077576E-1,9.745933228E0
1.081456767E1,-1.022523651E0,-1.194815369E0,9.708061981E0
1.082461767E1,3.084036713E0,1.206191711E0,9.879305878E0
1.083466667E1,8.864566040E-1,8.322692871E-2,9.715546417E0
1.084471667E1,8.300239563E-1,-2.374063110E-1,9.793683929E0
1.085476567E1,1.629661102E0,1.996847534E-1,9.817334747E0
1.086481567E1,8.780740356E-1,-4.056564331E-1,9.728419647E0
1.087486567E1,1.324445801E0,2.167492676E-1,9.783056030E0
1.088491567E1,6.568341064E-1,-3.321592712E-1,9.806108093E0
1.089496467E1,8.770262146E-1,1.646575928E-2,9.837692413E0
1.090501467E1,9.192384338E-1,4.760101318E-2,9.737999725E0
1.091506467E1,1.090182953E0,-5.313949585E-2,9.750872955E0
1.092511367E1,3.117566986E0,1.032852173E-1,9.809550934E0
1.093516367E1,-4.828958130E-1,-2.021695862E0,9.685309296E0
1.094521367E1,2.304158478E0,5.601351929E-1,9.869576111E0
1.095526267E1,4.126918030E-1,-1.703457642E-1,9.751621399E0
1.096531267E1,1.480421448E-1,-5.629792786E-1,9.827214203E0
1.097536267E1,5.971083069E-1,7.634124756E-2,9.682165833E0
1.098541167E1,-4.215234375E-1,-1.646575928E-2,9.798923035E0
1.099546167E1,-1.333726501E-1,4.029620361E-1,9.745633850E0
1.100551167E1,-8.512797546E-1,2.647993469E-1,9.786798248E0
1.101556067E1,-2.495310974E-1,4.974156189E-1,9.786648560E0
1.102561067E1,-5.822891235E-1,-9.265731812E-2,9.730814667E0
1.103566067E1,-4.614903259E-1,-2.947370911E-1,9.666598206E0
1.104570967E1,-5.343887329E-2,-3.685336304E-1,9.769883423E0
1.105575967E1,-9.208850098E-1,-7.126679993E-1,9.708361359E0
1.106580967E1,-1.209484863E0,-4.843927002E-1,9.756261749E0
1.107585867E1,-1.603016510E0,-5.402265930E-1,9.758956146E0
1.108590867E1,-1.223405914E0,-6.731501770E-1,9.668843536E0
1.109595867E1,-1.677112427E0,-8.692424011E-1,9.763446808E0
1.110600767E1,-1.333427124E0,-4.718188477E-1,9.888137512E0
1.111605767E1,-1.693129120E0,-6.262976074E-1,9.575886841E0
1.112610767E1,-2.513273621E0,-8.578660583E-1,9.747729492E0
1.113615667E1,-2.080972595E0,-8.202941895E-2,9.641300812E0
1.114620667E1,-2.466421051E0,-1.047821045E-1,9.809850311E0
1.115625667E1,-2.789299622E0,-8.217910767E-2,9.797126770E0
1.116630567E1,-3.847149811E0,-6.623725891E-1,9.671837311E0
1.117635567E1,-3.492387543E0,-4.472698975E-1,9.686357117E0
1.118640567E1,-3.894152069E0,-3.671864319E-1,9.723330231E0
1.119645567E1,-4.012555847E0,-3.788621521E-1,9.661209412E0
1.120650467E1,-4.234244843E0,-9.175918579E-2,9.720785522E0
1.121655467E1,-5.019960938E0,-1.793270874E-1,9.698182526E0
1.122660467E1,-5.324427795E0,-4.613406372E-1,9.667196960E0
1.123665367E1,-4.864284668E0,-7.342231750E-1,9.701775055E0
1.124670367E1,-5.440885620E0,-8.830137634E-1,9.654174042E0
1.125675367E1,-5.165757751E0,-6.222560120E-1,9.740694122E0
1.126680267E1,-4.937482452E0,-1.235381012E0,9.715995483E0
1.127685267E1,-5.239254913E0,-8.556207275E-1,9.725126495E0
1.128690267E1,-6.266718292E0,-7.012916565E-1,9.650431824E0
1.129695167E1,-5.554499359E0,-4.390370178E-1,9.710906067E0
1.130700167E1,-5.048850861E0,-4.960684204E-1,9.701475677E0
1.131705167E1,-4.890031128E0,-6.954537964E-1,9.711205444E0
1.132710067E1,-4.821174316E0,-9.571096802E-1,9.709109802E0
1.133715067E1,-4.828958130E0,-1.048719177E0,9.721983032E0
1.134720067E1,-4.702620850E0,-1.250649261E0,9.720635834E0
1.135724967E1,-4.332290955E0,-1.434467010E0,9.723030853E0
1.136729967E1,-3.689527588E0,-1.677112427E0,9.749825134E0
1.137734967E1,-2.462229767E0,-2.013612671E0,9.775122528E0
1.138739867E1,-8.526269531E-1,-1.275198212E0,9.832153931E0
1.139744867E1,-7.083270264E-1,-2.905458069E-1,9.822573853E0
1.140749867E1,-2.498304749E0,-1.526525574E0,9.710307312E0
1.141754767E1,-2.514620819E0,-8.113128662E-1,9.746531982E0
1.142759767E1,-2.521356812E0,-3.484753418E-1,9.753567352E0
1.143764767E1,-2.773881683E0,-6.316864014E-1,9.678722992E0
1.144769667E1,-2.901416473E0,-5.749543762E-1,9.737400970E0
1.145774667E1,-3.554059296E0,-5.149291992E-1,9.737400970E0
1.146779667E1,-3.881877594E0,-8.337661743E-2,9.672885132E0
1.147784667E1,-4.255949707E0,-1.064286804E-1,9.721384277E0
1.148789567E1,-4.295317841E0,-2.902464294E-1,9.736802216E0
1.149794567E1,-4.117637329E0,-3.565585327E-1,9.724228363E0
1.150799567E1,-4.492308197E0,-4.893324280E-1,9.753118286E0
1.151804467E1,-5.124144287E0,-2.736309814E-1,9.701924744E0
1.152809467E1,-5.007836151E0,-7.694000244E-2,9.692045288E0
1.153814467E1,-4.630171509E0,-3.558100891E-1,9.760453033E0
1.154819367E1,-4.635859680E0,-3.228785706E-1,9.437724152E0
1.155824367E1,-4.153562622E0,-1.601669312E-2,1.029948212E1
1.156829367E1,-5.368735657E0,-4.590953064E-1,9.283993835E0
1.157834267E1,-4.792583771E0,1.766326904E-2,9.726922760E0
1.158839267E1,-4.962480469E0,-2.055226135E-1,9.776020660E0
1.159844267E1,-5.130131836E0,-2.155517578E-1,9.588011627E0
1.160849167E1,-4.552632751E0,-1.823208618E-1,9.645192719E0
1.161854167E1,-4.149521027E0,-4.056564331E-1,9.747130737E0
1.162859167E1,-3.597169647E0,-3.643423462E-1,9.656569061E0
1.163864067E1,-3.767665100E0,-5.201683044E-1,9.736802216E0
1.164869067E1,-2.860401764E0,-1.432521057E-1,9.801467743E0
1.165874067E1,-3.438798981E0,-2.679428101E-1,9.720785522E0
1.166878967E1,-2.744093628E0,2.395019531E-2,9.750872955E0
1.167883967E1,-2.430645447E0,-2.847079468E-1,9.689350891E0
1.168888967E1,-1.870659943E0,-4.348457336E-1,9.661359100E0
1.169893867E1,-1.218316498E0,-5.721102905E-1,9.835447083E0
1.170898867E1,-1.188678131E0,-8.330177307E-1,9.705666962E0
1.171903867E1,-9.675878906E-1,-5.307962036E-1,9.762548676E0
1.172908862E1,-1.297352142E0,-6.253994751E-1,9.760752411E0
1.173913862E1,-2.012415161E0,-4.370910645E-1,9.657916260E0
1.174918862E1,-2.012415161E0,-9.295669556E-2,9.650431824E0
1.175923762E1,-1.499132538E0,-4.909790039E-2,9.812694397E0
1.176928762E1,-1.027613068E0,-1.022373962E-1,9.638307037E0
1.177933762E1,-7.628137207E-1,-3.230282593E-1,9.829908600E0
1.178938763E1,-5.554948425E-1,-4.108955383E-1,9.715097351E0
1.179943662E1,-1.895059204E-1,-3.463796997E-1,9.775870972E0
1.180948662E1,-8.527766418E-1,-6.400689697E-1,9.780211945E0
1.181953663E1,-6.715036011E-1,1.149609375E-1,9.771080933E0
1.182958562E1,-1.065634003E0,1.748364258E-1,9.698481903E0
1.183963562E1,-7.330256653E-1,2.695893860E-1,9.747879181E0
1.184968562E1,3.326083374E-1,3.399430847E-1,9.749825134E0
1.185973462E1,2.583627319E-1,-2.041754150E-1,9.781858521E0
1.186978462E1,5.836363220E-1,-4.439767456E-1,9.743687897E0
1.187983462E1,1.721569977E0,-4.855902100E-1,9.789342957E0
1.188988362E1,1.378333740E0,-7.369175720E-1,9.834099884E0
1.189993362E1,1.169967041E0,-1.878593445E-1,9.735155640E0
1.190998362E1,8.363108826E-1,-1.396595764E-1,9.757010193E0
1.192003262E1,8.511300659E-1,-2.631527710E-1,9.806706848E0
1.193008262E1,8.758287048E-1,-2.484832764E-1,9.833800507E0
1.194013262E1,7.101232910E-1,-1.966909790E-1,9.696535950E0
1.195018162E1,4.574487305E-1,-1.321751404E-1,9.836943970E0
1.196023162E1,1.207688599E0,-3.121009827E-1,9.776769104E0
1.197028162E1,1.203946381E0,-4.719685364E-1,9.710756378E0
1.198033062E1,1.824855194E0,-8.012837219E-1,9.843829651E0
1.199038062E1,1.645977173E0,-6.830296326E-1,9.788744202E0
1.200043062E1,2.244133301E0,-6.915618896E-2,9.718689880E0
1.201047962E1,1.501078491E0,6.750961304E-2,9.861792297E0
1.202052962E1,1.040336609E0,3.023712158E-1,9.759554901E0
1.203057962E1,1.239123230E0,3.737727356E-1,9.720635834E0
1.204062862E1,4.920268250E-1,3.498225403E-1,9.913584595E0
1.205067862E1,1.668131104E0,9.900411987E-1,9.701924744E0
1.206072862E1,7.267387390E-1,5.463638306E-1,9.777816925E0
1.207077762E1,1.405427399E0,5.382806396E-1,9.761500854E0
1.208082762E1,1.439706116E0,1.972897339E-1,9.791737976E0
1.209087762E1,2.091151428E0,2.883004761E-1,9.809850311E0
1.210092762E1,1.941762085E0,1.655557251E-1,9.794432373E0
1.211097663E1,2.530038757E0,2.659968567E-1,9.729317780E0
1.212102662E1,2.984643402E0,-1.960922241E-2,9.836644592E0
1.213107662E1,2.570005646E0,-1.649569702E-1,9.898016968E0
1.214112562E1,3.301833801E0,-2.255809021E-1,9.833351440E0
1.215117562E1,3.083887024E0,-1.378633118E-1,9.811347198E0
1.216122562E1,3.304079132E0,2.405497742E-1,9.818681946E0
1.217127462E1,3.745211792E0,1.779798889E-1,9.747130737E0
1.218132462E1,3.656596069E0,2.698887634E-1,9.819879456E0
1.219137462E1,3.807781677E0,3.100053406E-1,9.804910583E0
1.220142362E1,4.183200989E0,3.493734741E-1,9.739047546E0
1.221147362E1,4.460424500E0,1.522334290E-1,9.836494904E0
1.222152362E1,4.962330780E0,3.734733582E-1,9.765392761E0
1.223157262E1,5.362897797E0,5.748046875E-2,9.869276733E0
1.224162262E1,6.222410431E0,-2.764750671E-1,9.859846344E0
1.225167262E1,7.262148285E0,-1.188229065E0,9.882748718E0
1.226172162E1,8.497379608E0,-1.760788422E0,9.926607513E0
1.227177162E1,8.922794952E0,-3.261268158E0,9.947713623E0
1.228182162E1,7.744894409E0,-3.050805817E0,9.925709381E0
1.229187062E1,7.239994354E0,-1.669927368E0,9.758207703E0
1.230192062E1,6.344107361E0,-3.050955505E0,9.804311829E0
1.231197062E1,7.493716736E0,-2.992876282E0,9.974807281E0
1.232201962E1,7.500452728E0,-3.530109100E0,9.893226929E0
1.233206962E1,7.934250641E0,-3.503015442E0,9.939181366E0
1.234211962E1,7.661218414E0,-3.463347931E0,1.003453308E1
1.235216962E1,7.023394775E0,-2.260449371E0,9.706415405E0
1.236221862E1,6.397396545E0,-1.572629700E0,9.799372101E0
1.237226862E1,4.371958466E0,-5.264552307E-1,9.780511322E0
1.238231862E1,4.072581024E0,6.376739502E-2,9.860594788E0
1.239236762E1,4.625531158E0,-5.918692017E-1,9.633067932E0
1.240241762E1,4.156855774E0,-5.315446472E-1,9.688752136E0
1.241246762E1,4.558021545E0,-9.280700684E-3,9.817334747E0
1.242251662E1,5.166206818E0,-4.270619202E-1,9.944869537E0
1.243256662E1,4.420756989E0,1.866618347E-1,9.663903809E0
1.244261662E1,3.487148438E0,5.144801331E-1,9.816885681E0
1.245266562E1,4.375401306E0,4.806504822E-1,9.752220154E0
1.246271562E1,3.530408478E0,7.265890503E-1,9.679770813E0
1.247276562E1,2.954855347E0,1.085093536E0,9.773775330E0
1.248281462E1,2.985541534E0,1.031055908E0,9.778565369E0
1.249286462E1,3.112926636E0,5.596861267E-1,1.003947281E1
1.250291462E1,3.299438782E0,3.878434753E-1,9.719737701E0
1.251296362E1,3.853436737E0,5.418731689E-2,9.711355133E0
1.252301362E1,2.782563629E0,-6.972500610E-1,9.689799957E0
1.253306362E1,4.023183746E0,-6.599775696E-1,9.971214752E0
1.254311262E1,2.897524567E0,-8.973838806E-1,9.853260040E0
1.255316263E1,3.483256531E0,-1.074615326E0,9.699529724E0
1.256321262E1,3.251688080E0,-2.039209442E0,9.758058014E0
1.257326262E1,2.198029175E0,-1.141376495E0,1.002674927E1
1.258331162E1,2.069446564E0,-5.947132874E-1,1.021730301E1
1.259336162E1,1.098565521E0,-3.195854187E-1,9.417965240E0
1.260341162E1,-2.685415649E-1,-2.278262329E-1,7.493567047E0
1.261346062E1,-1.282832336E-1,6.155200195E-1,1.162572418E1
1.262351062E1,-4.860392761E-1,5.596861267E-1,9.715696106E0
1.263356062E1,-1.195863190E0,-2.052232361E-1,9.771679688E0
1.264360962E1,-7.484436035E-1,-1.206491089E-1,9.449100494E0
1.265365962E1,-2.240989838E0,3.956272888E-1,9.953102417E0
1.266370962E1,-3.404669952E0,6.138734436E-1,9.566007385E0
1.267375862E1,-3.213966522E0,8.735833740E-1,9.999805298E0
1.268380862E1,-3.723955994E0,9.418414307E-1,9.671537933E0
1.269385862E1,-3.347788239E0,7.866142273E-1,9.734856262E0
1.270390762E1,-3.572021942E0,4.629872131E-1,9.519005127E0
1.271395762E1,-3.427422638E0,4.279600525E-1,9.840686188E0
1.272400762E1,-4.386478271E0,4.808001709E-1,9.619446259E0
1.273405575E1,-4.304748230E0,8.919950867E-1,9.802814941E0
1.274410575E1,-4.185596008E0,6.767427063E-1,9.865684204E0
1.275415575E1,-3.928281097E0,5.783972168E-1,9.633816376E0
1.276420475E1,-3.768563232E0,3.538641357E-1,9.670490112E0
1.277425475E1,-3.389252014E0,1.612147522E-1,9.716294861E0
1.278430475E1,-3.985013123E0,-9.969268799E-2,9.538314972E0
1.279435375E1,-3.267106018E0,5.607339478E-1,9.880204010E0
1.280440375E1,-3.207829285E0,2.823129272E-1,9.807604980E0
1.281445375E1,-2.808010712E0,-2.507286072E-1,9.710606689E0
1.282450275E1,-2.309247894E0,-4.260140991E-1,9.725276184E0
1.283455275E1,-2.661615143E0,-8.958869934E-1,1.012958542E1
1.284460275E1,-2.068249054E0,-9.994715881E-1,1.016700760E1
1.285465275E1,-2.158361664E0,-1.154100037E0,9.298513641E0
1.286470175E1,-2.388133850E0,-1.715432739E0,9.759105835E0
1.287475175E1,-2.927761688E0,-1.334774323E0,9.501641235E0
1.288480175E1,-3.666325836E0,-1.098116455E0,9.703870697E0
1.289485075E1,-4.058809662E0,-9.996212769E-1,9.698332214E0
1.290490075E1,-4.653223572E0,-5.975573730E-1,9.612560577E0
1.291495075E1,-5.000501404E0,-2.426454163E-1,9.641001434E0
1.292499975E1,-5.594316559E0,-2.257305908E-1,9.718390503E0
1.293504975E1,-6.062542877E0,4.490661621E-3,9.813143463E0
1.294509975E1,-6.126310272E0,7.723937988E-2,9.644593964E0
1.295514875E1,-6.266718292E0,-8.307723999E-2,9.621541901E0
1.296519875E1,-6.381978607E0,-8.681945801E-3,9.775272217E0
1.297524875E1,-6.310128021E0,3.263214111E-2,9.583071899E0
1.298529775E1,-6.880442047E0,-7.438032532E-1,8.677155762E0
1.299534775E1,-5.723647614E0,-7.379653931E-2,1.026759842E1
1.300539775E1,-6.066135406E0,-3.507206726E-1,9.596992950E0
1.301544675E1,-6.118975525E0,-7.328759766E-1,9.600286102E0
1.302549675E1,-4.558171234E0,-8.809181213E-1,1.053703812E1
1.303554675E1,-3.820355530E0,-9.250762939E-1,9.623936920E0
1.304559575E1,-5.341192932E0,-7.093748474E-1,9.694290619E0
1.305564575E1,-5.007237396E0,-7.752378845E-1,9.638905792E0
1.306569575E1,-4.399351501E0,-3.996688843E-1,9.716444550E0
1.307574475E1,-4.202061768E0,-9.848020935E-1,1.051727921E1
1.308579475E1,-6.400240631E0,-9.131011963E-2,8.430319061E0
1.309584475E1,-5.527854767E0,4.418811035E-1,9.903405762E0
1.310589375E1,-6.108796692E0,-2.716850281E-1,9.592053223E0
1.311594375E1,-6.220763855E0,-5.044509888E-2,9.614057465E0
1.312599375E1,-5.885161743E0,1.161584473E-1,1.007000931E1
1.313604275E1,-4.825515289E0,-6.432124329E-1,1.007210495E1
1.314609275E1,-3.719315643E0,-8.496331787E-1,9.819580078E0
1.315614275E1,-3.974834290E0,-5.028044128E-1,9.364376678E0
1.316619275E1,-4.593497772E0,-1.722917175E-1,9.504036255E0
1.317624175E1,-4.712799683E0,-4.505630493E-2,9.604327698E0
1.318629175E1,-4.416416016E0,-3.969744873E-1,9.606423340E0
1.319634175E1,-4.164938965E0,-4.724176025E-1,9.638157349E0
1.320639075E1,-2.604883118E0,-1.103205872E-1,9.751920776E0
1.321644075E1,-2.203268280E0,-4.346960449E-1,9.675878906E0
1.322649075E1,-1.100511475E0,-2.246827698E-1,9.725725250E0
1.323653975E1,-1.042881317E0,-2.941383362E-1,9.761650543E0
1.324658975E1,-2.561174011E0,-4.366419983E-1,9.690099335E0
1.325663975E1,-3.387156372E0,3.077600098E-1,9.700876923E0
1.326668875E1,-3.219355316E0,1.270857239E-1,9.702673187E0
1.327673875E1,-1.967957611E0,-2.139051819E-1,9.753267975E0
1.328678875E1,-1.222507782E0,-3.766168213E-1,9.662406921E0
1.329683775E1,-1.788181458E0,-5.918692017E-1,9.710606689E0
1.330688775E1,-5.128335571E-1,-2.640509033E-1,9.821975098E0
1.331693775E1,2.860551453E-1,-4.924758911E-2,9.781110077E0
1.332698675E1,-9.202862549E-1,-2.095642090E-1,9.764344940E0
1.333703675E1,-2.672542419E0,5.394781494E-1,9.721533966E0
1.334708675E1,-1.509760437E0,1.391805725E0,9.671687622E0
1.335713575E1,-1.812431030E0,5.209167480E-1,9.666897583E0
1.336718575E1,-2.545007629E0,2.820135498E-1,9.870773621E0
1.337723575E1,-2.875520325E-1,5.155279541E-1,9.680219879E0
