"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.033106575E1,-8.131091309E-1,-3.790118408E0,8.845555573E0
3.034111575E1,-1.621128845E-1,-3.286266174E0,9.792336731E0
3.035116575E1,-8.352630615E-2,-3.072810059E0,1.049781967E1
3.036121475E1,1.242416382E-2,-3.414250031E0,1.039962387E1
3.037126475E1,-3.727249146E-2,-3.313060455E0,1.035995636E1
3.038131475E1,8.622070312E-2,-2.820734253E0,9.961185608E0
3.039136475E1,2.049238586E-1,-2.706372070E0,9.795629883E0
3.040141375E1,3.149450684E-1,-2.654879150E0,9.838141479E0
3.041146375E1,5.436694336E-1,-2.588866425E0,9.861043854E0
3.042151375E1,8.592132568E-1,-2.591411133E0,9.775272217E0
3.043156275E1,1.185235291E0,-2.834804993E0,9.706714783E0
3.044161275E1,1.496288452E0,-3.377276917E0,9.882748718E0
3.045166275E1,1.724414063E0,-2.865940247E0,1.013153137E1
3.046171275E1,1.546583862E0,-2.329156494E0,9.768087158E0
3.047176175E1,7.726931763E-1,-2.555336151E0,9.682016144E0
3.048181175E1,2.769241333E-2,-2.292931824E0,9.882898407E0
3.049186175E1,-3.990701294E-1,-1.803150330E0,1.003183868E1
3.050191075E1,-2.071691895E-1,-1.748963013E0,1.049273026E1
3.051196075E1,3.263214111E-2,-2.009421387E0,1.072025711E1
3.052201075E1,2.200424194E-1,-2.285297699E0,1.054586975E1
3.053205975E1,5.240602112E-1,-2.590513000E0,1.013183075E1
3.054210975E1,7.972421265E-1,-2.766996002E0,9.805509338E0
3.055215975E1,9.425898743E-1,-3.015628967E0,9.666747894E0
3.056220975E1,9.595046997E-1,-3.315305786E0,9.734107819E0
3.057225875E1,8.708889771E-1,-3.470982056E0,9.635762329E0
3.058230875E1,6.960525513E-1,-3.452420654E0,9.608219604E0
3.059235875E1,5.007087708E-1,-3.438050537E0,9.726174316E0
3.060240775E1,3.393443298E-1,-3.550167389E0,9.959539032E0
3.061245775E1,2.680924988E-1,-3.745211792E0,1.002884491E1
3.062250775E1,6.032455444E-2,-3.659140778E0,9.888436890E0
3.063255675E1,-3.656895447E-1,-3.255579987E0,9.844727783E0
3.064260675E1,-7.701484680E-1,-3.055446167E0,1.040815613E1
3.065265675E1,-2.848576355E-1,-3.726351013E0,1.029544052E1
3.066270675E1,1.380130005E-1,-4.241729279E0,9.930050354E0
3.067275575E1,1.832189941E-1,-3.761976929E0,9.792785797E0
3.068280575E1,7.035369873E-3,-3.492387543E0,9.689650269E0
3.069285575E1,-2.412982178E-1,-3.627706146E0,9.726623383E0
3.070290475E1,-4.070036316E-1,-3.656895447E0,9.664652252E0
3.071295475E1,-5.888754272E-1,-3.593577118E0,9.756411438E0
3.072300475E1,-6.652166748E-1,-3.361260223E0,9.902058563E0
3.073305475E1,-8.161029053E-1,-3.365900574E0,1.011326935E1
3.074310375E1,-1.071022797E0,-3.359613647E0,1.024155258E1
3.075315342E1,-1.047072601E0,-3.043471069E0,1.007554779E1
3.076320342E1,-1.005908203E0,-3.052751770E0,1.014470398E1
3.077325242E1,-8.707392883E-1,-2.962040405E0,9.944869537E0
3.078330242E1,-5.770500183E-1,-2.557731171E0,9.549990692E0
3.079335242E1,-4.318519592E-1,-2.313588867E0,9.450597382E0
3.080340142E1,-1.772314453E-1,-2.032922516E0,9.587113495E0
3.081345142E1,-1.124162292E-1,-1.848805389E0,1.001746857E1
3.082350142E1,1.236428833E-1,-1.918560333E0,1.003468277E1
3.083355142E1,3.273692322E-1,-1.689087524E0,1.011027557E1
3.084360042E1,1.847158813E-1,-1.405427399E0,1.007405090E1
3.085365042E1,1.049317932E-1,-8.843609619E-1,9.630672913E0
3.086370042E1,1.788780212E-1,-7.626640320E-1,9.514065399E0
3.087374942E1,4.035607910E-1,-6.605763245E-1,9.541907501E0
3.088379942E1,3.903881836E-1,-5.782475281E-1,9.771529999E0
3.089384942E1,2.779719543E-1,-5.034031677E-1,9.963131561E0
3.090389942E1,1.386117554E-1,-5.795947266E-1,1.022763153E1
3.091394842E1,1.676513672E-1,-3.981719971E-1,9.956545258E0
3.092399842E1,-1.088237000E-1,-5.287005615E-1,9.874515839E0
3.093404842E1,-4.584965515E-1,-1.127754822E0,7.264094238E0
3.094409742E1,-6.749464417E-1,-7.261399841E-1,8.332871704E0
3.095414742E1,-3.367996216E-2,2.766247559E-1,9.151070251E0
3.096419742E1,-3.167413330E-1,1.875599670E-1,9.866881714E0
3.097424642E1,4.110452271E-1,4.544549561E-1,1.057026901E1
3.098429642E1,1.052910461E0,6.062393188E-2,1.123488693E1
3.099434642E1,9.407936096E-1,3.709286499E-1,1.177137131E1
3.100439642E1,5.014572144E-2,1.040635986E0,1.237371872E1
3.101444542E1,6.346801758E-2,6.415658569E-1,1.290586212E1
3.102449542E1,-1.841171265E-2,1.090033264E0,1.189980423E1
3.103454542E1,-4.556524658E-1,7.934999084E-1,1.086306015E1
3.104459442E1,-9.550140381E-1,7.644602966E-1,9.884994049E0
3.105464442E1,-1.117126923E0,5.210664368E-1,9.553433533E0
3.106469442E1,-6.923103333E-1,4.140390015E-1,9.431287537E0
3.107474342E1,-3.333567810E-1,3.098556519E-2,9.674681396E0
3.108479342E1,-6.137237549E-2,-8.981323242E-4,1.039243881E1
3.109484342E1,-3.766168213E-1,4.755610657E-1,1.064256866E1
3.110489342E1,-1.076112213E0,4.888833618E-1,1.022733215E1
3.111494242E1,-1.572030945E0,5.337899780E-1,9.730964355E0
3.112499242E1,-1.554667053E0,7.759863281E-1,9.296867065E0
3.113504242E1,-1.401236115E0,7.084767151E-1,8.945996704E0
3.114509142E1,-1.236428833E0,5.261558533E-1,9.035061493E0
3.115514142E1,-8.695417786E-1,5.406756592E-1,9.414971466E0
3.116519142E1,-4.854405212E-1,2.484832764E-1,1.004471191E1
3.117524142E1,-8.666976929E-2,2.053729248E-1,1.105930206E1
3.118529042E1,-3.323089600E-2,6.197113037E-1,1.145552811E1
3.119534042E1,-4.397854614E-1,7.589218140E-1,1.102412521E1
3.120539042E1,-8.175997925E-1,6.541397095E-1,1.052820648E1
3.121543942E1,-7.785310364E-1,8.711883545E-1,1.011476624E1
3.122548942E1,-6.707551575E-1,9.343569946E-1,9.764494629E0
3.123553942E1,-6.840774536E-1,7.387138367E-1,9.669741669E0
3.124558842E1,-5.752537537E-1,4.791535950E-1,9.908345490E0
3.125563842E1,-1.293310547E-1,4.082011414E-1,1.054736664E1
3.126568842E1,1.365161133E-1,5.316943359E-1,1.087683151E1
3.127573842E1,-6.197113037E-2,5.754034424E-1,1.051907547E1
3.128578742E1,-4.141886902E-1,6.866221619E-1,9.930798798E0
3.129583742E1,-4.302053833E-1,8.855584717E-1,9.399403839E0
3.130588742E1,-2.673440552E-1,9.668394470E-1,9.146130524E0
3.131593642E1,-1.106199646E-1,1.053359528E0,9.015302582E0
3.132598642E1,1.927990723E-1,1.135987701E0,8.765921173E0
3.133603642E1,-5.194198608E-2,1.173409882E0,8.592581635E0
3.134608542E1,-5.369334412E-1,1.641037445E0,8.949140167E0
3.135613542E1,-6.093827820E-1,2.207160187E0,9.612859955E0
3.136618542E1,-7.225474548E-1,2.405348053E0,1.050635193E1
3.137623542E1,-7.776329041E-1,2.413431244E0,1.104942261E1
3.138628442E1,-4.825964355E-1,2.495909729E0,1.103460342E1
3.139633442E1,-2.053729248E-1,2.523003387E0,1.077100159E1
3.140638442E1,-1.239422607E-1,2.435734863E0,1.018137772E1
3.141643342E1,-1.196012878E-1,2.318079529E0,9.713301086E0
3.142648342E1,8.502319336E-2,2.327958984E0,9.316176910E0
3.143653342E1,2.225871277E-1,2.346670074E0,9.263636169E0
3.144658342E1,1.896556091E-1,2.356549530E0,9.594148865E0
3.145663242E1,2.881507874E-1,2.408641205E0,1.010698242E1
3.146668242E1,2.670446777E-1,2.340832214E0,1.058957886E1
3.147673242E1,2.079176331E-1,2.272424469E0,1.082833237E1
3.148678142E1,1.886077881E-1,2.287093964E0,1.075737991E1
3.149683142E1,3.574566650E-1,2.439776459E0,1.035561539E1
3.150688142E1,4.656816101E-1,2.546504517E0,1.013317795E1
3.151693042E1,4.707710266E-1,2.529889069E0,1.008303223E1
3.152698042E1,4.860392761E-1,2.591111755E0,1.018152740E1
3.153703042E1,5.037025452E-1,2.847977600E0,1.015368530E1
3.154708042E1,3.616479492E-1,3.056643677E0,1.003468277E1
3.155712942E1,1.642085266E-1,3.068319397E0,9.897717590E0
3.156717942E1,8.457412720E-2,3.100053406E0,9.699529724E0
3.157722942E1,1.883084106E-1,3.062182159E0,9.342372437E0
3.158727842E1,-4.415817261E-2,3.040177917E0,9.356143799E0
3.159732842E1,-2.314187622E-1,3.239563293E0,9.734706573E0
3.160737842E1,-2.469863892E-2,3.522175598E0,9.949210510E0
3.161742742E1,4.400848389E-2,3.591930542E0,9.967173157E0
3.162747742E1,-5.867797852E-2,3.478915558E0,9.716594238E0
3.163752742E1,-2.603086853E-1,3.440295868E0,9.257947998E0
3.164757742E1,-5.885760498E-1,3.367547150E0,8.828640747E0
3.165762642E1,-1.130299530E0,3.223247223E0,9.056017914E0
3.166767642E1,-1.259630585E0,3.236868896E0,9.482481079E0
3.167772642E1,-1.143621826E0,3.223546600E0,1.008527756E1
3.168777542E1,-1.266665955E0,3.162623291E0,1.091649902E1
3.169782542E1,-1.176553345E0,3.125650177E0,1.107262436E1
3.170787542E1,-1.206042023E0,2.833757172E0,1.071711365E1
3.171792542E1,-1.349743195E0,2.567910004E0,1.033465897E1
3.172797442E1,-1.349593506E0,2.381996613E0,1.010264145E1
3.173802442E1,-1.338217163E0,2.066752167E0,1.049692154E1
3.174807425E1,-7.894583130E-1,2.579885101E0,1.046653473E1
3.175812325E1,-4.002676392E-1,2.407294006E0,1.073702225E1
3.176817325E1,-5.697152710E-1,1.856738892E0,1.100436630E1
3.177822325E1,-7.297325134E-1,1.426533508E0,1.120914047E1
3.178827225E1,-8.190966797E-1,1.345701599E0,1.133203491E1
3.179832225E1,-9.150471497E-1,1.357826385E0,1.154594009E1
3.180837225E1,-9.744735718E-1,1.079555054E0,1.212239136E1
3.181842225E1,-6.565347290E-1,7.408094788E-1,1.251008514E1
3.182847125E1,-6.183641052E-1,2.915936279E-1,1.254930359E1
3.183852125E1,-5.162763977E-1,1.692979431E-1,1.261950760E1
3.184857125E1,-3.257226562E-1,3.406915283E-1,1.249391876E1
3.185862025E1,-5.517526245E-1,1.612147522E-1,1.194411209E1
3.186867025E1,-7.376660156E-1,9.565109253E-2,1.153845566E1
3.187872025E1,-7.837701416E-1,5.837860107E-3,1.153067184E1
3.188877025E1,-4.932243347E-1,-5.328918457E-2,1.205712708E1
3.189881925E1,4.670288086E-2,5.837860107E-3,1.284598663E1
3.190886925E1,3.818559265E-1,6.197113037E-2,1.333906128E1
3.191891925E1,3.435356140E-1,1.257385254E-1,1.318054092E1
3.192896825E1,5.179229736E-2,2.562670898E-1,1.250364853E1
3.193901825E1,-2.667453003E-1,1.594184875E-1,1.152513336E1
3.194906825E1,-7.394622803E-2,-1.365161133E-1,1.077579163E1
3.195911725E1,1.935475159E-1,-3.077600098E-1,1.027014313E1
3.196916725E1,3.210823059E-1,-2.065704346E-1,9.514664154E0
3.197921725E1,4.664300537E-1,-4.191284180E-3,8.576415253E0
3.198926725E1,4.808001709E-1,4.924758911E-2,7.629634094E0
3.199931625E1,3.403921509E-1,6.391708374E-2,7.193441162E0
3.200936625E1,2.622546387E-1,1.639091492E-1,7.501799927E0
3.201941625E1,4.409829712E-1,4.004173279E-1,7.499554596E0
3.202946525E1,4.477189636E-1,3.001258850E-1,7.585775299E0
3.203951525E1,3.008743286E-1,1.411564636E-1,7.940986633E0
3.204956525E1,2.591111755E-1,1.652563477E-1,8.628955994E0
3.205961425E1,5.469625854E-1,3.887416077E-1,8.749754791E0
3.206966425E1,7.198530579E-1,3.589535522E-1,8.230185242E0
3.207971425E1,9.211843872E-1,3.089575195E-1,7.712711334E0
3.208976425E1,1.068927155E0,6.197113037E-2,7.304210815E0
3.209981325E1,1.129102020E0,-1.838177490E-1,7.187303925E0
3.210986325E1,9.455836487E-1,-3.182382202E-1,7.191944275E0
3.211991325E1,7.116201782E-1,-5.260061646E-1,7.424410858E0
3.212996225E1,6.249504089E-1,-7.313790894E-1,7.997419281E0
3.214001225E1,5.842350769E-1,-7.946974182E-1,8.780890045E0
3.215006225E1,6.689588928E-1,-5.969586182E-1,9.320517883E0
3.216011225E1,4.830455017E-1,-4.231700134E-1,9.248816986E0
3.217016125E1,-1.923500061E-1,-8.813671875E-1,8.894503784E0
3.218021125E1,3.577560425E-2,-9.108558655E-1,8.932524719E0
3.219026125E1,4.093986511E-1,-1.130449219E0,9.231752472E0
3.220031025E1,5.065466309E-1,-1.446442108E0,9.257947998E0
3.221036025E1,5.763015747E-1,-1.781445465E0,9.190438385E0
3.222041025E1,8.428971863E-1,-1.893712006E0,9.330846405E0
3.223045925E1,1.046623535E0,-2.003284149E0,9.798473969E0
3.224050925E1,1.062939606E0,-2.000739441E0,1.027732819E1
3.225055925E1,1.043180695E0,-1.841470642E0,1.031085846E1
3.226060925E1,7.414082336E-1,-2.033670959E0,1.002285736E1
3.227065825E1,3.192860413E-1,-2.454296265E0,9.842332764E0
3.228070825E1,1.085243225E-1,-2.485281830E0,9.827363892E0
3.229075825E1,2.234852600E-1,-2.433788910E0,1.008318192E1
3.230080725E1,3.707789612E-1,-2.343825989E0,1.043375290E1
3.231085725E1,5.047503662E-1,-2.208956451E0,1.089165070E1
3.232090725E1,7.713459778E-1,-2.233056335E0,1.140762772E1
3.233095725E1,9.437873840E-1,-2.293081512E0,1.177526321E1
3.234100625E1,1.101858673E0,-2.124831390E0,1.166075134E1
3.235105625E1,7.710466003E-1,-2.029479675E0,1.144025986E1
3.236110625E1,2.724334717E-1,-2.096540222E0,1.110735214E1
3.237115525E1,-8.532257080E-3,-2.028282166E0,1.079420334E1
3.238120525E1,-8.068222046E-2,-1.792672119E0,1.051907547E1
3.239125525E1,4.790039062E-3,-1.457818451E0,1.039947418E1
3.240130525E1,-1.019380188E-1,-1.418749695E0,1.037881714E1
3.241135425E1,-3.369493103E-1,-1.601669312E0,1.032762360E1
3.242140425E1,-1.362167358E-1,-1.357976074E0,1.180669785E1
3.243145425E1,1.908531189E-1,-1.447340240E0,1.443957275E1
3.244150325E1,-8.852590942E-1,-9.740245056E-1,1.075513458E1
3.245155325E1,-4.550537109E-1,-1.179846497E0,8.815019073E0
3.246160325E1,-1.574725342E-1,-1.555864563E0,1.050111282E1
3.247165225E1,-2.395019531E-2,-1.664388885E0,1.003977219E1
3.248170225E1,6.346801758E-1,-1.943109283E0,1.098550552E1
3.249175225E1,6.045927429E-1,-2.401605835E0,1.168604874E1
3.250180225E1,2.838098145E-1,-2.089804230E0,1.102517303E1
3.251185125E1,3.308120728E-2,-1.519789581E0,9.750872955E0
3.252190125E1,-4.026626587E-2,-2.125430145E0,9.048533478E0
3.253195125E1,1.923500061E-1,-2.527494049E0,8.895850983E0
3.254200025E1,5.388793945E-1,-2.670446777E0,9.209149475E0
3.255205025E1,4.948709106E-1,-2.285597076E0,9.571845245E0
3.256210025E1,1.302291870E-1,-1.966011658E0,1.003782623E1
3.257214925E1,3.085084534E-1,-1.630110168E0,1.045111679E1
3.258219925E1,5.204676819E-1,-1.404379578E0,1.029843430E1
3.259224925E1,2.300715637E-1,-1.512005768E0,1.019724472E1
3.260229925E1,9.984237671E-2,-1.577719116E0,1.019230499E1
3.261234825E1,-8.098159790E-2,-1.614392853E0,1.015383499E1
3.262239825E1,-1.622625732E-1,-1.600771179E0,1.023751099E1
3.263244825E1,-1.393601990E-1,-1.662891998E0,9.852511597E0
3.264249725E1,-5.751040649E-1,-1.776505737E0,9.386979675E0
3.265254725E1,-8.036787415E-1,-1.732946320E0,9.195827179E0
3.266259725E1,-6.075865173E-1,-1.708846436E0,9.460626526E0
3.267264725E1,-8.333171082E-1,-2.011367340E0,1.005773483E1
3.268269625E1,-6.325845337E-1,-2.062411194E0,1.056038956E1
3.269274625E1,-6.137237549E-3,-1.838027802E0,1.057086777E1
3.270279625E1,2.227368164E-1,-1.948049011E0,1.054616913E1
3.271284525E1,3.574566650E-1,-1.621727600E0,1.150073410E1
3.272289525E1,-6.518943787E-1,-2.525847473E0,9.773625641E0
3.273294525E1,-7.924520874E-1,-1.783990173E0,1.003722748E1
3.274299525E1,-5.542973328E-1,-1.255738678E0,1.086126389E1
3.275304129E1,-5.292993164E-1,-1.538350983E0,1.005189697E1
3.276309129E1,-5.454656982E-1,-1.334624634E0,9.041498108E0
3.277314129E1,-5.279521179E-1,-1.080004120E0,9.279952240E0
3.278319029E1,-3.808081055E-1,-7.887098694E-1,9.821975098E0
3.279324029E1,-4.721182251E-1,-1.251098328E0,1.013841705E1
3.280329029E1,-5.284011841E-1,-1.462758179E0,1.060454773E1
3.281333929E1,-3.893403625E-1,-1.429377594E0,1.006596771E1
3.282338929E1,-5.746549988E-1,-1.419348450E0,9.532477112E0
3.283343929E1,-9.252259827E-1,-1.118324432E0,9.437424774E0
3.284348929E1,-8.855584717E-1,-1.077010345E0,1.002046234E1
3.285353829E1,-7.051835632E-1,-1.615740051E0,1.025771896E1
3.286358829E1,-2.405497742E-1,-1.693129120E0,1.020532791E1
3.287363829E1,4.939727783E-2,-1.503623199E0,1.011566437E1
3.288368729E1,-5.758525085E-1,-1.614991608E0,1.006491989E1
3.289373729E1,-7.158114624E-1,-1.549278259E0,9.881551208E0
3.290378729E1,-3.855981445E-1,-1.421893158E0,9.817334747E0
3.291383729E1,3.427871704E-2,-1.228645020E0,9.480984192E0
3.292388629E1,3.761677551E-1,-1.427431641E0,9.685159607E0
3.293393629E1,5.098397827E-1,-1.654958496E0,9.986483002E0
3.294398629E1,1.619631958E-1,-1.522933044E0,1.003243744E1
3.295403529E1,1.248403931E-1,-1.496438141E0,1.025427612E1
3.296408529E1,-9.610015869E-2,-1.279539185E0,1.002824615E1
3.297413529E1,-1.407073975E-2,-1.109043732E0,9.686656494E0
3.298418529E1,1.471440125E-1,-1.051413574E0,9.762099609E0
3.299423429E1,5.807922363E-2,-8.192463684E-1,1.000609222E1
3.300428429E1,7.229965210E-2,-8.825646973E-1,9.553732910E0
3.301433429E1,-3.324586487E-1,-1.009201355E0,8.531209259E0
3.302438329E1,-2.171983337E-1,-4.085005188E-1,9.577982483E0
3.303443329E1,2.252815247E-1,-3.623963928E-1,1.029199768E1
3.304448329E1,-1.531315613E-1,1.028361511E-1,1.003947281E1
3.305453229E1,-2.252815247E-1,3.755690002E-1,9.976304169E0
3.306458229E1,4.640350342E-1,1.748364258E-1,1.052461395E1
3.307463229E1,-4.287084961E-1,5.885760498E-1,1.043584854E1
3.308468229E1,-1.132245483E0,6.059399414E-1,9.798473969E0
3.309473129E1,-1.304537201E0,7.586224365E-1,9.259295197E0
3.310478129E1,-9.981243896E-1,9.265731812E-1,9.055868225E0
3.311483129E1,-8.686436462E-1,1.214574280E0,8.968150635E0
3.312488029E1,-7.382647705E-1,1.297801208E0,8.911568298E0
3.313493029E1,-6.242019653E-1,1.444346466E0,9.403595123E0
3.314498029E1,-7.246430969E-1,1.507066040E0,1.026984375E1
3.315503029E1,-4.508624268E-1,1.773661652E0,1.126467499E1
3.316507929E1,-2.484832764E-2,1.013991394E0,1.096589630E1
3.317512929E1,-4.655319214E-1,8.979826355E-1,1.020233414E1
3.318517929E1,-1.079405365E0,1.648222504E0,9.539063416E0
3.319522829E1,-5.462141418E-1,1.524130554E0,8.394094391E0
3.320527829E1,5.917195129E-1,1.426383820E0,8.156538391E0
3.321532829E1,9.610015869E-1,1.220861206E0,9.170380096E0
3.322537729E1,4.957690430E-1,8.250842285E-1,1.003842499E1
3.323542729E1,-1.431024170E-1,9.792636108E-1,1.043375290E1
3.324547729E1,-4.423301697E-1,1.165925446E0,1.028466293E1
3.325552729E1,-4.258644104E-1,1.229992218E0,1.028675858E1
3.326557629E1,-2.438429260E-1,1.189875641E0,1.045351181E1
3.327562629E1,1.396595764E-1,1.224304047E0,1.035172348E1
3.328567629E1,3.695814514E-1,1.509610748E0,9.766739960E0
3.329572529E1,1.227447510E-2,1.653162231E0,9.908195801E0
3.330577529E1,-6.691085815E-2,1.895059204E0,1.028136978E1
3.331582529E1,1.498384094E-1,2.037413177E0,1.056473053E1
3.332587529E1,3.942800903E-1,2.332449646E0,1.073642349E1
3.333592429E1,1.357676697E-1,2.582729187E0,1.127081223E1
3.334597429E1,-3.412902832E-2,2.811303864E0,1.179382462E1
3.335602429E1,-2.350112915E-2,2.720742188E0,1.223660385E1
3.336607329E1,2.083666992E-1,2.797831879E0,1.257924133E1
3.337612329E1,5.996530151E-1,2.723137207E0,1.268746628E1
3.338617329E1,8.485853577E-1,2.870430908E0,1.246981888E1
3.339622229E1,8.132588196E-1,3.024610291E0,1.179038177E1
3.340627229E1,7.333250427E-1,2.839894409E0,1.083012863E1
3.341632229E1,6.066883850E-1,2.802023163E0,1.033825150E1
3.342637229E1,6.610253906E-1,2.950065308E0,1.026699966E1
3.343642129E1,6.959028625E-1,2.880609741E0,1.018272491E1
3.344647129E1,7.237449646E-1,2.974763947E0,1.071172485E1
3.345652129E1,8.220904541E-1,3.046315155E0,1.110136459E1
3.346657029E1,9.136999512E-1,3.086880798E0,1.083806213E1
3.347662029E1,7.556286621E-1,3.253484344E0,1.009800110E1
3.348667029E1,2.746788025E-1,3.342848511E0,9.154513092E0
3.349672029E1,-1.160087585E-1,3.575015717E0,8.663683777E0
3.350676929E1,-3.430865479E-1,3.916755066E0,8.798703003E0
3.351681929E1,-5.776487732E-1,4.067341919E0,8.915909271E0
3.352686929E1,-4.713697815E-1,4.098327484E0,8.899144135E0
3.353691829E1,-1.101708984E-1,4.209246826E0,9.103618927E0
3.354696829E1,1.707948303E-1,4.273313599E0,8.972192230E0
3.355701829E1,2.695893860E-1,4.302802277E0,8.773555298E0
3.356706829E1,2.378553772E-1,4.368815002E0,9.031918030E0
3.357711729E1,5.432203674E-1,4.472998352E0,9.507479095E0
3.358716729E1,7.424560547E-1,4.390669556E0,9.717492371E0
3.359721729E1,7.810757446E-1,4.291875000E0,9.559421082E0
3.360726629E1,7.598199463E-1,4.267924805E0,9.345964966E0
3.361731629E1,5.800437927E-1,4.279151459E0,9.439819794E0
3.362736629E1,4.739144897E-1,4.304299164E0,9.688901825E0
3.363741629E1,5.162763977E-1,4.255500641E0,9.855205994E0
3.364746529E1,6.267466736E-1,4.273163910E0,1.029080017E1
3.365751529E1,7.244934082E-1,4.260440369E0,1.048569489E1
3.366756529E1,5.875282288E-1,4.080664215E0,1.034678375E1
3.367761429E1,2.439926147E-1,3.917503510E0,1.025846741E1
3.368766429E1,-4.011657715E-2,3.898792419E0,1.067205734E1
3.369771429E1,-2.561174011E-1,3.866160278E0,1.119506973E1
3.370776329E1,-4.101470947E-1,3.756288757E0,1.163784897E1
3.371781329E1,-4.376898193E-1,3.464096375E0,1.178544205E1
3.372786329E1,-3.694317627E-1,3.106340332E0,1.174846893E1
3.373791329E1,-5.523513794E-2,3.015030212E0,1.149339935E1
3.374796229E1,1.188528442E-1,3.018772430E0,1.128009293E1
3.375801237E1,3.245251465E-1,2.997516632E0,1.081336349E1
3.376806237E1,5.424719238E-1,2.811303864E0,1.007150620E1
3.377811137E1,4.670288086E-2,2.660118256E0,9.536219330E0
3.378816137E1,-2.128573608E-1,2.385738831E0,9.404642944E0
3.379821137E1,-2.697390747E-1,1.959874420E0,9.410630493E0
3.380826037E1,-4.989125061E-1,1.577270050E0,9.546996918E0
3.381831037E1,-4.191284180E-1,1.420396271E0,1.035127441E1
3.382836037E1,-2.821632385E-1,1.423988800E0,1.125584335E1
3.383841037E1,-1.630110168E-1,1.217867432E0,1.081635727E1
3.384845937E1,-7.813751221E-2,1.068478088E0,9.754166107E0
3.385850937E1,-8.382568359E-2,8.520281982E-1,8.771309967E0
3.386855937E1,-1.242416382E-1,7.475454712E-1,8.180638275E0
3.387860837E1,-4.846920776E-1,4.337979126E-1,8.434360657E0
3.388865837E1,-9.707313538E-1,-8.232879639E-2,1.065753754E1
3.389870837E1,-6.089337158E-1,5.837860107E-2,1.272982819E1
3.390875837E1,-2.966830444E-1,-2.743794250E-1,1.269929169E1
3.391880737E1,-2.145039368E-1,-1.089284821E0,1.158396103E1
3.392885737E1,6.526428223E-2,-1.406026154E0,1.118638779E1
3.393890737E1,4.052073669E-1,-1.338815918E0,1.131047974E1
3.394895637E1,1.459465027E-1,-1.716031494E0,1.109358078E1
3.395900637E1,-2.345622253E-1,-1.838776245E0,1.065634003E1
3.396905637E1,-2.450404358E-1,-1.899699554E0,9.846973114E0
3.397910637E1,2.116598511E-1,-1.985920258E0,9.158105621E0
3.398915537E1,7.051835632E-1,-1.955832825E0,8.532556458E0
3.399920537E1,3.573069763E-1,-2.582729187E0,9.696685638E0
3.400925537E1,7.351213074E-1,-1.968406677E0,1.246188538E1
3.401930437E1,9.888436890E-1,-1.289418640E0,1.161704224E1
3.402935437E1,3.113525391E-2,-1.902393951E0,8.813821564E0
3.403940437E1,3.712280273E-2,-1.434167633E0,7.477400665E0
3.404945437E1,6.770420837E-1,-1.176403656E0,6.709198151E0
3.405950337E1,1.139131165E-1,-1.231189728E0,6.293512573E0
3.406955337E1,8.696914673E-2,-1.042581940E0,6.409970398E0
3.407960337E1,7.556286621E-1,-7.578739929E-1,7.612719269E0
3.408965237E1,1.066232758E0,-1.118174744E-1,9.253906403E0
3.409970237E1,9.184899902E-1,3.788621521E-1,1.037282959E1
3.410975237E1,7.433541870E-1,8.611592102E-1,9.768685913E0
3.411980137E1,2.655477905E-1,9.857002258E-1,8.359216919E0
3.412985137E1,2.180964661E-1,1.178050232E0,7.976612549E0
3.413990137E1,1.272354126E-1,9.708810425E-1,8.160130920E0
3.414995137E1,-9.774673462E-2,7.144642639E-1,8.536448364E0
3.416000037E1,-2.565664673E-1,5.138813782E-1,9.243128815E0
3.417005037E1,-2.007325745E-1,2.282752991E-1,9.435778198E0
3.418010037E1,6.885681152E-3,-2.439926147E-2,9.144933014E0
3.419014937E1,5.767506409E-1,-1.269360352E-1,9.334588623E0
3.420019937E1,7.788304138E-1,-4.574487305E-1,9.364676056E0
3.421024937E1,4.613406372E-1,-6.839277649E-1,8.870703278E0
3.422029937E1,-1.930984497E-2,-9.605525208E-1,8.581504669E0
3.423034837E1,-6.505471802E-1,-1.422042847E0,8.956325226E0
3.424039837E1,-7.978408813E-1,-1.469943237E0,9.449100494E0
3.425044837E1,-5.457650757E-1,-1.747915192E0,9.741292877E0
3.426049737E1,-1.833686829E-1,-1.715582428E0,1.030097900E1
3.427054737E1,-1.766326904E-1,-1.669328613E0,1.076471466E1
3.428059737E1,-4.143383789E-1,-1.838027802E0,1.093086914E1
3.429064737E1,-7.852670288E-1,-2.258054352E0,1.066367477E1
3.430069637E1,-9.515711975E-1,-2.499951324E0,9.698032837E0
3.431074637E1,-1.150058441E0,-2.526895294E0,8.794661407E0
3.432079637E1,-9.903405762E-1,-2.566562805E0,8.656199341E0
3.433084537E1,-5.176235962E-1,-2.590962067E0,9.475745087E0
3.434089537E1,-7.708969116E-2,-2.661914520E0,1.072399933E1
3.435094537E1,9.984237671E-2,-2.729124756E0,1.096499817E1
3.436099437E1,-3.323089600E-1,-3.054098969E0,1.021894958E1
3.437104437E1,-6.580316162E-1,-3.171903992E0,9.422904968E0
3.438109437E1,-7.198530579E-1,-3.221900024E0,8.877588959E0
3.439114437E1,-6.682104492E-1,-3.414998474E0,9.100475464E0
3.440119338E1,-2.170486450E-1,-3.434907074E0,1.021745270E1
3.441124337E1,1.968406677E-1,-3.497776337E0,1.103669907E1
