Gyroscope X,Gyroscope Y,Gyroscope Z
26.55029296875,36.07177734375,-105.40771484375
-8.6669921875,49.86572265625,-108.154296875
-24.10888671875,71.6552734375,-97.59521484375
-20.93505859375,105.46875,-87.21923828125
0.0,0.0,0.0
-0.18310546875,2.3193359375,1.15966796875
-0.18310546875,2.197265625,1.0986328125
0.244140625,2.38037109375,1.46484375
-0.48828125,2.62451171875,1.03759765625
-0.6103515625,2.74658203125,0.6103515625
1.15966796875,3.11279296875,0.8544921875
0.732421875,3.60107421875,0.8544921875
0.0,3.662109375,0.6103515625
0.1220703125,2.62451171875,0.48828125
0.18310546875,1.953125,0.6103515625
0.1220703125,2.44140625,0.79345703125
0.42724609375,2.685546875,1.0986328125
-0.1220703125,2.50244140625,0.732421875
-0.1220703125,1.953125,0.732421875
-0.1220703125,1.5869140625,1.0986328125
-1.77001953125,1.15966796875,0.54931640625
-0.6103515625,2.0751953125,0.91552734375
1.28173828125,2.01416015625,1.3427734375
0.3662109375,1.77001953125,0.91552734375
-0.30517578125,1.8310546875,1.0986328125
0.0,1.46484375,1.64794921875
-1.8310546875,0.9765625,0.9765625
-1.708984375,0.8544921875,0.54931640625
0.67138671875,1.40380859375,0.91552734375
0.244140625,1.220703125,1.0986328125
-0.9765625,0.54931640625,1.03759765625
-2.0751953125,-0.30517578125,1.03759765625
-0.30517578125,0.67138671875,1.3427734375
1.15966796875,1.46484375,0.67138671875
1.0986328125,1.0986328125,0.8544921875
1.15966796875,1.89208984375,1.28173828125
-0.732421875,1.28173828125,1.3427734375
-0.91552734375,2.0751953125,2.0751953125
-0.79345703125,2.685546875,2.3193359375
-1.3427734375,2.38037109375,2.3193359375
-3.11279296875,0.91552734375,0.9765625
-2.9296875,2.25830078125,-0.1220703125
-0.1220703125,3.41796875,1.5869140625
-1.953125,3.47900390625,1.220703125
-4.8828125,2.99072265625,0.0
-0.48828125,2.38037109375,0.9765625
3.72314453125,2.44140625,2.8076171875
1.8310546875,2.5634765625,2.01416015625
1.0986328125,2.44140625,1.40380859375
3.0517578125,2.01416015625,2.01416015625
0.18310546875,1.52587890625,1.28173828125
-2.74658203125,0.42724609375,1.40380859375
-5.2490234375,-1.46484375,1.46484375
-5.126953125,-2.197265625,2.62451171875
-2.13623046875,-2.0751953125,4.57763671875
-2.13623046875,-0.42724609375,3.7841796875
-0.91552734375,1.03759765625,3.0517578125
1.40380859375,1.708984375,2.74658203125
-0.732421875,0.732421875,3.0517578125
-1.64794921875,1.5869140625,3.72314453125
-0.18310546875,2.25830078125,5.0048828125
-0.54931640625,1.77001953125,4.33349609375
-0.732421875,0.6103515625,3.60107421875
1.5869140625,0.91552734375,4.7607421875
1.3427734375,0.79345703125,3.72314453125
-0.18310546875,1.220703125,3.35693359375
-0.732421875,0.9765625,3.662109375
-0.18310546875,0.54931640625,3.96728515625
-0.6103515625,-1.28173828125,3.47900390625
-1.8310546875,-0.67138671875,1.15966796875
0.91552734375,-0.1220703125,0.732421875
5.67626953125,0.91552734375,0.18310546875
5.79833984375,1.3427734375,-1.64794921875
4.94384765625,-0.06103515625,-1.52587890625
2.25830078125,-0.54931640625,-1.0986328125
0.0,-0.6103515625,-1.0986328125
0.244140625,0.18310546875,-0.91552734375
2.38037109375,1.953125,-0.79345703125
3.23486328125,1.0986328125,-0.48828125
-0.79345703125,0.54931640625,-1.64794921875
-1.220703125,0.30517578125,-1.03759765625
0.3662109375,1.40380859375,-0.06103515625
-1.15966796875,2.01416015625,-0.18310546875
-1.40380859375,1.89208984375,-0.18310546875
-1.46484375,1.5869140625,0.54931640625
-1.46484375,1.220703125,0.9765625
-0.42724609375,2.62451171875,0.8544921875
