Magnetometer X,Magnetometer Y,Magnetometer Z
-21.533203125,11.962890625,3.5888671875
-33.49609375,10.6170654296875,2.691650390625
-35.888671875,12.1124267578125,2.691650390625
-21.533203125,11.962890625,3.289794921875
-21.533203125,11.2152099609375,3.887939453125
-29.010009765625,13.6077880859375,1.6448974609375
2772.998046875,1838.8458251953125,0.0
2763.427734375,1838.8458251953125,0.0
-31.103515625,13.75732421875,3.289794921875
-33.49609375,12.860107421875,2.093505859375
2764.6240234375,1838.8458251953125,0.0
2758.642578125,1838.8458251953125,0.0
-31.103515625,12.7105712890625,2.8411865234375
2765.8203125,1838.8458251953125,0.0
-29.4586181640625,14.35546875,1.6448974609375
-33.49609375,13.9068603515625,1.6448974609375
2770.60546875,1838.8458251953125,0.0
2765.8203125,1838.8458251953125,0.0
-35.888671875,13.6077880859375,3.4393310546875
2763.427734375,1838.8458251953125,76.5625
2761.03515625,1838.8458251953125,0.0
-26.318359375,14.2059326171875,1.495361328125
-38.28125,13.9068603515625,2.093505859375
2772.998046875,1838.8458251953125,0.0
-23.92578125,13.6077880859375,3.1402587890625
-33.49609375,14.35546875,3.1402587890625
2761.03515625,1838.8458251953125,0.0
-30.50537109375,14.2059326171875,1.79443359375
-33.49609375,13.6077880859375,3.4393310546875
2756.25,1838.8458251953125,0.0
2766.119384765625,1838.8458251953125,0.0
-38.28125,13.6077880859375,1.6448974609375
2763.427734375,1838.8458251953125,0.0
2770.60546875,1838.8458251953125,0.0
-26.318359375,11.962890625,3.289794921875
-26.318359375,13.75732421875,3.289794921875
2768.212890625,1838.8458251953125,0.0
-38.28125,14.35546875,2.093505859375
-26.318359375,14.5050048828125,2.8411865234375
2761.03515625,1838.8458251953125,0.0
-21.533203125,14.5050048828125,1.495361328125
-33.49609375,14.5050048828125,1.79443359375
2758.642578125,1838.8458251953125,0.0
2765.8203125,1838.8458251953125,0.0
-29.9072265625,14.2059326171875,2.5421142578125
2756.25,1838.8458251953125,0.0
-23.92578125,11.962890625,1.1962890625
-31.103515625,15.252685546875,2.2430419921875
-26.318359375,13.0096435546875,1.495361328125
-35.888671875,14.5050048828125,2.8411865234375
-38.28125,13.75732421875,2.2430419921875
-23.92578125,13.458251953125,1.79443359375
-31.103515625,14.2059326171875,1.79443359375
-31.103515625,14.2059326171875,1.79443359375
-26.318359375,12.7105712890625,1.79443359375
-35.888671875,12.4114990234375,2.093505859375
-23.92578125,13.9068603515625,2.093505859375
-31.103515625,14.35546875,3.1402587890625
-21.533203125,13.75732421875,1.79443359375
-26.318359375,13.9068603515625,2.093505859375
-31.103515625,14.5050048828125,2.8411865234375
-35.888671875,13.6077880859375,2.392578125
-31.103515625,14.654541015625,1.3458251953125
-35.888671875,14.2059326171875,1.79443359375
-23.92578125,14.5050048828125,2.5421142578125
-28.7109375,14.654541015625,3.4393310546875
-23.92578125,14.5050048828125,2.2430419921875
-35.888671875,13.1591796875,1.6448974609375
-31.103515625,13.0096435546875,1.1962890625
-28.7109375,14.2059326171875,1.1962890625
-23.92578125,14.8040771484375,2.2430419921875
-23.92578125,13.0096435546875,1.1962890625
-33.49609375,12.1124267578125,2.691650390625
-23.92578125,14.35546875,2.392578125
-33.49609375,12.860107421875,3.7384033203125
-23.92578125,13.1591796875,1.3458251953125
-26.318359375,12.860107421875,1.6448974609375
-21.533203125,13.458251953125,2.2430419921875
-21.533203125,13.458251953125,2.5421142578125
-26.318359375,14.654541015625,3.1402587890625
-26.318359375,13.0096435546875,0.7476806640625
-35.888671875,11.8133544921875,2.093505859375
-26.318359375,13.9068603515625,2.093505859375
-23.92578125,14.5050048828125,2.2430419921875
-23.92578125,13.458251953125,3.289794921875
-23.92578125,13.75732421875,0.7476806640625
-33.49609375,13.458251953125,1.79443359375
-35.888671875,13.458251953125,1.495361328125
-33.49609375,13.1591796875,1.6448974609375
-23.92578125,13.0096435546875,1.495361328125
-33.49609375,14.5050048828125,0.1495361328125
-35.888671875,13.458251953125,2.5421142578125
-21.533203125,14.35546875,1.6448974609375
-38.28125,14.5050048828125,1.1962890625
-23.92578125,13.1591796875,2.392578125
-23.92578125,12.7105712890625,1.495361328125
-23.92578125,13.1591796875,2.093505859375
-28.7109375,14.2059326171875,-0.1495361328125
-26.318359375,12.4114990234375,2.392578125
-33.49609375,13.6077880859375,1.3458251953125
-31.103515625,13.9068603515625,2.691650390625
-23.92578125,13.75732421875,1.495361328125
-38.28125,12.860107421875,1.3458251953125
-35.888671875,13.0096435546875,1.79443359375
-33.49609375,12.7105712890625,1.79443359375
-31.103515625,14.8040771484375,2.8411865234375
-35.888671875,16.0003662109375,1.495361328125
-35.888671875,13.0096435546875,2.8411865234375
-23.92578125,12.1124267578125,2.691650390625
-35.888671875,13.458251953125,3.289794921875
-33.49609375,12.860107421875,1.3458251953125
-28.7109375,13.1591796875,1.3458251953125
-28.7109375,13.75732421875,2.8411865234375
-38.28125,14.5050048828125,1.495361328125
-28.7109375,13.458251953125,1.1962890625
-31.103515625,12.7105712890625,2.2430419921875
-38.28125,12.860107421875,2.392578125
-31.103515625,13.75732421875,2.8411865234375
-28.7109375,14.35546875,2.093505859375
-35.888671875,12.261962890625,1.495361328125
-33.49609375,12.7105712890625,1.1962890625
-31.103515625,13.75732421875,2.8411865234375
-38.28125,11.962890625,0.1495361328125
-23.92578125,13.1591796875,2.093505859375
-23.92578125,11.962890625,2.2430419921875
-31.103515625,13.0096435546875,1.79443359375
-35.888671875,13.6077880859375,2.392578125
-35.888671875,12.860107421875,3.1402587890625
-28.7109375,13.6077880859375,3.4393310546875
-28.7109375,12.7105712890625,2.5421142578125
-31.103515625,12.860107421875,2.392578125
-38.28125,12.860107421875,3.1402587890625
-33.49609375,13.0096435546875,1.79443359375
-35.888671875,13.458251953125,0.7476806640625
-33.49609375,13.6077880859375,2.392578125
-35.888671875,13.75732421875,1.79443359375
-38.28125,12.860107421875,1.3458251953125
-31.103515625,13.1591796875,1.6448974609375
-23.92578125,12.261962890625,2.5421142578125
-31.103515625,13.0096435546875,1.79443359375
-28.7109375,13.9068603515625,2.093505859375
-23.92578125,13.75732421875,2.8411865234375
-26.318359375,11.2152099609375,2.8411865234375
-31.103515625,13.458251953125,1.495361328125
-23.92578125,12.860107421875,2.392578125
-33.49609375,13.1591796875,1.0467529296875
-28.7109375,13.1591796875,2.093505859375
-28.7109375,13.6077880859375,3.4393310546875
-26.318359375,13.6077880859375,1.3458251953125
-26.318359375,13.458251953125,2.2430419921875
-38.28125,11.5142822265625,1.1962890625
-31.103515625,13.458251953125,2.8411865234375
-31.103515625,11.5142822265625,2.2430419921875
-33.49609375,14.35546875,2.392578125
-33.49609375,14.35546875,2.093505859375
-21.533203125,12.4114990234375,1.0467529296875
-21.533203125,13.1591796875,1.3458251953125
-21.533203125,12.1124267578125,1.3458251953125
-21.533203125,13.458251953125,2.5421142578125
-21.533203125,13.9068603515625,1.3458251953125
-33.49609375,13.458251953125,2.5421142578125
-28.7109375,11.5142822265625,2.5421142578125
-26.318359375,13.1591796875,1.6448974609375
-31.103515625,11.962890625,1.495361328125
-35.888671875,13.1591796875,1.3458251953125
-26.318359375,11.8133544921875,3.4393310546875
-26.318359375,12.261962890625,1.495361328125
-23.92578125,12.4114990234375,2.691650390625
-28.7109375,11.36474609375,3.1402587890625
-21.533203125,10.3179931640625,2.691650390625
-23.92578125,11.5142822265625,1.1962890625
-33.49609375,9.7198486328125,2.2430419921875
-31.103515625,11.36474609375,2.392578125
-35.888671875,11.36474609375,2.691650390625
-31.103515625,12.1124267578125,1.0467529296875
-21.533203125,10.7666015625,3.289794921875
-31.103515625,10.0189208984375,1.1962890625
-23.92578125,8.8226318359375,3.1402587890625
-33.49609375,9.869384765625,1.6448974609375
-21.533203125,8.8226318359375,1.0467529296875
-38.28125,10.467529296875,1.1962890625
-31.103515625,11.8133544921875,2.691650390625
-38.28125,9.7198486328125,4.3365478515625
-38.28125,9.7198486328125,2.2430419921875
-38.28125,10.6170654296875,3.4393310546875
-26.318359375,9.869384765625,2.691650390625
-26.318359375,11.2152099609375,2.2430419921875
-28.7109375,8.673095703125,3.5888671875
-38.28125,10.0189208984375,2.8411865234375
-21.533203125,10.0189208984375,4.3365478515625
-33.49609375,10.0189208984375,2.8411865234375
-33.49609375,9.869384765625,3.7384033203125
-35.888671875,9.5703125,3.1402587890625
-35.888671875,9.7198486328125,3.289794921875
-26.318359375,8.2244873046875,3.5888671875
-31.103515625,11.2152099609375,3.289794921875
