Acceleration X,Acceleration Y,Acceleration Z
0.6817626953125,0.1337890625,-0.6812744140625
0.6864013671875,0.1356201171875,-0.6832275390625
0.6898193359375,0.138427734375,-0.69677734375
-0.6907958984375,0.180419921875,0.7325439453125
-0.6907958984375,0.180419921875,0.7325439453125
-0.6912841796875,0.2109375,0.7327880859375
-0.6953125,0.22265625,0.7327880859375
-0.7022705078125,0.210205078125,0.718994140625
-0.69921875,0.1954345703125,0.7232666015625
-0.6983642578125,0.191162109375,0.73388671875
-0.68896484375,0.203125,0.7318115234375
-0.6942138671875,0.2142333984375,0.7369384765625
-0.6995849609375,0.20947265625,0.728271484375
-0.6904296875,0.2049560546875,0.7259521484375
-0.7022705078125,0.1949462890625,0.7315673828125
-0.701416015625,0.1925048828125,0.7403564453125
-0.6875,0.20263671875,0.7242431640625
-0.704345703125,0.2103271484375,0.7418212890625
-0.6939697265625,0.209228515625,0.736083984375
-0.7003173828125,0.20361328125,0.736083984375
-0.6961669921875,0.2012939453125,0.7275390625
-0.6954345703125,0.1922607421875,0.7301025390625
-0.6927490234375,0.196533203125,0.7308349609375
-0.6923828125,0.1990966796875,0.7274169921875
-0.6988525390625,0.201171875,0.7337646484375
-0.699462890625,0.1990966796875,0.7305908203125
-0.696044921875,0.1964111328125,0.72998046875
-0.694580078125,0.2025146484375,0.7325439453125
-0.690673828125,0.20556640625,0.7305908203125
-0.690185546875,0.2030029296875,0.72900390625
-0.705322265625,0.200439453125,0.7406005859375
-0.705078125,0.1923828125,0.7550048828125
-0.7005615234375,0.191162109375,0.7550048828125
-0.6998291015625,0.1817626953125,0.7528076171875
-0.7109375,0.1695556640625,0.769775390625
-0.7283935546875,0.1461181640625,0.801513671875
-0.7481689453125,0.1630859375,0.847412109375
-0.768798828125,0.1536865234375,0.890380859375
-0.7371826171875,0.1639404296875,0.88623046875
-0.6748046875,0.1710205078125,0.841796875
-0.6270751953125,0.206298828125,0.8082275390625
-0.603271484375,0.247802734375,0.829345703125
-0.559814453125,0.2781982421875,0.8233642578125
-0.487548828125,0.273681640625,0.775390625
-0.451171875,0.289306640625,0.79248046875
-0.4332275390625,0.2965087890625,0.79248046875
