"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.585332727E1,-8.255238086E-2,6.101697683E-2,9.760921478E0
1.585545400E1,-8.255238086E-2,8.494520187E-2,9.741779327E0
1.585756294E1,-9.690931439E-2,8.015955985E-2,9.746564865E0
1.585967470E1,-9.212367237E-2,8.015955985E-2,9.780064583E0
1.586177847E1,-8.255238086E-2,8.494520187E-2,9.760921478E0
1.586388650E1,-7.298108935E-2,7.058826834E-2,9.736993790E0
1.586599480E1,-8.255238086E-2,6.580262631E-2,9.760921478E0
1.586810304E1,-6.819544733E-2,5.623133108E-2,9.775279045E0
1.587021011E1,-7.836493850E-2,5.623133108E-2,9.736993790E0
1.587231532E1,-6.340979785E-2,4.187439755E-2,9.789635658E0
1.587442880E1,-6.400800496E-2,3.230310604E-2,9.770493507E0
1.587653620E1,-6.400800496E-2,1.794617064E-2,9.766305923E0
1.587864542E1,-5.443671346E-2,-5.982056726E-3,9.790233612E0
1.588075230E1,-6.879365444E-2,-3.469592705E-2,9.752547264E0
1.588285963E1,-4.965107143E-2,-4.905286431E-2,9.766903877E0
1.588496463E1,-2.093719877E-2,-9.212367237E-2,9.766903877E0
1.588707747E1,-2.632104978E-2,-1.399801224E-1,9.724431038E0
1.588918582E1,-2.392822644E-3,-1.830509305E-1,9.743574142E0
1.589129384E1,-2.691925503E-2,-2.356930375E-1,9.758528709E0
1.589338904E1,-7.776673418E-3,-2.739782035E-1,9.773484230E0
1.589549916E1,-2.991028363E-3,-2.937189937E-1,9.778269768E0
1.589761804E1,6.580262445E-3,-3.128615618E-1,9.744770050E0
1.589972888E1,-1.316052489E-2,-3.750749528E-1,9.765109062E0
1.590183604E1,-2.273181453E-2,-3.894318938E-1,9.760323524E0
1.590393842E1,-1.316052489E-2,-4.420739710E-1,9.770493507E0
1.590603714E1,-4.666004330E-2,-4.175475538E-1,9.793823242E0
1.590816137E1,-6.580262631E-2,-4.127618968E-1,9.798608780E0
1.591026844E1,-4.725824669E-2,-4.803591371E-1,9.708279610E0
1.591238080E1,-1.375873014E-2,-5.617151260E-1,9.761520386E0
1.591448427E1,-4.725824669E-2,-5.324030519E-1,9.775876999E0
1.591659339E1,-8.494520187E-2,-4.654040039E-1,9.837491989E0
1.591870077E1,-8.494520187E-2,-4.654040039E-1,9.765707016E0
1.592080907E1,-9.451649338E-2,-4.558327198E-1,9.746564865E0
1.592291737E1,-7.118647546E-2,-5.659025311E-1,9.719047546E0
1.592502656E1,-3.409772366E-2,-7.722834945E-1,9.706484795E0
1.592713120E1,-5.982056726E-3,-9.445667267E-1,9.736394882E0
1.592923306E1,6.939185411E-2,-1.213161111E0,9.805787086E0
1.593135428E1,1.740778536E-1,-1.386042476E0,9.706484795E0
1.593345852E1,1.692921966E-1,-1.362114310E0,9.749555588E0
1.593556925E1,1.698904037E-1,-1.218544960E0,9.753145218E0
1.593767157E1,1.328016520E-1,-9.930213690E-1,9.827322960E0
1.593977412E1,7.118647546E-2,-7.106683254E-1,9.690931320E0
1.594189253E1,-8.374879137E-3,-4.516452849E-1,9.817750931E0
1.594399977E1,7.836493850E-2,-3.750749528E-1,9.893723488E0
1.594611031E1,8.853443712E-2,-3.463610709E-1,9.931410789E0
1.594821591E1,6.879365444E-2,-3.415754437E-1,9.773484230E0
1.595032434E1,6.819544733E-2,-3.128615618E-1,9.615557671E0
1.595243282E1,5.024927482E-2,-1.836491376E-1,9.710074425E0
1.595454085E1,1.674975827E-2,-1.836491376E-1,9.743574142E0
1.595664938E1,5.503492057E-2,-1.980060786E-1,9.791430473E0
1.595875990E1,6.400800496E-2,-2.075773627E-1,9.676574707E0
1.596086929E1,-2.691925503E-2,-1.399801224E-1,9.585647583E0
1.596296353E1,-7.357929647E-2,-3.948157281E-2,9.833304405E0
1.596508081E1,1.316052489E-2,-3.948157281E-2,9.972088814E0
1.596718910E1,9.930214286E-2,-1.794616925E-3,9.894919395E0
1.596930106E1,8.434699476E-2,1.734796353E-2,9.693922997E0
1.597140580E1,3.170489892E-2,8.434699476E-2,9.650253296E0
1.597351013E1,8.374879137E-3,1.519442350E-1,9.678369522E0
1.597562420E1,-1.495514158E-2,2.524427772E-1,9.749555588E0
1.597773182E1,9.571290575E-3,2.955136001E-1,9.777671814E0
1.597984213E1,-9.092725813E-2,3.343969584E-1,9.763314247E0
1.598194480E1,-1.633101404E-1,3.439682424E-1,9.634101868E0
1.598404450E1,-1.770688742E-1,4.157529473E-1,9.695717812E0
1.598616430E1,-1.812563092E-1,4.875376225E-1,9.771689415E0
1.598827281E1,-2.386840582E-1,5.790630579E-1,9.751948357E0
1.599038432E1,-2.482553422E-1,6.029912829E-1,9.732208252E0
1.599249024E1,-2.428714931E-1,6.508477330E-1,9.794421196E0
1.599459754E1,-2.512463629E-1,7.465606928E-1,9.879366875E0
1.599670583E1,-1.609173268E-1,7.752745152E-1,9.806983948E0
1.599881367E1,-1.752742529E-1,7.752745152E-1,9.730413437E0
1.600092211E1,-2.141576260E-1,7.752745152E-1,9.664012909E0
1.600303033E1,-2.518445849E-1,8.231309652E-1,9.768698692E0
1.600513876E1,-2.470589429E-1,8.087740541E-1,9.672985077E0
1.600724748E1,-2.231307179E-1,8.518448472E-1,9.653244972E0
1.600935240E1,-1.788634956E-1,9.619147182E-1,9.762118340E0
1.601144822E1,-1.405783296E-1,1.009771109E0,9.828518867E0
1.601357158E1,-8.793623000E-2,1.023529887E0,9.785448074E0
1.601567923E1,-1.022931710E-1,1.061815023E0,9.765707016E0
1.601779064E1,-9.212367237E-2,1.114457130E0,9.731609344E0
1.601989635E1,-8.315058798E-2,1.066600680E0,9.751350403E0
1.602200294E1,-5.922235921E-2,1.071386337E0,9.746564865E0
1.602411189E1,-6.400800496E-2,9.852447510E-1,9.766305923E0
1.602622260E1,-1.268195957E-1,9.044869542E-1,9.801001549E0
1.602833742E1,-1.698904037E-1,8.901300430E-1,9.781859398E0
1.603043814E1,-1.890329868E-1,8.566305041E-1,9.763314247E0
1.603254587E1,-1.274178028E-1,8.177471161E-1,9.729815483E0
1.603465222E1,-1.130608693E-1,8.464609981E-1,9.710672379E0
1.603676012E1,-7.477571070E-2,7.938188910E-1,9.715457916E0
1.603886028E1,-9.451649338E-2,6.550351977E-1,9.741181374E0
1.604097898E1,-1.375873089E-1,5.736792088E-1,9.784850121E0
1.604308531E1,-6.640082598E-2,4.157529473E-1,9.790832520E0
1.604518782E1,9.990034252E-2,2.374876440E-1,9.758528709E0
1.604730204E1,1.328016520E-1,6.999006122E-2,9.693324089E0
1.604939897E1,6.041877344E-2,-1.794616925E-3,9.703494072E0
1.605151005E1,-6.340979785E-2,4.187439755E-2,9.765707016E0
1.605361547E1,-1.208375469E-1,1.860419661E-1,9.697511673E0
1.605572913E1,-2.691925466E-1,2.775674164E-1,9.654440880E0
1.605784793E1,-4.121637046E-1,3.690928817E-1,9.720842361E0
1.605995936E1,-4.354937077E-1,3.643072546E-1,9.778269768E0
1.606207474E1,-3.978067636E-1,2.925225794E-1,9.793225288E0
1.606416391E1,-2.781656384E-1,1.866401732E-1,9.803394318E0
1.606626498E1,-2.261217386E-1,1.094716340E-1,9.751350403E0
1.606837309E1,-1.926222295E-1,1.286142170E-1,9.732208252E0
1.607049155E1,-9.212367237E-2,1.136590764E-1,9.784252167E0
1.607259025E1,-5.862415582E-2,1.663011760E-1,9.740582466E0
1.607471352E1,-5.324030295E-2,1.806581169E-1,9.817152977E0
1.607682008E1,-1.016949583E-2,1.710868180E-1,9.817152977E0
1.607893074E1,4.187439568E-3,1.854437590E-1,9.768698692E0
1.608103309E1,-5.383851007E-3,2.045863420E-1,9.797411919E0
1.608313473E1,-5.383851007E-3,2.045863420E-1,9.797411919E0
1.608525190E1,-1.974078640E-2,2.333002090E-1,9.797411919E0
1.608735997E1,-1.190429255E-1,2.721835673E-1,9.983454704E0
1.608946982E1,-1.112662554E-1,2.003988922E-1,9.711869240E0
1.609157423E1,-1.166501045E-1,1.328016520E-1,9.555138588E0
1.609368226E1,-1.310070455E-1,1.040877849E-1,9.617352486E0
1.609578384E1,-1.016949639E-1,1.046859920E-1,9.798608780E0
1.609790190E1,-2.931207791E-2,1.567298770E-1,9.798010826E0
1.610000682E1,-9.571290575E-3,2.955136001E-1,9.768099785E0
1.610210973E1,3.888336942E-2,3.768695593E-1,9.862616539E0
1.610422597E1,6.281159073E-2,4.438686073E-1,9.823733330E0
1.610633456E1,2.991028316E-2,5.252245665E-1,9.842277527E0
1.610844522E1,-2.751746029E-2,5.258227587E-1,9.918848038E0
1.611055168E1,-1.130608693E-1,4.731806815E-1,1.007737255E1
1.611265902E1,-9.571290575E-3,3.960121572E-1,9.752547264E0
1.611477102E1,4.187439568E-3,3.720839322E-1,9.619147301E0
1.611688622E1,4.785645287E-3,3.433700502E-1,9.690931320E0
1.611898377E1,-1.914258152E-1,9.511470050E-2,1.002891827E1
1.612109161E1,-3.559323549E-1,-4.642075896E-1,1.036451149E1
1.612319729E1,-2.733799815E-1,-7.232306600E-1,9.740582466E0
1.612530859E1,-2.662015259E-1,-9.439685345E-1,9.345767021E0
1.612741762E1,-2.781656384E-1,-1.590030670E0,9.519247055E0
1.612952245E1,-2.422732860E-1,-2.557329178E0,1.008754253E1
1.613162294E1,-1.692921966E-1,-6.047859192E-1,9.251250267E0
1.613374155E1,-5.024927482E-2,5.868397355E-1,8.857032776E0
1.613584951E1,1.196411322E-3,1.032503009E0,9.282955170E0
1.613795785E1,1.854437590E-2,1.071386337E0,1.000439167E1
1.614005574E1,9.451649338E-2,5.066801906E-1,1.039621639E1
1.614217442E1,4.187439755E-2,-1.495514214E-1,1.005404282E1
1.614428349E1,-1.328016520E-1,-1.974078715E-1,9.481559753E0
1.614639325E1,-2.422732860E-1,6.161518395E-2,9.355338097E0
1.614849936E1,-1.250249892E-1,1.716850251E-1,9.774082184E0
1.615060818E1,3.349951655E-2,1.567298770E-1,1.002233791E1
1.615271389E1,5.623133108E-2,-1.196411322E-3,9.918848038E0
1.615482247E1,-8.793623000E-2,-1.555334684E-2,9.699306488E0
1.615693179E1,-2.171486616E-1,1.142572835E-1,9.636494637E0
1.615904065E1,-1.256231815E-1,1.573280841E-1,9.683753014E0
1.616114971E1,2.273181453E-2,5.144568533E-2,9.832108498E0
1.616325656E1,-4.905286431E-2,4.666004330E-2,9.880562782E0
1.616536482E1,-1.304088384E-1,9.511470050E-2,9.780064583E0
1.616747286E1,-1.214357466E-1,8.494520187E-2,9.636494637E0
1.616957903E1,-9.212367237E-2,8.973085135E-2,9.713065147E0
1.617168048E1,-6.340979785E-2,8.015955985E-2,9.817750931E0
1.617379773E1,-3.469592705E-2,5.623133108E-2,9.799206734E0
1.617590628E1,-8.255238086E-2,8.973085135E-2,9.722636223E0
1.617801759E1,-1.016949639E-1,1.136590764E-1,9.698110580E0
1.618012282E1,-6.340979785E-2,6.580262631E-2,9.751350403E0
1.618223345E1,-4.426721856E-2,6.101697683E-2,9.780064583E0
1.618434526E1,-6.819544733E-2,1.088734269E-1,9.765109062E0
1.618644495E1,-7.298108935E-2,6.101697683E-2,9.736993790E0
1.618854293E1,-9.272187948E-2,4.666004330E-2,9.732208252E0
1.619064969E1,-8.255238086E-2,8.973085135E-2,9.746564865E0
1.619275966E1,-7.776673883E-2,8.973085135E-2,9.760323524E0
1.619487140E1,-8.255238086E-2,6.580262631E-2,9.789635658E0
1.619697868E1,-9.690931439E-2,8.494520187E-2,9.765707016E0
1.619908699E1,-9.212367237E-2,8.973085135E-2,9.736993790E0
1.620119497E1,-7.776673883E-2,7.537391037E-2,9.765707016E0
1.620330317E1,-8.733802289E-2,8.494520187E-2,9.765707016E0
1.620541134E1,-9.212367237E-2,9.451649338E-2,9.765109062E0
1.620752070E1,-6.879365444E-2,4.187439755E-2,9.746564865E0
1.620963148E1,-6.819544733E-2,7.058826834E-2,9.760921478E0
1.621173738E1,-7.298108935E-2,1.040877849E-1,9.755537987E0
1.621384442E1,-6.819544733E-2,8.494520187E-2,9.779465675E0
1.621595170E1,-6.819544733E-2,8.494520187E-2,9.751350403E0
1.621806055E1,-7.776673883E-2,6.101697683E-2,9.751350403E0
1.622016987E1,-8.255238086E-2,5.144568533E-2,9.751350403E0
1.622227730E1,-9.212367237E-2,8.494520187E-2,9.765707016E0
1.622438548E1,-7.298108935E-2,6.580262631E-2,9.760921478E0
1.622649399E1,-8.315058798E-2,2.273181453E-2,9.775876999E0
1.622860362E1,-9.212367237E-2,7.537391037E-2,9.760921478E0
1.623071017E1,-7.776673883E-2,8.015955985E-2,9.746564865E0
1.623281844E1,-8.255238086E-2,6.580262631E-2,9.770493507E0
1.623492602E1,-9.212367237E-2,9.930214286E-2,9.769894600E0
1.623703379E1,-7.298108935E-2,5.623133108E-2,9.760921478E0
1.623913936E1,-8.733802289E-2,8.973085135E-2,9.756135941E0
1.624125163E1,-8.255238086E-2,5.623133108E-2,9.760921478E0
1.624336022E1,-6.819544733E-2,4.666004330E-2,9.780064583E0
1.624547251E1,-5.862415582E-2,8.973085135E-2,9.745966911E0
1.624758902E1,-7.298108935E-2,4.187439755E-2,9.765707016E0
1.624969790E1,-6.340979785E-2,1.088734269E-1,9.750752449E0
1.625180488E1,-7.298108935E-2,3.708875179E-2,9.770493507E0
1.625391094E1,-7.776673883E-2,7.537391037E-2,9.770493507E0
1.625601895E1,-1.208375469E-1,1.142572835E-1,9.708279610E0
1.625812747E1,-1.310070455E-1,8.554340899E-2,9.684351921E0
1.626023175E1,-9.690931439E-2,5.623133108E-2,9.780064583E0
1.626232846E1,-5.862415582E-2,1.136590764E-1,9.760323524E0
1.626445224E1,-7.298108935E-2,6.580262631E-2,9.770493507E0
1.626656041E1,-9.690931439E-2,8.973085135E-2,9.775279045E0
1.626867245E1,-9.272187948E-2,7.537391037E-2,9.708279610E0
1.627077915E1,-1.118644550E-1,8.015955985E-2,9.717850685E0
1.627289471E1,-1.112662554E-1,8.075776696E-2,9.760921478E0
1.627499367E1,-1.022931710E-1,4.187439755E-2,9.771091461E0
1.627710179E1,-1.112662554E-1,8.973085135E-2,9.722636223E0
1.627920582E1,-1.112662554E-1,9.990034252E-2,9.756135941E0
1.628130702E1,-9.212367237E-2,7.058826834E-2,9.765707016E0
1.628342307E1,-8.255238086E-2,5.623133108E-2,9.808777809E0
1.628553320E1,-6.819544733E-2,7.537391037E-2,9.794421196E0
1.628764568E1,-7.357929647E-2,1.040877849E-1,9.669994354E0
1.628975172E1,-1.357926875E-1,8.554340899E-2,9.717850685E0
1.629185613E1,-1.399801224E-1,7.118647546E-2,9.856635094E0
1.629395422E1,-1.016949639E-1,4.666004330E-2,9.808777809E0
1.629607679E1,-6.400800496E-2,4.187439755E-2,9.717850685E0
1.629818390E1,-1.118644550E-1,5.623133108E-2,9.670592308E0
1.630029547E1,-1.692921966E-1,7.597211748E-2,9.704092026E0
1.630240005E1,-2.069791555E-1,9.032905847E-2,9.780064583E0
1.630450869E1,-1.782652885E-1,8.075776696E-2,9.803992271E0
1.630661705E1,-1.734796464E-1,7.118647546E-2,9.771091461E0
1.630872513E1,-1.351944804E-1,8.554340899E-2,9.736993790E0
1.631083356E1,-1.256231815E-1,8.554340899E-2,9.741779327E0
1.631294255E1,-8.733802289E-2,9.451649338E-2,9.780064583E0
1.631504751E1,-5.383851007E-2,1.040877849E-1,9.774680138E0
1.631714901E1,-4.426721856E-2,9.451649338E-2,9.793823242E0
1.631926613E1,-5.383851007E-2,7.537391037E-2,9.755537987E0
1.632137457E1,-3.948157281E-2,7.537391037E-2,9.745966911E0
1.632348499E1,-6.819544733E-2,7.058826834E-2,9.736993790E0
1.632558845E1,-8.733802289E-2,7.537391037E-2,9.775279045E0
1.632768945E1,-6.340979785E-2,8.494520187E-2,9.808179855E0
1.632980892E1,-5.383851007E-2,9.930214286E-2,9.769894600E0
1.633191580E1,-6.340979785E-2,6.580262631E-2,9.741779327E0
1.633402670E1,-2.512463741E-2,8.973085135E-2,9.745966911E0
1.633612934E1,2.273181453E-2,7.537391037E-2,9.769894600E0
1.633823019E1,3.230310604E-2,8.973085135E-2,9.760323524E0
1.634034846E1,3.230310604E-2,7.537391037E-2,9.774680138E0
1.634245534E1,5.623133108E-2,6.580262631E-2,9.765109062E0
1.634456683E1,6.580262631E-2,7.477571070E-2,9.745966911E0
1.634667478E1,6.101697683E-2,7.956135273E-2,9.741181374E0
1.634877880E1,1.794617064E-2,7.058826834E-2,9.765109062E0
1.635087772E1,-3.469592705E-2,5.623133108E-2,9.760921478E0
1.635299769E1,-8.255238086E-2,7.058826834E-2,9.756135941E0
1.635510643E1,-9.690931439E-2,8.494520187E-2,9.736993790E0
1.635721771E1,-7.298108935E-2,8.015955985E-2,9.755537987E0
1.635932595E1,-6.340979785E-2,7.537391037E-2,9.784252167E0
1.636144343E1,-7.298108935E-2,6.580262631E-2,9.756135941E0
1.636354040E1,-5.862415582E-2,7.537391037E-2,9.745966911E0
1.636564760E1,-1.016949639E-1,6.101697683E-2,9.741779327E0
1.636775283E1,-1.208375469E-1,7.118647546E-2,9.751350403E0
1.636986131E1,-7.298108935E-2,7.058826834E-2,9.775279045E0
1.637196227E1,-6.340979785E-2,8.015955985E-2,9.774680138E0
1.637408057E1,-5.383851007E-2,7.537391037E-2,9.769894600E0
1.637618874E1,-5.383851007E-2,7.537391037E-2,9.779465675E0
1.637829979E1,-8.255238086E-2,8.973085135E-2,9.774680138E0
1.638040629E1,-7.776673883E-2,6.580262631E-2,9.770493507E0
1.638251376E1,-9.212367237E-2,7.058826834E-2,9.765707016E0
1.638462296E1,-5.862415582E-2,8.015955985E-2,9.732208252E0
1.638672980E1,-6.819544733E-2,8.494520187E-2,9.756135941E0
1.638883829E1,-7.298108935E-2,6.580262631E-2,9.775279045E0
1.639094612E1,-7.776673883E-2,6.101697683E-2,9.775279045E0
1.639305261E1,-7.776673883E-2,7.537391037E-2,9.746564865E0
1.639515503E1,-7.298108935E-2,7.058826834E-2,9.756135941E0
1.639727226E1,-8.733802289E-2,7.537391037E-2,9.756135941E0
1.639937835E1,-7.776673883E-2,8.015955985E-2,9.746564865E0
1.640148600E1,-7.776673883E-2,6.580262631E-2,9.760921478E0
1.640359695E1,-5.862415582E-2,8.015955985E-2,9.756135941E0
1.640570747E1,-7.298108935E-2,8.494520187E-2,9.751350403E0
1.640781359E1,-7.298108935E-2,8.494520187E-2,9.775279045E0
1.640992025E1,-8.255238086E-2,6.580262631E-2,9.746564865E0
1.641202669E1,-6.819544733E-2,8.015955985E-2,9.741779327E0
1.641413680E1,-6.819544733E-2,7.058826834E-2,9.746564865E0
1.641624414E1,-6.819544733E-2,7.058826834E-2,9.770493507E0
1.641835391E1,-7.298108935E-2,7.058826834E-2,9.765707016E0
1.642045924E1,-7.298108935E-2,6.580262631E-2,9.756135941E0
1.642255772E1,-6.819544733E-2,7.058826834E-2,9.770493507E0
1.642466983E1,-7.298108935E-2,7.537391037E-2,9.760921478E0
1.642679326E1,-6.819544733E-2,8.015955985E-2,9.775279045E0
1.642889763E1,-8.255238086E-2,7.537391037E-2,9.760921478E0
1.643100663E1,-9.212367237E-2,6.580262631E-2,9.736993790E0
1.643310960E1,-9.690931439E-2,8.494520187E-2,9.736993790E0
1.643521949E1,-8.733802289E-2,7.537391037E-2,9.760921478E0
1.643732519E1,-8.255238086E-2,5.623133108E-2,9.756135941E0
1.643942875E1,-7.776673883E-2,6.580262631E-2,9.770493507E0
1.644155196E1,-7.776673883E-2,7.058826834E-2,9.760921478E0
1.644365254E1,-7.298108935E-2,8.015955985E-2,9.765707016E0
1.644576326E1,-4.905286431E-2,8.015955985E-2,9.751350403E0
1.644786704E1,-8.255238086E-2,6.580262631E-2,9.770493507E0
1.644997352E1,-7.776673883E-2,7.058826834E-2,9.765707016E0
1.645208642E1,-7.776673883E-2,6.580262631E-2,9.746564865E0
1.645419347E1,-7.298108935E-2,8.973085135E-2,9.755537987E0
1.645630293E1,-7.776673883E-2,8.015955985E-2,9.746564865E0
1.645840807E1,-7.298108935E-2,8.015955985E-2,9.779465675E0
1.646051092E1,-7.776673883E-2,8.015955985E-2,9.760323524E0
1.646262686E1,-7.298108935E-2,7.537391037E-2,9.760921478E0
1.646473589E1,-6.819544733E-2,6.580262631E-2,9.746564865E0
1.646684495E1,-7.298108935E-2,8.015955985E-2,9.765109062E0
1.646895137E1,-7.776673883E-2,8.015955985E-2,9.732208252E0
1.647105773E1,-7.776673883E-2,7.058826834E-2,9.760921478E0
1.647316112E1,-8.255238086E-2,8.973085135E-2,9.741181374E0
1.647527500E1,-6.819544733E-2,8.015955985E-2,9.745966911E0
1.647738459E1,-7.776673883E-2,8.015955985E-2,9.769894600E0
1.647949206E1,-6.819544733E-2,7.058826834E-2,9.770493507E0
1.648159195E1,-7.776673883E-2,8.494520187E-2,9.760323524E0
1.648370660E1,-6.340979785E-2,7.058826834E-2,9.756135941E0
1.648581748E1,-7.298108935E-2,7.058826834E-2,9.741779327E0
1.648792760E1,-6.819544733E-2,8.015955985E-2,9.774680138E0
1.649003431E1,-6.340979785E-2,6.580262631E-2,9.770493507E0
1.649214385E1,-7.298108935E-2,8.494520187E-2,9.745966911E0
1.649425807E1,-8.255238086E-2,7.058826834E-2,9.760921478E0
1.649635889E1,-6.819544733E-2,7.537391037E-2,9.760323524E0
1.649846803E1,-6.819544733E-2,7.537391037E-2,9.774680138E0
1.650057288E1,-6.819544733E-2,7.537391037E-2,9.765109062E0
1.650268304E1,-8.255238086E-2,8.494520187E-2,9.755537987E0
1.650479098E1,-7.776673883E-2,8.015955985E-2,9.765109062E0
1.650689979E1,-7.298108935E-2,7.058826834E-2,9.751350403E0
1.650900793E1,-5.862415582E-2,7.537391037E-2,9.774680138E0
1.651111609E1,-5.862415582E-2,8.494520187E-2,9.765109062E0
1.651322456E1,-7.298108935E-2,6.580262631E-2,9.756135941E0
1.651533375E1,-6.340979785E-2,7.537391037E-2,9.765109062E0
1.651744124E1,-4.905286431E-2,7.537391037E-2,9.765707016E0
1.651955020E1,-6.340979785E-2,7.058826834E-2,9.770493507E0
1.652165758E1,-7.776673883E-2,7.058826834E-2,9.770493507E0
1.652376586E1,-8.733802289E-2,7.058826834E-2,9.741779327E0
1.652587100E1,-6.340979785E-2,9.451649338E-2,9.741181374E0
1.652797172E1,-6.819544733E-2,7.058826834E-2,9.789635658E0
1.653009048E1,-8.733802289E-2,7.058826834E-2,9.780064583E0
1.653219952E1,-7.298108935E-2,7.058826834E-2,9.741779327E0
1.653430941E1,-6.819544733E-2,7.058826834E-2,9.736993790E0
1.653641359E1,-7.776673883E-2,7.058826834E-2,9.751350403E0
1.653851763E1,-6.340979785E-2,8.015955985E-2,9.765707016E0
1.654063124E1,-6.340979785E-2,8.015955985E-2,9.775279045E0
1.654273815E1,-9.212367237E-2,4.666004330E-2,9.765707016E0
1.654484805E1,-8.793623000E-2,6.580262631E-2,9.736993790E0
1.654695655E1,-6.819544733E-2,7.537391037E-2,9.756135941E0
1.654906508E1,-6.340979785E-2,6.580262631E-2,9.741779327E0
1.655117301E1,-5.862415582E-2,5.623133108E-2,9.756135941E0
1.655327834E1,-4.905286431E-2,8.494520187E-2,9.769894600E0
1.655537922E1,-5.383851007E-2,8.973085135E-2,9.741181374E0
1.655749795E1,-7.298108935E-2,5.623133108E-2,9.789635658E0
1.655960326E1,-7.298108935E-2,6.580262631E-2,9.751350403E0
1.656170629E1,-4.426721856E-2,8.494520187E-2,9.727422714E0
1.656381973E1,-7.776673883E-2,7.537391037E-2,9.765707016E0
1.656591891E1,-7.298108935E-2,5.623133108E-2,9.780064583E0
1.656803122E1,-7.298108935E-2,7.537391037E-2,9.732208252E0
1.657014214E1,-8.733802289E-2,8.973085135E-2,9.732208252E0
1.657223870E1,-6.819544733E-2,6.101697683E-2,9.784850121E0
1.657436591E1,4.187439568E-3,1.136590764E-1,9.817750931E0
1.657647160E1,7.178468257E-2,2.715853751E-1,9.768099785E0
1.657858448E1,-5.862415582E-2,1.316052489E-2,9.823733330E0
1.658068671E1,-2.997010350E-1,-2.542374134E-1,9.741181374E0
1.658279117E1,-3.565305769E-1,4.307080805E-2,9.566504478E0
1.658490482E1,-1.345962733E-1,3.726821244E-1,9.591031075E0
1.658701379E1,1.429711580E-1,1.561316848E-1,9.826126099E0
1.658912228E1,1.758724600E-1,-1.118644550E-1,9.952945709E0
1.659122921E1,-4.905286431E-2,-1.076770201E-2,9.828518867E0
1.659333715E1,-2.739782035E-1,2.195414752E-1,9.645467758E0
1.659544184E1,-2.123630047E-1,1.429711580E-1,9.641280174E0
1.659753907E1,3.649054468E-2,-2.572284266E-2,9.751948357E0
1.659966292E1,8.015955985E-2,-6.580262445E-3,9.851848602E0
1.660176883E1,-1.016949639E-1,9.511470050E-2,9.813564301E0
1.660387983E1,-2.027917206E-1,1.094716340E-1,9.717850685E0
1.660598093E1,-1.214357466E-1,7.537391037E-2,9.679565430E0
1.660809547E1,-2.512463741E-2,4.187439755E-2,9.760921478E0
1.661020360E1,-2.512463741E-2,4.187439755E-2,9.818349838E0
1.661231296E1,-8.733802289E-2,8.015955985E-2,9.775279045E0
1.661441827E1,-1.214357466E-1,8.554340899E-2,9.717850685E0
1.661652205E1,-9.272187948E-2,6.101697683E-2,9.722636223E0
1.661863643E1,-4.905286431E-2,4.187439755E-2,9.770493507E0
1.662074503E1,-3.948157281E-2,6.101697683E-2,9.760921478E0
1.662285428E1,-6.819544733E-2,5.623133108E-2,9.760921478E0
1.662496103E1,-9.690931439E-2,8.015955985E-2,9.741779327E0
1.662706914E1,-6.340979785E-2,1.328016520E-1,9.736394882E0
1.662918019E1,-4.905286431E-2,1.280160099E-1,9.765109062E0
1.663129583E1,-4.905286431E-2,5.144568533E-2,9.784850121E0
1.663339496E1,-9.750752151E-2,2.751746029E-2,9.771091461E0
1.663550273E1,-1.208375469E-1,7.597211748E-2,9.746564865E0
1.663760993E1,-9.212367237E-2,1.040877849E-1,9.736993790E0
1.663971855E1,-6.819544733E-2,6.580262631E-2,9.760921478E0
1.664182695E1,-7.298108935E-2,4.666004330E-2,9.780064583E0
1.664393468E1,-8.255238086E-2,6.101697683E-2,9.770493507E0
1.664604333E1,-1.016949639E-1,8.494520187E-2,9.732208252E0
1.664814974E1,-5.862415582E-2,9.451649338E-2,9.732208252E0
1.665025251E1,-5.862415582E-2,7.537391037E-2,9.775279045E0
1.665236839E1,-5.862415582E-2,6.580262631E-2,9.784850121E0
1.665447746E1,-6.340979785E-2,8.973085135E-2,9.765109062E0
1.665658646E1,-7.298108935E-2,7.058826834E-2,9.746564865E0
1.665869249E1,-7.776673883E-2,6.580262631E-2,9.770493507E0
1.667213215E1,-5.383851007E-2,8.015955985E-2,9.745966911E0
1.667424042E1,-6.819544733E-2,8.015955985E-2,9.769894600E0
1.667634870E1,-7.776673883E-2,8.973085135E-2,9.750752449E0
1.667845697E1,-6.819544733E-2,8.015955985E-2,9.755537987E0
1.668056525E1,-5.383851007E-2,5.623133108E-2,9.774680138E0
1.668266278E1,-5.383851007E-2,8.494520187E-2,9.793823242E0
1.668477278E1,-6.340979785E-2,8.015955985E-2,9.755537987E0
1.668689040E1,-7.776673883E-2,6.580262631E-2,9.755537987E0
1.668899822E1,-1.112662554E-1,5.682953820E-2,9.727422714E0
1.669110657E1,-1.208375469E-1,9.511470050E-2,9.726823807E0
1.669320989E1,-7.776673883E-2,8.494520187E-2,9.745966911E0
1.669531026E1,-3.948157281E-2,4.666004330E-2,9.760921478E0
1.669742752E1,-6.819544733E-2,7.537391037E-2,9.755537987E0
1.669953625E1,-1.064806059E-1,9.990034252E-2,9.765109062E0
1.670164910E1,-1.351944804E-1,1.046859920E-1,9.779465675E0
