Force 1,Force 2
703.3447265625,1761.9873046875
699.31640625,1756.34765625
700.927734375,1751.513671875
699.31640625,1748.291015625
697.705078125,1748.291015625
698.5107421875,1752.3193359375
705.76171875,1754.736328125
713.818359375,1756.34765625
721.0693359375,1761.181640625
727.5146484375,1766.015625
729.931640625,1768.4326171875
733.154296875,1769.23828125
735.5712890625,1770.0439453125
738.7939453125,1770.849609375
744.43359375,1770.0439453125
744.43359375,1770.0439453125
745.2392578125,1770.0439453125
746.8505859375,1770.0439453125
746.8505859375,1766.8212890625
747.65625,1763.5986328125
756.5185546875,1758.7646484375
757.32421875,1757.1533203125
755.712890625,1746.6796875
749.267578125,1732.177734375
747.65625,1727.34375
749.267578125,1720.8984375
741.2109375,1707.2021484375
718.65234375,1672.55859375
692.0654296875,1632.275390625
685.6201171875,1617.7734375
698.5107421875,1638.720703125
709.7900390625,1650.0
711.4013671875,1654.0283203125
714.6240234375,1655.6396484375
717.8466796875,1659.66796875
723.486328125,1665.3076171875
725.9033203125,1669.3359375
733.9599609375,1673.3642578125
740.4052734375,1675.78125
744.43359375,1679.8095703125
749.267578125,1685.44921875
755.712890625,1690.283203125
760.546875,1694.3115234375
761.3525390625,1698.33984375
765.380859375,1700.7568359375
767.7978515625,1704.78515625
768.603515625,1708.0078125
769.4091796875,1710.4248046875
769.4091796875,1713.6474609375
769.4091796875,1713.6474609375
769.4091796875,1717.67578125
767.7978515625,1718.4814453125
758.1298828125,1720.0927734375
746.044921875,1717.67578125
751.6845703125,1717.67578125
753.2958984375,1721.7041015625
747.65625,1722.509765625
733.9599609375,1722.509765625
718.65234375,1722.509765625
707.373046875,1721.7041015625
700.927734375,1725.732421875
694.482421875,1724.12109375
693.6767578125,1725.732421875
688.037109375,1732.177734375
680.7861328125,1733.7890625
672.7294921875,1737.8173828125
660.64453125,1742.6513671875
650.1708984375,1745.068359375
638.0859375,1745.8740234375
639.697265625,1749.0966796875
644.53125,1749.90234375
645.3369140625,1751.513671875
647.75390625,1753.125
648.5595703125,1756.34765625
649.365234375,1756.34765625
650.9765625,1754.736328125
653.3935546875,1754.736328125
655.810546875,1757.958984375
654.19921875,1754.736328125
648.5595703125,1759.5703125
654.19921875,1757.958984375
654.19921875,1759.5703125
653.3935546875,1761.9873046875
650.1708984375,1761.9873046875
647.75390625,1762.79296875
649.365234375,1763.5986328125
646.9482421875,1765.2099609375
649.365234375,1767.626953125
649.365234375,1767.626953125
647.75390625,1766.8212890625
646.9482421875,1767.626953125
646.9482421875,1766.8212890625
645.3369140625,1765.2099609375
643.7255859375,1761.9873046875
638.0859375,1763.5986328125
640.5029296875,1764.404296875
644.53125,1766.8212890625
646.9482421875,1767.626953125
643.7255859375,1765.2099609375
643.7255859375,1766.8212890625
642.1142578125,1766.8212890625
642.919921875,1766.8212890625
644.53125,1765.2099609375
650.1708984375,1765.2099609375
654.19921875,1763.5986328125
655.810546875,1761.181640625
659.033203125,1761.9873046875
663.0615234375,1761.181640625
665.478515625,1754.736328125
663.8671875,1746.6796875
667.8955078125,1741.845703125
669.5068359375,1737.01171875
675.9521484375,1736.2060546875
684.0087890625,1735.400390625
684.0087890625,1732.177734375
687.2314453125,1731.3720703125
691.259765625,1731.3720703125
693.6767578125,1731.3720703125
695.2880859375,1723.3154296875
697.705078125,1724.12109375
702.5390625,1720.8984375
704.150390625,1715.2587890625
698.5107421875,1697.5341796875
699.31640625,1688.671875
703.3447265625,1699.1455078125
701.7333984375,1706.396484375
694.482421875,1708.8134765625
684.0087890625,1683.837890625
678.369140625,1675.78125
690.4541015625,1687.060546875
698.5107421875,1690.283203125
702.5390625,1689.4775390625
706.5673828125,1689.4775390625
716.2353515625,1683.837890625
726.708984375,1686.2548828125
733.154296875,1690.283203125
743.6279296875,1693.505859375
747.65625,1692.7001953125
756.5185546875,1695.9228515625
762.158203125,1699.1455078125
766.1865234375,1704.78515625
771.0205078125,1703.9794921875
774.2431640625,1703.9794921875
783.10546875,1705.5908203125
787.1337890625,1706.396484375
793.5791015625,1708.0078125
796.8017578125,1712.841796875
803.2470703125,1714.453125
808.0810546875,1720.0927734375
811.3037109375,1724.9267578125
815.33203125,1727.34375
815.33203125,1724.12109375
818.5546875,1728.1494140625
822.5830078125,1731.3720703125
824.1943359375,1737.8173828125
827.4169921875,1738.623046875
828.22265625,1734.5947265625
829.0283203125,1732.177734375
834.66796875,1732.177734375
834.66796875,1729.7607421875
839.501953125,1727.34375
850.78125,1726.5380859375
856.4208984375,1730.56640625
857.2265625,1730.56640625
859.6435546875,1733.7890625
861.2548828125,1734.5947265625
862.8662109375,1736.2060546875
865.283203125,1741.845703125
863.671875,1749.90234375
862.060546875,1755.5419921875
862.060546875,1758.7646484375
862.060546875,1761.9873046875
862.8662109375,1764.404296875
859.6435546875,1768.4326171875
861.2548828125,1772.4609375
862.060546875,1776.4892578125
862.8662109375,1782.12890625
863.671875,1782.9345703125
864.4775390625,1786.1572265625
864.4775390625,1786.1572265625
865.283203125,1790.185546875
866.0888671875,1790.185546875
866.89453125,1792.6025390625
869.3115234375,1794.2138671875
870.9228515625,1796.630859375
874.951171875,1798.2421875
875.7568359375,1798.2421875
877.3681640625,1797.4365234375
877.3681640625,1799.0478515625
878.173828125,1799.853515625
878.173828125,1802.2705078125
879.78515625,1802.2705078125
884.619140625,1804.6875
887.0361328125,1806.298828125
887.841796875,1807.91015625
887.0361328125,1806.298828125
889.453125,1807.1044921875
889.453125,1807.91015625
889.453125,1807.91015625
891.8701171875,1808.7158203125
891.8701171875,1811.1328125
891.064453125,1811.1328125
891.8701171875,1810.3271484375
889.453125,1811.1328125
892.67578125,1811.9384765625
892.67578125,1809.521484375
889.453125,1809.521484375
888.6474609375,1807.1044921875
886.23046875,1805.4931640625
886.23046875,1808.7158203125
887.0361328125,1806.298828125
886.23046875,1806.298828125
884.619140625,1804.6875
886.23046875,1805.4931640625
886.23046875,1810.3271484375
887.0361328125,1810.3271484375
888.6474609375,1810.3271484375
886.23046875,1810.3271484375
884.619140625,1807.91015625
884.619140625,1807.91015625
884.619140625,1809.521484375
884.619140625,1810.3271484375
887.841796875,1810.3271484375
887.841796875,1809.521484375
883.0078125,1802.2705078125
878.173828125,1795.8251953125
876.5625,1789.3798828125
878.9794921875,1790.185546875
881.396484375,1789.3798828125
881.396484375,1786.1572265625
874.951171875,1774.072265625
858.837890625,1759.5703125
844.3359375,1752.3193359375
829.833984375,1754.736328125
812.9150390625,1752.3193359375
800.0244140625,1745.8740234375
787.939453125,1738.623046875
769.4091796875,1730.56640625
750.87890625,1721.7041015625
736.376953125,1717.67578125
723.486328125,1720.8984375
700.1220703125,1721.7041015625
679.98046875,1722.509765625
661.4501953125,1722.509765625
650.1708984375,1726.5380859375
633.251953125,1728.955078125
621.97265625,1732.177734375
617.9443359375,1735.400390625
610.693359375,1738.623046875
605.0537109375,1743.45703125
605.859375,1746.6796875
603.4423828125,1752.3193359375
608.2763671875,1756.34765625
610.693359375,1759.5703125
614.7216796875,1759.5703125
614.7216796875,1761.9873046875
621.97265625,1763.5986328125
625.1953125,1768.4326171875
629.2236328125,1770.0439453125
637.2802734375,1772.4609375
643.7255859375,1777.294921875
651.7822265625,1779.7119140625
662.255859375,1779.7119140625
672.7294921875,1779.7119140625
682.3974609375,1778.90625
694.482421875,1782.9345703125
702.5390625,1782.9345703125
708.1787109375,1776.4892578125
716.2353515625,1779.7119140625
721.875,1782.12890625
732.3486328125,1786.962890625
742.0166015625,1787.7685546875
752.490234375,1788.57421875
762.9638671875,1788.57421875
770.21484375,1790.9912109375
776.66015625,1791.796875
780.6884765625,1794.2138671875
791.9677734375,1798.2421875
803.2470703125,1798.2421875
808.0810546875,1799.853515625
814.5263671875,1799.0478515625
823.388671875,1802.2705078125
829.833984375,1805.4931640625
833.056640625,1804.6875
833.056640625,1807.1044921875
826.611328125,1805.4931640625
833.8623046875,1811.1328125
833.056640625,1811.9384765625
830.6396484375,1811.9384765625
828.22265625,1811.9384765625
824.1943359375,1811.9384765625
828.22265625,1811.1328125
829.0283203125,1811.1328125
830.6396484375,1813.5498046875
837.890625,1811.9384765625
840.3076171875,1810.3271484375
841.11328125,1804.6875
840.3076171875,1806.298828125
843.5302734375,1804.6875
844.3359375,1803.076171875
851.5869140625,1805.4931640625
854.00390625,1807.1044921875
854.8095703125,1805.4931640625
858.837890625,1805.4931640625
858.837890625,1806.298828125
863.671875,1807.91015625
864.4775390625,1812.744140625
870.1171875,1815.1611328125
874.1455078125,1815.966796875
876.5625,1820.80078125
878.9794921875,1820.80078125
877.3681640625,1821.6064453125
876.5625,1821.6064453125
882.2021484375,1824.8291015625
883.0078125,1826.4404296875
886.23046875,1829.6630859375
888.6474609375,1829.6630859375
888.6474609375,1831.2744140625
888.6474609375,1831.2744140625
891.8701171875,1831.2744140625
892.67578125,1832.080078125
892.67578125,1832.080078125
893.4814453125,1833.69140625
893.4814453125,1833.69140625
896.7041015625,1836.1083984375
896.7041015625,1836.9140625
896.7041015625,1838.525390625
896.7041015625,1839.3310546875
896.7041015625,1840.13671875
894.287109375,1839.3310546875
893.4814453125,1839.3310546875
893.4814453125,1839.3310546875
894.287109375,1837.7197265625
893.4814453125,1837.7197265625
891.064453125,1837.7197265625
891.8701171875,1839.3310546875
891.8701171875,1840.9423828125
894.287109375,1843.359375
894.287109375,1843.359375
892.67578125,1844.970703125
895.8984375,1845.7763671875
895.8984375,1846.58203125
893.4814453125,1846.58203125
895.0927734375,1848.193359375
896.7041015625,1849.8046875
897.509765625,1847.3876953125
899.12109375,1849.8046875
901.5380859375,1850.6103515625
900.732421875,1851.416015625
901.5380859375,1850.6103515625
903.1494140625,1849.8046875
903.955078125,1853.02734375
900.732421875,1853.02734375
895.8984375,1851.416015625
896.7041015625,1852.2216796875
895.8984375,1852.2216796875
895.0927734375,1851.416015625
895.0927734375,1847.3876953125
895.8984375,1847.3876953125
890.2587890625,1840.9423828125
887.0361328125,1838.525390625
887.841796875,1840.13671875
890.2587890625,1844.1650390625
892.67578125,1844.1650390625
892.67578125,1848.193359375
895.0927734375,1848.9990234375
894.287109375,1849.8046875
895.8984375,1852.2216796875
897.509765625,1853.02734375
898.3154296875,1855.4443359375
898.3154296875,1857.0556640625
899.9267578125,1857.861328125
899.12109375,1858.6669921875
897.509765625,1860.2783203125
896.7041015625,1858.6669921875
893.4814453125,1860.2783203125
891.064453125,1859.47265625
889.453125,1855.4443359375
887.0361328125,1853.8330078125
887.0361328125,1852.2216796875
889.453125,1853.02734375
893.4814453125,1855.4443359375
893.4814453125,1856.25
895.8984375,1855.4443359375
895.0927734375,1856.25
893.4814453125,1854.638671875
893.4814453125,1856.25
892.67578125,1857.0556640625
896.7041015625,1856.25
895.0927734375,1854.638671875
895.8984375,1853.8330078125
895.0927734375,1854.638671875
896.7041015625,1856.25
899.12109375,1856.25
898.3154296875,1854.638671875
899.9267578125,1856.25
899.12109375,1857.0556640625
897.509765625,1856.25
898.3154296875,1857.0556640625
899.12109375,1856.25
900.732421875,1856.25
902.34375,1855.4443359375
900.732421875,1856.25
900.732421875,1855.4443359375
900.732421875,1855.4443359375
902.34375,1857.861328125
903.1494140625,1855.4443359375
903.955078125,1856.25
903.1494140625,1855.4443359375
901.5380859375,1857.861328125
901.5380859375,1855.4443359375
901.5380859375,1857.0556640625
901.5380859375,1856.25
901.5380859375,1857.861328125
902.34375,1857.861328125
901.5380859375,1856.25
901.5380859375,1857.861328125
900.732421875,1855.4443359375
900.732421875,1856.25
899.9267578125,1857.0556640625
898.3154296875,1855.4443359375
898.3154296875,1856.25
899.12109375,1857.0556640625
899.12109375,1856.25
900.732421875,1857.861328125
901.5380859375,1857.0556640625
899.9267578125,1858.6669921875
899.12109375,1861.083984375
901.5380859375,1862.6953125
902.34375,1861.083984375
902.34375,1861.083984375
903.1494140625,1861.8896484375
906.3720703125,1862.6953125
907.177734375,1861.8896484375
906.3720703125,1861.8896484375
906.3720703125,1861.8896484375
907.9833984375,1860.2783203125
906.3720703125,1861.083984375
905.56640625,1861.8896484375
903.955078125,1861.8896484375
903.955078125,1861.8896484375
904.7607421875,1861.083984375
903.955078125,1862.6953125
903.955078125,1861.8896484375
903.955078125,1862.6953125
905.56640625,1861.8896484375
905.56640625,1861.083984375
906.3720703125,1861.8896484375
905.56640625,1862.6953125
904.7607421875,1863.5009765625
903.955078125,1861.083984375
904.7607421875,1862.6953125
903.955078125,1861.083984375
905.56640625,1861.8896484375
903.955078125,1861.083984375
900.732421875,1860.2783203125
900.732421875,1863.5009765625
899.9267578125,1863.5009765625
900.732421875,1862.6953125
902.34375,1863.5009765625
903.1494140625,1864.306640625
900.732421875,1862.6953125
901.5380859375,1864.306640625
902.34375,1865.1123046875
903.1494140625,1865.1123046875
903.1494140625,1864.306640625
902.34375,1861.8896484375
902.34375,1863.5009765625
901.5380859375,1863.5009765625
899.12109375,1864.306640625
899.9267578125,1865.91796875
898.3154296875,1865.91796875
895.8984375,1867.529296875
896.7041015625,1865.91796875
898.3154296875,1865.91796875
896.7041015625,1866.7236328125
897.509765625,1866.7236328125
895.0927734375,1866.7236328125
895.0927734375,1866.7236328125
895.0927734375,1867.529296875
891.8701171875,1868.3349609375
891.064453125,1866.7236328125
887.0361328125,1865.1123046875
886.23046875,1862.6953125
883.0078125,1861.8896484375
885.4248046875,1862.6953125
887.0361328125,1863.5009765625
884.619140625,1861.083984375
885.4248046875,1859.47265625
883.0078125,1857.861328125
883.0078125,1855.4443359375
879.78515625,1846.58203125
869.3115234375,1832.8857421875
870.1171875,1833.69140625
870.1171875,1829.6630859375
874.1455078125,1831.2744140625
869.3115234375,1819.9951171875
851.5869140625,1788.57421875
842.724609375,1767.626953125
840.3076171875,1755.5419921875
841.11328125,1742.6513671875
843.5302734375,1753.9306640625
853.1982421875,1770.849609375
858.0322265625,1772.4609375
849.169921875,1750.7080078125
825.8056640625,1727.34375
804.052734375,1705.5908203125
784.716796875,1688.671875
766.9921875,1678.1982421875
746.8505859375,1669.3359375
725.9033203125,1672.55859375
717.8466796875,1668.5302734375
712.20703125,1674.169921875
702.5390625,1680.615234375
697.705078125,1684.6435546875
688.037109375,1694.3115234375
688.037109375,1698.33984375
685.6201171875,1704.78515625
688.8427734375,1709.619140625
693.6767578125,1713.6474609375
696.09375,1716.064453125
697.705078125,1720.0927734375
700.927734375,1722.509765625
704.9560546875,1727.34375
709.7900390625,1732.9833984375
717.8466796875,1735.400390625
724.2919921875,1737.8173828125
725.9033203125,1739.4287109375
730.7373046875,1745.068359375
738.7939453125,1750.7080078125
749.267578125,1752.3193359375
755.712890625,1757.1533203125
756.5185546875,1755.5419921875
767.7978515625,1764.404296875
776.66015625,1769.23828125
784.716796875,1771.6552734375
791.162109375,1776.4892578125
795.99609375,1779.7119140625
799.21875,1778.1005859375
808.88671875,1781.3232421875
816.943359375,1786.962890625
819.3603515625,1786.1572265625
814.5263671875,1786.1572265625
804.8583984375,1786.962890625
804.052734375,1791.796875
808.88671875,1795.8251953125
810.498046875,1795.01953125
816.1376953125,1790.185546875
825.0,1795.01953125
831.4453125,1798.2421875
834.66796875,1799.0478515625
840.3076171875,1801.46484375
842.724609375,1795.8251953125
845.947265625,1795.8251953125
857.2265625,1795.01953125
864.4775390625,1795.8251953125
874.951171875,1797.4365234375
878.9794921875,1799.853515625
883.0078125,1801.46484375
886.23046875,1806.298828125
891.064453125,1806.298828125
899.12109375,1808.7158203125
905.56640625,1811.9384765625
910.400390625,1811.9384765625
913.623046875,1812.744140625
918.45703125,1814.35546875
924.0966796875,1819.9951171875
928.9306640625,1821.6064453125
933.7646484375,1825.634765625
937.79296875,1828.0517578125
937.79296875,1830.46875
937.79296875,1832.8857421875
941.015625,1835.302734375
941.015625,1836.9140625
940.2099609375,1836.9140625
940.2099609375,1835.302734375
940.2099609375,1838.525390625
944.23828125,1840.9423828125
941.8212890625,1837.7197265625
940.2099609375,1837.7197265625
936.181640625,1832.080078125
936.181640625,1832.8857421875
931.34765625,1829.6630859375
920.068359375,1822.412109375
916.0400390625,1824.8291015625
913.623046875,1825.634765625
914.4287109375,1826.4404296875
912.01171875,1826.4404296875
909.5947265625,1826.4404296875
907.177734375,1824.8291015625
904.7607421875,1822.412109375
902.34375,1819.9951171875
900.732421875,1817.578125
900.732421875,1819.9951171875
901.5380859375,1823.2177734375
902.34375,1824.0234375
903.1494140625,1826.4404296875
903.1494140625,1827.24609375
903.1494140625,1828.857421875
901.5380859375,1830.46875
899.12109375,1830.46875
898.3154296875,1827.24609375
892.67578125,1824.8291015625
891.8701171875,1827.24609375
887.0361328125,1820.80078125
883.0078125,1815.1611328125
883.8134765625,1815.966796875
878.173828125,1806.298828125
870.9228515625,1798.2421875
852.392578125,1769.23828125
841.11328125,1750.7080078125
837.890625,1737.8173828125
822.5830078125,1703.173828125
808.0810546875,1671.7529296875
813.720703125,1666.9189453125
825.8056640625,1674.169921875
832.2509765625,1685.44921875
