"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.984080417E0,-1.313987032E-1,9.434968505E-2,5.442840929E0,5.445244243E0
2.994131417E0,-2.858864531E-2,5.753947081E-2,5.261269096E0,5.261661391E0
3.004181417E0,-2.306441523E-2,2.766417676E-1,5.508489958E0,5.515480419E0
3.014232417E0,-1.009192877E-1,4.170101910E-1,5.205615882E0,5.223267072E0
3.024282417E0,-4.437530165E-1,4.650877157E-2,4.009591894E0,4.034340957E0
3.034333417E0,-8.466835508E-1,-3.188556862E-1,3.297441373E0,3.419307180E0
3.044383417E0,-1.379187580E0,-9.021974547E-1,2.520294957E0,3.011312886E0
3.054434417E0,-1.636090554E0,-1.078707792E0,1.925854150E0,2.747602047E0
3.064484417E0,-1.927673365E0,-1.238171449E0,1.212051791E0,2.591922585E0
3.074535417E0,-2.127782042E0,-1.575496443E0,2.632773167E-1,2.660631580E0
3.084585417E0,-2.299137620E0,-1.287885500E0,3.089575195E-1,2.653325763E0
3.094636417E0,-2.247836196E0,-5.556464316E-1,-1.416680950E-1,2.319823349E0
3.104686417E0,-1.867989081E0,-1.722447023E-1,-1.040176980E0,2.144998740E0
3.114737417E0,-1.451909840E0,-1.653001652E-1,-2.179741423E0,2.624240652E0
3.124788417E0,-8.994095023E-1,-8.451088225E-1,-3.178299676E0,3.409506593E0
3.134838417E0,-3.854296351E-1,-1.358064806E0,-4.225348304E0,4.454937071E0
3.144889417E0,-1.162281388E-1,-1.978298120E0,-5.444345418E0,5.793795773E0
3.154939417E0,1.021940812E-1,-2.199827778E0,-6.205520164E0,6.584691822E0
3.164990417E0,1.713952846E-1,-2.083203600E0,-6.851984233E0,7.163714226E0
3.175040417E0,-4.334743788E-2,-1.552334891E0,-7.235803070E0,7.400572186E0
3.185091417E0,-2.795799752E-1,-7.166465910E-1,-7.305276763E0,7.345666469E0
3.195141417E0,-4.768266955E-1,-6.022571457E-1,-8.223108941E0,8.258910220E0
3.205192417E0,-5.094211586E-1,-6.548620599E-1,-8.941610123E0,8.980019255E0
3.215242417E0,-3.680459726E-1,-1.507717347E-1,-8.217119638E0,8.226739640E0
3.225293417E0,-1.530342782E-1,5.781718797E-1,-6.563045241E0,6.590240136E0
3.235343417E0,3.842670259E-1,7.469018389E-1,-6.527600589E0,6.581420284E0
3.245394417E0,4.726580693E-1,1.266274484E-1,-7.069739807E0,7.086653730E0
3.255444417E0,4.330985856E-1,-1.050238320E-1,-6.886999115E0,6.901402843E0
3.265495417E0,3.131581593E-1,-1.761621540E-1,-5.929131051E0,5.940008094E0
3.275545417E0,2.344453176E-1,-2.000584270E-1,-5.382146246E0,5.390963383E0
3.285596417E0,-3.430574214E-2,-5.753291462E-1,-5.626032441E0,5.655477128E0
3.295646417E0,-3.412188010E-1,-7.318243548E-1,-5.646657910E0,5.704098764E0
3.305697417E0,-4.177478173E-1,-9.625606008E-2,-5.274331191E0,5.291724480E0
3.315748417E0,-3.660030285E-1,2.832083187E-1,-4.865678059E0,4.887636254E0
3.325798417E0,-1.673487372E-1,1.563281975E-1,-4.881356784E0,4.886725709E0
3.335849417E0,-4.028198026E-2,9.626965486E-3,-4.514163335E0,4.514353324E0
3.345899417E0,3.133464761E-1,-2.268273823E-2,-3.846307227E0,3.859116454E0
3.355950417E0,7.111775440E-1,2.610083777E-2,-3.405290342E0,3.478858587E0
3.366000417E0,9.164295045E-1,2.227592551E-1,-3.037246708E0,3.180303805E0
3.376051417E0,1.073621153E0,3.382130398E-1,-2.804486010E0,3.021951724E0
3.386101417E0,1.271527914E0,2.768950799E-1,-2.394749975E0,2.725487399E0
3.396152417E0,1.333819765E0,2.189503788E-1,-1.716785200E0,2.185032232E0
3.406202417E0,1.448918404E0,3.138626026E-1,-1.368579415E0,2.017643152E0
3.416253417E0,1.489554068E0,3.937932000E-1,-1.128195702E0,1.909625604E0
3.426303417E0,1.396706130E0,3.277526633E-1,-9.226514536E-1,1.705724341E0
3.436354417E0,1.197068082E0,2.433557068E-1,-8.492864388E-1,1.487777351E0
3.446404417E0,8.604423416E-1,3.013765496E-1,-6.744909436E-1,1.134075342E0
3.456455417E0,5.512243286E-1,3.018672955E-1,-8.510084438E-1,1.057916583E0
3.466505417E0,5.084063743E-1,2.972938957E-1,-1.064300838E0,1.216386852E0
3.476556417E0,4.504601383E-1,2.697398604E-1,-1.171377389E0,1.283666202E0
3.486606417E0,3.408533866E-1,1.547849346E-1,-1.313886314E0,1.366175923E0
3.496657417E0,1.987022750E-1,-1.345595253E-1,-1.359059563E0,1.380083967E0
3.506707417E0,2.033513231E-1,-2.487948781E-1,-1.237601200E0,1.278634968E0
3.516758417E0,2.129372667E-1,-2.948009719E-1,-1.236204300E0,1.288584869E0
3.526809417E0,1.191425738E-1,-3.292480887E-1,-1.120269216E0,1.173713071E0
3.536859417E0,2.358396044E-1,-1.618352331E-1,-7.993401074E-1,8.489732440E-1
3.546910417E0,2.182137941E-1,-6.295170844E-2,-6.025234133E-1,6.439057704E-1
3.556960417E0,2.855358760E-1,-4.099473758E-2,-4.807218182E-1,5.606289071E-1
3.567011417E0,4.886920848E-1,9.123822629E-2,-2.307983726E-1,5.480987652E-1
3.577061417E0,4.388085379E-1,1.988170266E-2,-5.511468530E-2,4.427028840E-1
3.587112417E0,4.766593920E-1,-4.895529228E-2,1.703709072E-1,5.085538739E-1
3.597162417E0,4.446250191E-1,-8.708079200E-2,3.401559234E-1,5.665514312E-1
3.607213417E0,3.167203927E-1,-1.068050218E-1,3.646329528E-1,4.946476626E-1
3.617263417E0,1.726754593E-1,-4.015425514E-2,4.132689232E-1,4.496892052E-1
3.627314417E0,4.447794221E-2,2.440155468E-2,4.176777238E-1,4.207474351E-1
3.637364417E0,-1.514052439E-1,1.118285110E-1,3.578396577E-1,4.043246027E-1
3.647415417E0,-2.957225114E-1,7.411803567E-2,1.969517648E-1,3.629535571E-1
3.657465417E0,-3.344406721E-1,7.962656049E-3,8.884259462E-2,3.461314398E-1
3.667516417E0,-1.907836101E-1,1.253386763E-1,2.141074955E-1,3.129699496E-1
3.677566417E0,-8.648990345E-2,6.789586731E-2,1.896626258E-1,2.192310740E-1
3.687617417E0,2.337527697E-2,6.119797315E-2,7.564776778E-2,1.000708762E-1
3.697667417E0,6.540551076E-2,7.326109881E-2,3.925528228E-2,1.057641084E-1
3.707718417E0,7.940372676E-3,1.840240461E-1,8.051615953E-3,1.843711680E-1
3.717769417E0,-4.988561170E-2,1.660910742E-1,-6.804521799E-2,1.862927022E-1
3.727819417E0,-1.212575574E-1,1.148391236E-1,-1.545851791E-1,2.275697632E-1
3.737870417E0,-1.142890650E-1,2.362396819E-1,-1.480105698E-2,2.628502406E-1
3.747920417E0,6.451625889E-3,3.565004260E-1,2.420454919E-1,4.309526626E-1
3.757971417E0,7.984574885E-2,3.497433471E-1,2.001841056E-1,4.108155651E-1
3.768021417E0,1.359879818E-1,2.481155596E-1,-4.037970185E-2,2.858051477E-1
3.778072417E0,1.987985165E-1,2.101568243E-1,-3.425649762E-2,2.913078245E-1
3.788122417E0,1.642876833E-1,2.115356708E-1,1.312758386E-2,2.681606167E-1
3.798173417E0,3.784945632E-2,8.578415366E-2,-1.682664943E-1,1.926268815E-1
3.808223417E0,-2.765929890E-2,-2.842426546E-2,-3.826458853E-1,3.846957879E-1
3.818274417E0,-2.016261569E-1,1.466339708E-1,-3.810671371E-1,4.553754402E-1
3.828324417E0,-2.818218342E-1,2.196673754E-1,-3.811168385E-1,5.224244889E-1
3.838375417E0,-2.585525289E-1,1.460727843E-1,-4.884424818E-1,5.716316353E-1
3.848425417E0,-1.447597646E-1,1.456025402E-1,-4.692548436E-1,5.122065964E-1
3.858476417E0,5.183785083E-3,1.626987755E-1,-3.348144919E-1,3.722882044E-1
3.868526417E0,1.099570183E-1,9.181878171E-2,-2.762850326E-1,3.112148033E-1
3.878577417E0,1.718231728E-1,1.499788705E-1,-1.915910375E-1,2.978657247E-1
3.888627417E0,1.813941695E-1,1.688089697E-1,-8.492262125E-2,2.619392383E-1
3.898678083E0,1.859947040E-1,1.479344372E-1,-9.859808922E-2,2.572940163E-1
3.908728083E0,1.193297669E-1,1.264308814E-1,-2.549064428E-1,3.085476553E-1
3.918779083E0,2.305072909E-3,4.533603025E-2,-3.799204981E-1,3.826228612E-1
3.928829083E0,-1.336230115E-1,3.007030235E-2,-4.022668022E-1,4.249445992E-1
3.938880083E0,-1.175402266E-1,5.702260436E-2,-3.510060167E-1,3.745297132E-1
3.948931083E0,-1.112530353E-1,7.317551019E-2,-2.432149351E-1,2.772821628E-1
3.958981083E0,-2.340514711E-1,5.717752816E-2,-1.541577476E-1,2.860314178E-1
3.969032083E0,-3.038108186E-1,9.386882465E-4,-5.056672096E-3,3.038543476E-1
3.979082083E0,-4.875871072E-1,-3.543817422E-2,1.378048396E-1,5.079244285E-1
3.989133083E0,-6.082272625E-1,1.495008789E-2,2.470472002E-1,6.566553336E-1
3.999183083E0,-6.731675725E-1,5.187321735E-2,3.304284954E-1,7.516837113E-1
4.009234083E0,-8.142228793E-1,1.385996818E-2,3.856759125E-1,9.010532200E-1
4.019284083E0,-1.043100149E0,3.226203977E-2,3.478292245E-1,1.100038149E0
4.029335083E0,-1.322584778E0,-2.049524004E-2,3.745159167E-1,1.374740966E0
4.039385083E0,-1.558753526E0,9.154766276E-3,3.320949519E-1,1.593763917E0
4.049436083E0,-1.753137340E0,8.875578174E-2,1.702995712E-1,1.763624128E0
4.059486083E0,-2.014979019E0,5.541625088E-2,1.605294585E-1,2.022122923E0
4.069537083E0,-2.219170660E0,1.162485309E-1,9.338646591E-2,2.224174717E0
4.079587083E0,-2.459130743E0,1.663291655E-1,1.106258118E-1,2.467230729E0
4.089638083E0,-2.736721751E0,3.262773377E-1,1.652937698E-1,2.761055029E0
4.099688083E0,-2.925599096E0,5.106540075E-1,1.292538714E-1,2.972642620E0
4.109739083E0,-3.145651455E0,5.888233870E-1,6.220443428E-2,3.200891352E0
4.119789083E0,-3.381043108E0,5.261960529E-1,9.839343667E-2,3.423158783E0
4.129840083E0,-3.688867730E0,6.223690094E-1,3.182224327E-1,3.754511130E0
4.139890083E0,-4.101582044E0,7.227969848E-1,5.427724707E-1,4.200001512E0
4.149941083E0,-4.430732923E0,7.554090992E-1,8.289363742E-1,4.570467444E0
4.159991083E0,-4.589809933E0,1.012479304E0,1.087191517E0,4.824256934E0
4.170042083E0,-4.679240758E0,1.178358453E0,9.324969953E-1,4.914608159E0
4.180093083E0,-5.003247256E0,1.080159583E0,5.780814672E-1,5.151058728E0
4.190143083E0,-5.233820511E0,9.684186338E-1,4.046945661E-1,5.338022994E0
4.200194083E0,-5.156969386E0,8.826666581E-1,3.986374354E-1,5.247127356E0
4.210244083E0,-5.009916006E0,6.272829363E-1,4.622270751E-1,5.070147546E0
4.220295083E0,-4.610537728E0,6.468182646E-1,5.763354886E-1,4.691225278E0
4.230345083E0,-4.266392249E0,7.042362412E-1,6.283616745E-1,4.369541155E0
4.240396083E0,-4.152719454E0,7.837344005E-1,3.882071722E-1,4.243821777E0
4.250446083E0,-4.181970150E0,6.137570840E-1,3.568380296E-2,4.226919141E0
4.260497083E0,-3.935201277E0,2.121938846E-1,-9.474068105E-2,3.942056714E0
4.270547083E0,-3.679724731E0,1.980855765E-1,4.500601888E-1,3.712433995E0
4.280598083E0,-3.524092315E0,4.846776058E-1,7.016442436E-1,3.625802487E0
4.290648083E0,-3.572531235E0,5.438171854E-1,3.010474062E-1,3.626202710E0
4.300699083E0,-3.530683297E0,2.947818588E-1,-3.225213057E-1,3.557617304E0
4.310749083E0,-3.468408111E0,-4.026839279E-1,-5.386396587E-1,3.533007480E0
4.320800083E0,-3.328807592E0,-6.219594119E-1,-1.857566857E-1,3.391503950E0
4.330850083E0,-3.041672466E0,-4.351864801E-1,-2.960445285E-3,3.072648276E0
4.340901083E0,-2.854508648E0,-5.897837191E-1,-3.190919137E-1,2.932214880E0
4.350951083E0,-2.594396721E0,-3.969482479E-1,-8.134348208E-1,2.747751529E0
4.361002083E0,-2.045148021E0,-2.586953289E-1,-8.679653692E-1,2.236720273E0
4.371052083E0,-1.480679895E0,-4.331084528E-1,-6.231015193E-1,1.663806295E0
4.381103083E0,-8.433627708E-1,-6.071901492E-1,-6.356882358E-1,1.218211875E0
4.391153083E0,-4.179362438E-1,-6.678040677E-1,-5.728353453E-1,9.740499523E-1
4.401204083E0,-1.862928754E-1,-1.096111737E0,-5.852150702E-1,1.256440470E0
4.411255083E0,5.772809833E-2,-1.615129748E0,-1.048708068E0,1.926594209E0
4.421305083E0,-7.495136440E-2,-2.007877429E0,-9.943622911E-1,2.241862138E0
4.431356083E0,1.882024299E-1,-1.926816309E0,-8.563773572E-2,1.937879012E0
4.441406083E0,5.726583939E-1,-1.521529274E0,6.698529321E-1,1.758320767E0
4.451457083E0,8.313900121E-1,-1.426949245E0,6.815549648E-1,1.786591915E0
4.461507083E0,1.173826861E0,-1.309661555E0,-1.323634207E-2,1.758766070E0
4.471558083E0,1.563009861E0,-1.783057835E0,-6.558780867E-1,2.460177053E0
4.481608083E0,2.352654407E0,-2.440911403E0,-9.410625815E-1,3.518327731E0
4.491659083E0,3.033626112E0,-2.283249858E0,-4.921928859E-1,3.828625228E0
4.501709083E0,3.421743822E0,-2.157445844E0,-5.153092682E-2,4.045436786E0
4.511760083E0,3.631894507E0,-1.802163027E0,-1.132804477E-1,4.056017967E0
4.521810083E0,3.776998426E0,-1.635795416E0,-8.304356003E-1,4.198948325E0
4.531861083E0,3.808185135E0,-1.559265888E0,-1.164149646E0,4.276543994E0
4.541911083E0,4.281106768E0,-1.313118282E0,-1.333306087E0,4.672243562E0
4.551962083E0,4.935433588E0,-1.654143540E0,-1.051790720E0,5.310457539E0
4.562012083E0,5.314606812E0,-1.912768374E0,-1.627601713E-1,5.650683082E0
4.572063083E0,5.542457603E0,-1.588788919E0,3.282404673E-1,5.775017603E0
4.582113083E0,5.084523554E0,-1.080955243E0,1.103799364E0,5.314058434E0
4.592164083E0,4.155068572E0,-8.308606198E-1,1.255379074E0,4.419377878E0
4.602214083E0,3.043235134E0,-7.991619135E-1,1.118033241E0,3.339152314E0
4.612265083E0,2.298027234E0,-6.330004900E-1,1.264133525E0,2.698083089E0
4.622316083E0,2.120118973E0,-3.660147230E-1,1.283780755E0,2.505387049E0
4.632366083E0,2.200782775E0,-4.956842583E-1,1.268621264E0,2.588155253E0
4.642417083E0,2.353650042E0,-5.699323854E-1,9.625668865E-1,2.605959795E0
4.652467083E0,2.628924237E0,-5.039642081E-1,4.803095895E-1,2.719544055E0
4.662518083E0,2.772224290E0,-4.569236505E-1,7.129159212E-2,2.810531841E0
4.672568083E0,3.064019647E0,-3.865978357E-1,-4.187389934E-1,3.116571294E0
4.682619083E0,2.946263448E0,-4.222108142E-1,-1.437906343E-1,2.979833221E0
4.692669083E0,2.918143896E0,-3.606422281E-1,-4.463296652E-2,2.940683375E0
4.702720083E0,2.481437578E0,-1.637001660E-1,-5.810927832E-1,2.553820475E0
4.712770083E0,1.916997665E0,-1.729863302E-1,-8.288673770E-1,2.095668258E0
4.722821083E0,1.667349769E0,-2.483047536E-1,-1.038861356E0,1.980137223E0
4.732871083E0,1.659231934E0,-2.171204013E-1,-1.008213760E0,1.953634271E0
4.742922083E0,1.607985182E0,2.905482828E-2,-8.652779889E-1,1.826243830E0
4.752972083E0,1.642361401E0,1.469372951E-1,-7.558444244E-1,1.813902515E0
4.763023083E0,1.694758154E0,1.285653892E-1,-3.003562653E-1,1.725962962E0
4.773073083E0,1.414698013E0,4.868238263E-2,3.067800164E-1,1.448397190E0
4.783124083E0,1.241497492E0,3.483814483E-2,-2.290471315E-2,1.242197386E0
4.793174083E0,1.147413161E0,-9.329049848E-4,-1.820898968E-1,1.161772165E0
4.803225083E0,9.849289050E-1,1.959478344E-1,-3.839895755E-1,1.075141152E0
4.813275083E0,1.111846887E0,4.047509187E-1,-8.990246093E-1,1.486025590E0
4.823326083E0,1.147084255E0,1.566518775E-1,-9.623932242E-1,1.505504174E0
4.833376083E0,1.393313722E0,-1.494147969E-1,-8.392204571E-1,1.633382651E0
4.843427083E0,1.683260628E0,-2.933883942E-1,-3.343244952E-1,1.741038759E0
4.853477083E0,1.582778712E0,-1.582256921E-1,-1.507084751E-1,1.597791246E0
4.863528083E0,1.345868245E0,4.235949598E-2,-5.897700512E-1,1.470028698E0
4.873578083E0,1.048671596E0,1.714290705E-1,-5.250454670E-1,1.185231110E0
4.883629083E0,9.195381036E-1,5.948452152E-1,-2.823871869E-1,1.130987921E0
4.893680083E0,8.268115691E-1,7.328730530E-1,-1.824530089E-1,1.119825604E0
4.903730083E0,9.503481793E-1,9.348068648E-1,2.222585142E-1,1.351452694E0
4.913781083E0,1.027275903E0,9.061036140E-1,3.696410930E-1,1.418786128E0
4.923831083E0,1.034551154E0,7.803439656E-1,4.166836971E-1,1.361197304E0
4.933882083E0,8.450360978E-1,7.849531795E-1,3.762677425E-1,1.213183793E0
4.943932083E0,6.852980599E-1,8.499962908E-1,1.771413982E-2,1.091989430E0
4.953983083E0,5.920201329E-1,8.634464948E-1,-1.977177501E-1,1.065420103E0
4.964033083E0,4.490975909E-1,7.337748398E-1,-2.983617800E-1,9.105679071E-1
4.974084083E0,5.053035494E-1,6.467081907E-1,-4.241763192E-1,9.238445274E-1
4.984134083E0,4.038785141E-1,6.091333982E-1,-5.049854243E-1,8.883533248E-1
4.994185083E0,2.117616657E-1,6.936225946E-1,-6.343509775E-1,9.635125684E-1
5.004235083E0,1.170002088E-1,8.412488562E-1,-7.502603334E-1,1.133260453E0
5.014286083E0,5.019275498E-2,8.900653593E-1,-8.035840166E-1,1.200201203E0
5.024336083E0,8.583509753E-2,1.008477543E0,-7.993588185E-1,1.289716689E0
5.034387083E0,2.181978422E-1,1.025205184E0,-7.982823461E-1,1.317539628E0
5.044437083E0,3.424631616E-1,8.700644466E-1,-9.244319308E-1,1.314864082E0
5.054488083E0,3.886145769E-1,1.072935494E0,-1.131568961E0,1.607065704E0
5.064538083E0,4.815996315E-1,1.481758998E0,-9.859423006E-1,1.843808600E0
5.074589083E0,5.374906808E-1,1.635713994E0,-6.202761447E-1,1.830081691E0
5.084639083E0,6.240843632E-1,1.691544086E0,-2.894640720E-1,1.826086563E0
5.094690083E0,7.508534604E-1,1.928245223E0,-1.198398542E-1,2.072745076E0
5.104740083E0,7.283919661E-1,2.120498019E0,-5.348331213E-2,2.242749912E0
5.114791083E0,7.898019100E-1,2.294841963E0,-4.595969975E-2,2.427385216E0
5.124841083E0,7.906841817E-1,2.349724368E0,-2.280642146E-1,2.489658484E0
5.134892083E0,7.151100889E-1,2.295867272E0,-2.629463643E-1,2.418993543E0
5.144942083E0,6.401793359E-1,2.476398447E0,-4.810755748E-1,2.602654906E0
5.154993083E0,6.361704118E-1,2.657682306E0,-5.232983190E-1,2.782414268E0
5.165043083E0,5.463069298E-1,2.688959062E0,-4.504338259E-1,2.780619127E0
5.175094083E0,4.541369406E-1,2.765716631E0,-5.437793612E-1,2.855017485E0
5.185145083E0,5.074248096E-1,2.976046533E0,-4.305585551E-1,3.049543175E0
5.195195083E0,5.438305609E-1,3.120227469E0,-1.918138164E-1,3.173068496E0
5.205246083E0,4.274398330E-1,3.309457109E0,4.104102194E-2,3.337198755E0
5.215296083E0,2.221626564E-1,3.595039507E0,2.662938952E-1,3.611727805E0
5.225347083E0,-1.430855332E-1,3.740970222E0,7.393242860E-1,3.816009967E0
5.235397083E0,-5.528705391E-1,3.812222638E0,9.091379535E-1,3.957933689E0
5.245448083E0,-9.886103120E-1,3.656645771E0,8.244199848E-1,3.876606371E0
5.255498083E0,-1.468667813E0,3.491204943E0,9.607057178E-1,3.907486734E0
5.265549083E0,-1.507246280E0,3.570298475E0,1.227218884E0,4.065081640E0
5.275599083E0,-1.249858133E0,3.237572024E0,1.337636535E0,3.719313036E0
5.285650083E0,-8.846653826E-1,3.017145443E0,1.410817947E0,3.446187276E0
5.295700083E0,-5.566850067E-1,2.937614247E0,1.559355935E0,3.372101213E0
5.305751083E0,-8.469087051E-2,2.551964354E0,1.751342245E0,3.096271026E0
5.315801083E0,4.285847178E-1,2.210873169E0,1.566936851E0,2.743526220E0
5.325852083E0,9.702928857E-1,2.112162228E0,1.594452093E0,2.818683210E0
5.335902083E0,1.220916243E0,2.133720181E0,1.865667590E0,3.086116304E0
5.345953083E0,1.148124986E0,2.209813361E0,1.588277434E0,2.953657272E0
5.356003083E0,1.191509061E0,1.880048232E0,1.256219904E0,2.555848909E0
5.366054083E0,1.209991451E0,1.344817500E0,9.792542553E-1,2.057073727E0
5.376104083E0,1.124718363E0,9.761460216E-1,6.112427813E-1,1.609804395E0
5.386155083E0,1.317476504E0,9.755406886E-1,3.094375759E-1,1.668285224E0
5.396205083E0,1.178181721E0,5.280567465E-1,-2.371326613E-1,1.312702554E0
5.406256083E0,1.388538009E0,-1.874505876E-1,-8.456716901E-1,1.636562291E0
5.416306083E0,1.638002740E0,-8.632712976E-1,-1.232412965E0,2.224214924E0
5.426357083E0,1.922312199E0,-1.859816720E0,-1.355702092E0,2.998688144E0
5.436407083E0,2.175827297E0,-2.294768288E0,-8.308419818E-1,3.269630609E0
5.446458083E0,2.168428815E0,-2.083617291E0,-3.004258472E-1,3.022217767E0
5.456508083E0,2.007893217E0,-1.764857207E0,-3.527578425E-1,2.696441030E0
5.466559083E0,1.569403791E0,-1.604118418E0,-2.300622082E-1,2.255915064E0
5.476609083E0,1.018293264E0,-1.717164100E0,2.572429901E-1,2.012895346E0
5.486660083E0,3.163166790E-1,-1.730046539E0,6.729823619E-1,1.883088561E0
5.496710083E0,2.132267587E-2,-1.849381779E0,5.624705708E-1,1.933142717E0
5.506761083E0,-4.884267308E-1,-2.129788075E0,1.871372133E-1,2.193075068E0
5.516811083E0,-7.814152486E-1,-2.546634325E0,-3.705906808E-2,2.664081371E0
5.526862083E0,-6.584541506E-1,-2.876023478E0,-1.407383877E-1,2.953790820E0
5.536912083E0,-4.258348454E-1,-2.717170708E0,-2.598093331E-2,2.750459413E0
5.546963083E0,-1.364392955E-2,-2.711986859E0,1.385012430E-1,2.715555463E0
5.557014083E0,2.104976439E-1,-2.790798555E0,-1.971084702E-1,2.805658137E0
5.567064083E0,2.790978357E-2,-3.021988107E0,-2.730556154E-1,3.034427531E0
5.577115083E0,-4.706384775E-1,-2.997897578E0,-2.641748643E-1,3.046092386E0
5.587165083E0,-1.500243655E0,-2.605120515E0,-3.660134804E-1,3.028423647E0
5.597216083E0,-2.173079398E0,-2.391214456E0,-4.173227978E-1,3.257965463E0
5.607266083E0,-2.551751223E0,-2.845492241E0,-6.011873245E-1,3.869067924E0
5.617317083E0,-2.580794636E0,-3.244278488E0,-7.508023703E-1,4.213021251E0
5.627367083E0,-2.154106353E0,-3.257032727E0,-6.111328536E-1,3.952457429E0
5.637418083E0,-1.796132209E0,-3.019655652E0,-6.246972245E-1,3.568565229E0
5.647468083E0,-1.631841675E0,-2.917311837E0,-7.990693814E-1,3.436877577E0
5.657519083E0,-1.584022561E0,-2.742637671E0,-8.246258068E-1,3.272796448E0
5.667569083E0,-1.362261937E0,-2.700947901E0,-5.422397894E-1,3.073255788E0
5.677620083E0,-1.022195549E0,-2.511929053E0,1.677390754E-2,2.712001599E0
5.687670083E0,-7.166682257E-1,-1.894416303E0,5.354669595E-1,2.095030152E0
5.697721083E0,-5.211799458E-1,-1.587011511E0,5.956207752E-1,1.773414272E0
5.707771083E0,-5.782516942E-1,-1.645798540E0,4.811562663E-1,1.809568791E0
5.717822083E0,-6.692456257E-1,-1.815663079E0,3.923212731E-1,1.974446278E0
5.727872083E0,-3.841724837E-1,-1.894544064E0,5.073132008E-1,1.998562582E0
5.737923083E0,-1.175297290E-1,-1.699923731E0,5.901758480E-1,1.803291840E0
5.747973083E0,-2.040557664E-2,-1.704360306E0,6.637805986E-1,1.829170610E0
5.758024083E0,9.115626477E-2,-1.752196523E0,6.838529205E-1,1.883124249E0
5.768074083E0,1.463906353E-1,-1.946097357E0,7.452416682E-1,2.089045305E0
5.778125083E0,1.226932407E-1,-1.830923873E0,9.458871192E-1,2.064470465E0
5.788175083E0,-2.806002047E-2,-1.247325412E0,1.151806759E0,1.698018509E0
5.798226083E0,-1.915090669E-1,-8.154842699E-1,8.620251828E-1,1.201989074E0
5.808276083E0,-4.725039586E-1,-1.049011173E0,3.649715066E-1,1.207016417E0
5.818327083E0,-4.582931050E-1,-1.119597225E0,1.859648466E-1,1.223974444E0
5.828377083E0,6.052683156E-2,-9.689132351E-1,2.572728109E-1,1.004313524E0
5.838428083E0,4.141395736E-1,-8.296403790E-1,2.927045989E-1,9.723634747E-1
5.848478083E0,5.770153736E-1,-7.434926929E-1,1.660024524E-1,9.556594268E-1
5.858529083E0,7.182351333E-1,-8.202955051E-1,-8.358477831E-2,1.093495696E0
5.868579083E0,8.449502899E-1,-7.910706827E-1,-1.331247282E-1,1.165099142E0
5.878630083E0,9.844128882E-1,-3.437349310E-1,-6.974675775E-2,1.045029687E0
5.888680083E0,9.655224348E-1,-3.525439806E-2,4.961362481E-2,9.674388644E-1
5.898731542E0,8.997297835E-1,-2.771942016E-2,-2.125696778E-2,9.004076345E-1
5.908781542E0,8.422897337E-1,-1.039400323E-1,-8.461798131E-2,8.528867032E-1
5.918832542E0,4.329816413E-1,5.007160798E-2,-2.992985040E-1,5.287342074E-1
5.928882542E0,6.134520421E-2,1.061097148E-1,-4.368150759E-1,4.536848203E-1
5.938933542E0,-1.278790631E-2,1.690725330E-1,-4.215860027E-1,4.544048961E-1
5.948983542E0,2.648293504E-2,1.623238959E-1,-2.824415660E-1,3.268388460E-1
5.959034542E0,1.160823056E-1,1.379252192E-2,-1.909250396E-1,2.238698418E-1
5.969084542E0,2.387214412E-1,-1.014960789E-1,-2.813288409E-1,3.826686520E-1
5.979135542E0,1.917792448E-1,-2.838019938E-1,-4.654822201E-1,5.779243442E-1
5.989185542E0,1.724377517E-1,-1.821096677E-1,-5.779440576E-1,6.300143197E-1
5.999236542E0,2.203956643E-1,-1.279453742E-1,-3.665233576E-1,4.464119615E-1
6.009287542E0,1.853342609E-1,8.100498676E-2,-1.181956172E-1,2.342665151E-1
6.019337542E0,1.488861264E-1,1.886917322E-1,9.668897331E-2,2.590760622E-1
6.029388542E0,6.616197601E-3,1.385948715E-1,1.966482943E-1,2.406716937E-1
6.039438542E0,-2.377116088E-1,2.674888834E-1,6.557886243E-2,3.638099763E-1
6.049489542E0,-3.923705359E-1,3.299865921E-1,-3.110718727E-3,5.126943192E-1
6.059539542E0,-1.680255159E-1,3.092818573E-1,1.876435822E-1,3.988708503E-1
6.069590542E0,9.196630513E-2,2.262346574E-1,2.464554620E-1,3.469585223E-1
6.079640542E0,2.625649614E-1,1.519318954E-1,2.104535705E-1,3.692077533E-1
6.089691542E0,3.369691177E-1,1.178474155E-1,1.870506746E-1,4.030188017E-1
6.099741542E0,2.830709639E-1,6.748885542E-2,-7.590270638E-3,2.911039822E-1
6.109792542E0,7.532239764E-2,-2.581933089E-2,-2.199453557E-1,2.339146445E-1
6.119842542E0,-1.730392841E-1,-1.107546698E-1,-2.542223185E-1,3.268610989E-1
6.129893542E0,-3.265352000E-1,-1.796930866E-1,-2.085473782E-1,4.270911508E-1
6.139943542E0,-4.178505455E-1,-1.491841791E-1,-2.017014581E-1,4.873791911E-1
6.149994542E0,-4.025133354E-1,-3.174153708E-2,-2.473541790E-1,4.735067056E-1
6.160044542E0,-4.154170806E-1,6.972720612E-2,-2.880736041E-1,5.103132719E-1
