"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.073945725E1,-3.613367677E-1,2.123876540E0,-4.856404960E-2,2.154941828E0
1.074950725E1,-2.160442396E-1,2.418662748E0,-4.903241158E-2,2.428787512E0
1.075955725E1,-7.540798626E-2,2.899037826E0,-6.535900712E-2,2.900754812E0
1.076960725E1,9.326837042E-2,2.985828633E0,-3.296449685E-1,3.005418011E0
1.077965725E1,-4.825080695E-1,2.077042243E0,-8.047604764E-1,2.279157287E0
1.078970725E1,-1.903850676E-1,3.209538426E0,8.080191296E-1,3.315158864E0
1.079975825E1,2.772152333E-1,3.071872165E0,-5.249905032E-1,3.128715697E0
1.080980825E1,-2.651191348E-1,2.242379282E0,-1.115759844E-1,2.260752574E0
1.081985825E1,7.897130689E-2,1.055900581E0,-7.601602542E-1,1.303459289E0
1.082990825E1,2.685483623E-1,-2.860491701E-1,1.215549595E0,1.277303084E0
1.083995825E1,-3.017164556E-1,2.357426905E0,3.035891908E-1,2.395967618E0
1.085000825E1,-2.178647153E-1,4.310216838E0,-1.948707408E-1,4.320116762E0
1.086005925E1,1.202198593E-1,3.996192999E0,-1.719315290E-2,3.998037882E0
1.087010925E1,1.107033240E-1,3.138692099E0,-1.274985373E-1,3.143230694E0
1.088015925E1,-1.677804079E-1,3.336589066E0,-1.298081875E-2,3.340830041E0
1.089020925E1,-3.466955955E-1,3.781863602E0,-5.953751922E-2,3.798188365E0
1.090025925E1,-3.783821688E-1,3.344406501E0,-8.303280115E-2,3.366767345E0
1.091030925E1,-3.698042303E-1,2.442688080E0,-7.030282795E-2,2.471522347E0
1.092035925E1,-1.861336484E-1,1.783746637E0,-2.256440520E-2,1.793573793E0
1.093041025E1,9.031554479E-3,1.207451768E-1,-1.765625238E-2,1.223630252E-1
1.094046025E1,-2.633046890E-1,1.014532572E-1,-4.462419569E-2,2.856806635E-1
1.095051025E1,-6.318526816E-1,7.215233150E-1,-5.931123197E-2,9.609118209E-1
1.096056025E1,-6.656234217E-1,1.655696561E0,-5.303716958E-2,1.785272691E0
1.097061025E1,-5.686469482E-1,2.091922822E0,-7.025897384E-2,2.168971362E0
1.098066025E1,-3.250114886E-1,2.514547437E0,-5.559415698E-2,2.536074129E0
1.099071025E1,-8.630250019E-2,3.183646078E0,-5.455042899E-2,3.185282753E0
1.100076125E1,2.059735618E-2,3.151049897E0,-5.066144586E-2,3.151524439E0
1.101081125E1,-1.376087386E-2,3.073833906E0,-8.658966243E-2,3.075084066E0
1.102086125E1,-1.547294957E-1,2.729030908E0,-4.199528754E-2,2.733736366E0
1.103091125E1,1.415652571E-1,1.768431171E0,-2.480505824E-2,1.774261767E0
1.104096125E1,5.685755756E-1,1.073857673E0,-5.205132902E-2,1.216206326E0
1.105101125E1,1.054635829E0,4.144482335E-1,1.118175328E0,1.591961097E0
1.106106125E1,1.603065188E0,2.192380618E-1,6.664206165E-1,1.749857069E0
1.107111225E1,-1.880339570E-1,3.273622448E0,-1.777336042E0,3.729729763E0
1.108116225E1,-6.837785878E-1,2.468778064E0,-2.117662704E-1,2.570459733E0
1.109121229E1,-5.980958285E-1,2.185241607E0,-7.077820659E-2,2.266717683E0
1.110126229E1,-1.127343178E-2,1.962559900E0,-3.594967586E-1,1.995245943E0
1.111131229E1,2.815314651E-1,1.649517223E0,6.556781119E-1,1.797242561E0
1.112136229E1,3.266399382E-1,1.693046966E0,-4.397638267E-1,1.779464499E0
1.113141329E1,-5.715458149E-1,2.160419007E0,-3.312324876E-1,2.259156892E0
1.114146329E1,-1.125247536E0,1.836258288E0,-6.687460542E-3,2.153618174E0
1.115151329E1,-9.174124215E-1,1.435747112E0,-1.026127875E-1,1.706910866E0
1.116156329E1,-2.650122587E-1,1.233051774E0,-2.040678263E-4,1.261209029E0
1.117161329E1,1.296438168E-1,1.270267255E0,-4.569014311E-2,1.277683062E0
1.118166329E1,5.003128960E-2,1.589579901E0,-2.696385026E-2,1.590595624E0
1.119171329E1,-1.816143720E-1,1.867860150E0,-5.014630616E-2,1.877338534E0
1.120176429E1,-3.010192847E-1,1.803729642E0,-7.228035629E-2,1.830103189E0
1.121181429E1,-1.779629685E-1,1.591232762E0,-2.945593357E-2,1.601424421E0
1.122186429E1,-7.654403631E-2,1.366724532E0,-4.381786466E-2,1.369567429E0
1.123191429E1,1.018787244E-1,8.041785322E-1,-4.560535848E-2,8.118880679E-1
1.124196429E1,-2.846726077E-3,4.827906727E-1,-4.079894722E-2,4.845198568E-1
1.125201429E1,-9.718971424E-2,6.214344782E-1,-3.599838316E-2,6.300178845E-1
1.126206529E1,-1.363211269E-1,8.459183695E-1,-2.954890430E-2,8.573415161E-1
1.127211529E1,-4.144554877E-2,1.047154974E0,-5.603094399E-2,1.049471648E0
1.128216529E1,7.697951683E-2,9.696369012E-1,-3.609778583E-2,9.733573939E-1
1.129221529E1,2.178632353E-1,7.244274808E-1,-3.877113283E-2,7.574712965E-1
1.130226529E1,1.971980605E-1,4.748952140E-1,-3.381386340E-2,5.153211782E-1
1.131231529E1,1.036465478E-1,4.954521604E-1,-7.015489340E-3,5.062259053E-1
1.132236529E1,-3.341638064E-3,5.433184545E-1,-4.920958221E-2,5.455526487E-1
1.133241629E1,-7.147561496E-2,6.249751134E-1,-3.961839437E-2,6.302953856E-1
1.134246629E1,-1.306259480E-1,4.675292572E-1,-1.028174400E-2,4.855434675E-1
1.135251629E1,-1.788005091E-1,2.952920192E-2,-6.835219681E-2,1.936843273E-1
1.136256629E1,-6.657311750E-2,-2.146828433E-1,-4.289517403E-2,2.288246034E-1
1.137261629E1,8.589365191E-2,-1.609061654E-1,-3.764788270E-2,1.862414470E-1
1.138266629E1,1.508582826E-1,-4.967538603E-2,-3.688365161E-2,1.630529643E-1
1.139271629E1,1.041725505E-1,-1.285113664E-1,-2.070791423E-2,1.667210523E-1
1.140276729E1,6.656159665E-3,-1.622285132E-1,-2.263515651E-2,1.639351862E-1
1.141281729E1,-3.499558568E-2,-9.241828577E-2,-1.947590590E-2,1.007230930E-1
1.142286729E1,-5.476381581E-2,-4.670271275E-1,-3.068443358E-2,4.712270661E-1
1.143291729E1,-2.753435578E-3,-6.757025597E-1,-3.410973251E-2,6.765685512E-1
1.144296729E1,4.880552134E-2,-8.726344440E-1,-3.228657067E-2,8.745943485E-1
1.145301729E1,1.922407911E-1,-3.022410787E-1,-1.311238110E-2,3.584384549E-1
1.146306829E1,4.347545536E-2,-3.773608429E-1,-5.500592709E-2,3.838189326E-1
1.147311829E1,-1.234366593E-1,-6.227961485E-1,-4.240985513E-2,6.363255828E-1
1.148316829E1,-3.679259950E-2,-9.306842123E-1,-9.016991258E-3,9.314548323E-1
1.149321829E1,-3.262234703E-2,-1.307977556E0,-4.507735491E-2,1.309160599E0
1.150326829E1,-2.180297895E-1,-1.202894832E0,-1.542787850E-2,1.222591913E0
1.151331829E1,-4.034056936E-1,-1.260191625E0,-4.251627445E-2,1.323868090E0
1.152336829E1,-3.207811378E-1,-1.251601919E0,-3.397524655E-2,1.292502309E0
1.153341929E1,-2.876545232E-1,-1.116087361E0,-1.389649272E-2,1.152644453E0
1.154346929E1,-3.198673276E-1,-1.156213513E0,-6.641267538E-2,1.201480519E0
1.155351929E1,-1.947301152E-1,-1.277217986E0,-3.765197575E-2,1.292525927E0
1.156356929E1,-1.191499924E-1,-1.393934112E0,-3.569257379E-2,1.399472396E0
1.157361929E1,-8.515245337E-3,-1.365762227E0,-2.863790810E-2,1.366088979E0
1.158366929E1,-1.060429104E-3,-1.132400142E0,-2.562834620E-2,1.132690610E0
1.159372029E1,-8.916426457E-2,-1.054512452E0,-4.431838632E-2,1.059202954E0
1.160377029E1,-1.115311801E-1,-1.250526762E0,-2.394142449E-2,1.255718750E0
1.161382029E1,-1.613710373E-1,-1.108275846E0,-2.242758036E-2,1.120187020E0
1.162387029E1,-2.138590620E-1,-1.079840690E0,-7.137696147E-3,1.100837209E0
1.163392029E1,-1.623557632E-1,-1.247179085E0,-6.280728221E-2,1.259269558E0
1.164397029E1,-1.170459815E-1,-1.259046594E0,-2.773334384E-3,1.264478461E0
1.165402029E1,-1.723311131E-1,-1.562694257E0,-4.796471000E-2,1.572899223E0
1.166407129E1,-1.712886277E-1,-1.599622201E0,-2.520149946E-2,1.608964293E0
1.167412129E1,-7.012236826E-2,-1.594125380E0,-1.815618932E-2,1.595770197E0
1.168417129E1,1.131538738E-1,-1.591025917E0,-2.847535551E-2,1.595298754E0
1.169422129E1,1.976055201E-1,-1.641130708E0,-3.265202165E-2,1.653307018E0
1.170427129E1,2.390078634E-1,-1.701303966E0,-6.889774203E-3,1.718024276E0
1.171432129E1,1.626787305E-1,-1.518504656E0,-1.570679069E-2,1.527274521E0
1.172437229E1,6.903149709E-3,-1.251353266E0,-1.839417100E-2,1.251507489E0
1.173442229E1,-9.039587092E-2,-7.284288036E-1,-1.748375952E-2,7.342245006E-1
1.174447229E1,-5.677003205E-2,-6.230965492E-1,-2.779883265E-2,6.262945962E-1
1.175452229E1,1.345988844E-2,-7.177571965E-1,-3.003480792E-2,7.185114136E-1
1.176457229E1,1.731532317E-2,-6.486959517E-1,-2.434137404E-2,6.493833696E-1
1.177462229E1,-3.700889166E-2,-6.361492887E-1,-2.568214059E-2,6.377422269E-1
1.178467229E1,-1.165256159E-1,-4.703170634E-1,-4.334307075E-2,4.864719736E-1
1.179472329E1,-1.671934571E-1,-8.789679836E-2,-2.223813057E-2,1.901947258E-1
1.180477329E1,-1.595061958E-1,-7.703386853E-3,-3.974761784E-2,1.645644001E-1
1.181482329E1,-8.675829979E-2,1.130496015E-1,-3.495523989E-2,1.467279243E-1
1.182487329E1,-6.302476209E-2,2.243826249E-1,-2.941500306E-2,2.349147194E-1
1.183492329E1,-6.294229807E-2,4.806620487E-2,-3.610480249E-2,8.703820828E-2
1.184497329E1,-1.168224717E0,-8.360328475E0,-5.878498256E-2,8.441759110E0
1.185502429E1,7.775783788E-1,-3.244148680E0,2.234630406E-2,3.336109733E0
1.186507429E1,-1.984507168E-1,-1.969240271E-1,-2.485066652E-4,2.795743572E-1
1.187512429E1,3.352398768E-2,-1.626130773E-1,-2.209487379E-2,1.674964301E-1
1.188517429E1,1.137838564E-1,3.107294451E-1,-6.684244573E-2,3.375906791E-1
1.189522429E1,1.304454609E-1,3.122614156E-1,-3.270289242E-2,3.399892486E-1
1.190527429E1,1.350915854E-1,1.833987960E-1,2.935302258E-3,2.278013846E-1
1.191532429E1,9.079287859E-2,1.415380949E-1,-1.022502601E-2,1.684664070E-1
1.192537529E1,-1.279507829E-2,2.816850459E-2,-4.748523831E-2,5.667474338E-2
1.193542529E1,-1.812643796E-1,-1.665762652E-1,-3.835305691E-2,2.491493215E-1
1.194547529E1,-2.716895231E-1,-3.664992744E-1,-1.440286160E-2,4.564475408E-1
1.195552529E1,-3.045597190E-1,-3.843469500E-1,-2.278718412E-2,4.909159360E-1
1.196557529E1,-5.351207312E-2,7.493025047E-2,-3.191819608E-2,9.745181192E-2
1.197562529E1,2.212328760E-2,1.396950434E-1,-2.922906160E-2,1.444246622E-1
1.198567629E1,-1.620029569E-2,6.223195273E-2,-2.623821080E-2,6.945292814E-2
1.199572629E1,-2.068171140E-2,6.466622170E-2,-2.639082313E-2,7.284180778E-2
1.200577629E1,-1.947585108E-2,8.809439770E-2,-2.819059610E-2,9.452323201E-2
1.201582629E1,-2.386760339E-4,4.047738690E-2,-3.597265542E-2,5.415263386E-2
1.202587629E1,1.423183419E-1,-3.288456907E-1,3.085575700E-3,3.583343683E-1
1.203592629E1,7.776643328E-2,-9.996017618E-1,-1.025601625E-2,1.002674666E0
1.204597729E1,-2.270968293E-1,-2.820997670E0,-2.404141188E-2,2.830225930E0
1.205602729E1,-9.042501198E-1,-4.490878260E0,-5.578653038E-2,4.581350016E0
1.206607729E1,-9.403185233E-1,-4.900529511E0,-2.959977508E-2,4.990016489E0
1.207612729E1,-5.587687717E-1,-3.802877617E0,-8.505359888E-3,3.843718649E0
1.208617729E1,-2.067153542E-1,-2.755898864E0,-1.360997915E-2,2.763674188E0
1.209622775E1,2.502939581E-1,-2.165649341E0,-8.083190918E-3,2.180080153E0
1.210627775E1,1.820572620E-2,-1.664724808E0,-4.252153695E-2,1.665367292E0
1.211632875E1,-7.187075883E-2,-1.220949572E0,-2.128561914E-2,1.223248275E0
1.212637875E1,-2.215055024E-1,-1.140014460E0,-3.042715609E-2,1.161732959E0
1.213642875E1,-2.233310397E-1,-1.109427821E0,-3.298063517E-2,1.132163665E0
1.214647875E1,4.073385309E-1,-1.163249979E0,-2.162124932E-2,1.232697315E0
1.215652875E1,3.931621027E-1,-1.469176375E0,8.457997441E-3,1.520896840E0
1.216657875E1,-3.514247870E-2,-1.832574103E0,-3.810805857E-2,1.833307138E0
1.217662975E1,-2.459868990E-1,-2.178016056E0,-2.001735806E-2,2.191954422E0
1.218667975E1,-1.674843013E-1,-1.949822326E0,-3.170945048E-2,1.957259201E0
1.219672975E1,-2.020791517E-1,-1.531568943E0,-2.050092280E-2,1.544978867E0
1.220677975E1,-9.454618804E-2,-9.635377436E-1,-4.664908648E-3,9.681764955E-1
1.221682975E1,2.763532989E-2,-9.371591996E-1,-2.490446091E-2,9.378972807E-1
1.222687975E1,2.040040551E-1,-1.014225721E0,-4.170292675E-2,1.035379448E0
1.223693075E1,4.102698132E-1,-1.408994493E0,-2.346955419E-2,1.467698068E0
1.224698075E1,3.632317407E-1,-1.803137758E0,-2.693578362E-2,1.839556634E0
1.225703075E1,7.777260941E-2,-2.245362970E0,-2.756202042E-2,2.246878526E0
1.226708075E1,-1.665546488E-2,-2.251805140E0,-5.916505158E-2,2.252643846E0
1.227713075E1,-2.322384322E-2,-2.051950671E0,-4.091939986E-2,2.052490025E0
1.228718075E1,-5.013914332E-3,-1.513456023E0,-6.473393977E-2,1.514848097E0
1.229723075E1,9.603572968E-2,-7.369371602E-1,-2.718078196E-2,7.436652704E-1
1.230728175E1,3.071285836E-1,-4.886574400E-1,-2.734274983E-2,5.778076553E-1
1.231733175E1,3.937576782E-1,-5.047498911E-1,-2.510852873E-2,6.406621574E-1
1.232738175E1,2.330936423E-1,-5.510137923E-1,-8.963781595E-3,5.983554084E-1
1.233743175E1,-2.591816710E-2,-6.404458228E-1,-3.892491460E-2,6.421508797E-1
1.234748175E1,-2.510974751E-1,-6.767104004E-1,-2.667090476E-2,7.222868165E-1
1.235753175E1,-3.400678862E-1,-5.118225005E-1,-4.345358312E-2,6.160329968E-1
1.236758275E1,-3.621163112E-1,-2.238301361E-1,-3.120132744E-2,4.268508820E-1
1.237763275E1,-5.044827830E-1,1.931575979E-1,-2.329881549E-2,5.406991500E-1
1.238768275E1,-7.248027259E-1,5.059897932E-1,-2.871275246E-2,8.844145433E-1
1.239773275E1,-8.114241826E-1,6.697189578E-1,-5.178001821E-2,1.053382104E0
1.240778275E1,-7.583146537E-1,5.204361435E-1,-2.126456916E-2,9.199712362E-1
1.241783275E1,-5.909739199E-1,7.826946194E-1,-3.835188746E-2,9.814947317E-1
1.242788275E1,-3.676443785E-1,4.969387419E-1,-3.747422040E-2,6.192857333E-1
1.243793375E1,-2.375098798E-1,2.188487652E-1,-3.030377984E-2,3.243825583E-1
1.244798375E1,-9.108030578E-2,2.275227259E-1,-7.042795837E-2,2.549947258E-1
1.245803375E1,1.005721092E-4,3.872545511E-1,-4.168947816E-2,3.894921181E-1
1.246808375E1,1.736003609E-2,2.944756109E-1,1.553605199E-3,2.949909659E-1
1.247813375E1,3.997768385E-1,4.670238019E-1,-1.269313574E-2,6.148933793E-1
1.248818375E1,5.924346274E-1,6.200254454E-1,-2.214574456E-2,8.578465916E-1
1.249823475E1,5.939941529E-1,6.592457175E-1,-4.102289557E-2,8.883224908E-1
1.250828475E1,6.004112894E-1,5.280531651E-1,-3.595628321E-2,8.003916016E-1
1.251833475E1,7.831807423E-1,6.429254808E-1,-2.235332072E-2,1.013521050E0
1.252838475E1,8.812928548E-1,7.554696909E-1,-4.736887872E-2,1.161746685E0
1.253843475E1,6.203134207E-1,1.065016537E0,-4.468968451E-2,1.233306990E0
1.254848475E1,2.343367604E-1,1.195437366E0,-3.722045124E-2,1.218757390E0
1.255853475E1,8.203504689E-2,9.992162841E-1,-3.648019373E-2,1.003241614E0
1.256858575E1,-2.062192727E-1,9.309083068E-1,-4.368220925E-2,9.544761912E-1
1.257863575E1,-3.860544101E-1,1.110158723E0,-5.552399039E-2,1.176678933E0
1.258868575E1,-2.761517527E-1,9.753509465E-1,-4.042238653E-2,1.014496539E0
1.259873575E1,-8.583319718E-2,9.614480218E-1,-5.556199729E-2,9.668695734E-1
1.260878575E1,-6.102340635E-2,1.325057566E0,-4.989136755E-2,1.327399924E0
1.261883575E1,-2.234143260E-1,1.508333716E0,-3.404307425E-2,1.525169988E0
1.262888675E1,-3.417910972E-1,1.635815735E0,-5.426157653E-2,1.672022306E0
1.263893675E1,-3.450509565E-1,1.799299792E0,-2.793097973E-2,1.832299114E0
1.264898675E1,-1.860576712E-1,1.744892327E0,-4.111762047E-2,1.755265607E0
1.265903675E1,-1.103136984E-1,1.948898758E0,-5.340028167E-2,1.952748594E0
1.266908675E1,1.815921343E-2,1.958394782E0,-4.442422092E-2,1.958982744E0
1.267913675E1,1.267782517E-1,1.949255730E0,-5.520590186E-2,1.954154119E0
1.268918775E1,2.048777753E-1,1.906132515E0,-2.731877625E-1,1.936478149E0
1.269923775E1,-1.600197640E-1,1.131707832E0,-4.245540494E-1,1.219268257E0
1.270928775E1,7.365847193E-4,2.193828389E0,4.233600479E-1,2.234304651E0
1.271933775E1,2.576921294E-1,2.497952454E0,-5.058613372E-1,2.561653253E0
1.272938775E1,-5.125088174E-2,2.820945630E0,-1.362617594E-1,2.824699659E0
1.273943775E1,4.352342446E-1,2.109930931E0,-7.780305147E-1,2.290538989E0
1.274948775E1,3.108876854E-1,1.332338226E0,6.583777714E-1,1.518300890E0
1.275953875E1,-5.184126049E-1,2.979653681E0,9.984781462E-1,3.184971946E0
1.276958875E1,-7.099551836E-1,3.415172136E0,-3.337304181E-1,3.504113736E0
1.277963875E1,-6.019682933E-1,3.004138311E0,1.582841277E-3,3.063856283E0
1.278968875E1,-2.675798076E-1,2.916366050E0,-5.993279099E-2,2.929228879E0
1.279973875E1,-3.492202040E-1,3.138132813E0,-5.349266768E-2,3.157957214E0
1.280978875E1,-4.587186361E-1,3.291660815E0,-5.663788497E-2,3.323952701E0
1.281983975E1,-1.856139223E-2,2.239998296E0,-2.806078792E-2,2.240250946E0
1.282988975E1,-4.271946520E-2,-1.504761853E-1,-3.735435247E-2,1.608209648E-1
1.283993975E1,-2.894510254E-1,1.776971395E-1,-4.709405959E-2,3.428935986E-1
1.284998975E1,-2.544636989E-1,5.744972336E-1,-3.677606285E-2,6.294055324E-1
1.286003975E1,-6.045701215E-2,8.379516844E-1,-3.424129486E-2,8.408272961E-1
1.287008975E1,-6.286841302E-2,1.225856848E0,-4.218766093E-2,1.228192675E0
1.288014075E1,1.400785111E-1,2.419912882E0,-4.055336416E-2,2.424302977E0
1.289019075E1,1.118611549E-1,3.613190726E0,-6.630859494E-2,3.615529971E0
1.290024075E1,-4.047989024E-2,3.741319885E0,-5.388969362E-2,3.741926937E0
1.291029075E1,-4.906893840E-2,3.430045114E0,-6.991281867E-2,3.431108428E0
1.292034075E1,-4.912538230E-3,2.884715656E0,-5.539301276E-2,2.885251624E0
1.293039075E1,8.926214148E-2,1.902221312E0,4.655658352E-1,1.960399245E0
1.294044075E1,6.024744794E-1,-1.621278497E-2,1.795077079E0,1.893552236E0
1.295049175E1,-5.563080440E-1,3.085107045E0,-2.145983693E0,3.799027525E0
1.296054175E1,-9.733873784E-1,2.135272325E0,-2.487054706E-1,2.359814675E0
1.297059175E1,-6.295822077E-1,2.241946734E0,2.581370294E-2,2.328811986E0
1.298064175E1,2.672442505E-1,2.114625660E0,-3.409207392E-1,2.158538423E0
1.299069175E1,3.424588858E-1,1.596533263E0,4.681444573E-1,1.698633505E0
1.300074175E1,1.201731912E-1,1.723470030E0,-3.978188252E-1,1.772865014E0
1.301079275E1,-3.381964483E-1,2.018942116E0,-3.132330036E-1,2.070898119E0
1.302084275E1,-2.733280957E-1,1.928348134E0,3.330807924E-2,1.947907647E0
1.303089275E1,7.010491798E-2,1.968590865E0,-8.313220382E-2,1.971592162E0
1.304094275E1,1.611931540E-1,1.644654386E0,-4.678941965E-3,1.652541430E0
1.305099275E1,1.955688070E-1,1.268850913E0,-7.500925183E-2,1.286023400E0
1.306104275E1,1.522314464E-1,1.406356814E0,1.647745371E-3,1.414572945E0
1.307109375E1,8.446779924E-2,1.513708038E0,-3.097036242E-2,1.516379240E0
1.308114375E1,-4.240284760E-2,1.679983994E0,-6.493216038E-2,1.681772995E0
1.309119375E1,-5.018355475E-2,1.636750413E0,-2.988745809E-2,1.637792283E0
1.310124367E1,5.225071907E-2,1.353245677E0,-5.367100775E-2,1.355317150E0
1.311129367E1,2.242003379E-1,1.065092551E0,-3.150362849E-2,1.088889531E0
1.312134367E1,2.549955397E-1,9.592431830E-1,-1.457886279E-2,9.926644713E-1
1.313139467E1,7.220328268E-2,1.118720874E0,-3.073588908E-2,1.121469751E0
1.314144467E1,-1.367197882E-1,1.011590016E0,-3.401442289E-2,1.021353828E0
1.315149467E1,-1.416537693E-1,7.309523157E-1,-6.124081314E-2,7.470659378E-1
1.316154467E1,-5.503344554E-3,7.525052257E-1,-3.697135985E-2,7.534329983E-1
1.317159467E1,1.116461418E-1,1.004239627E0,-3.574578345E-2,1.011058777E0
1.318164467E1,8.609392818E-2,9.219234753E-1,-5.428379595E-2,9.275245491E-1
1.319169567E1,3.283802706E-2,5.702290220E-1,-3.316599190E-2,5.721358725E-1
1.320174567E1,1.042159022E-1,3.407208009E-1,-2.821749330E-2,3.574183059E-1
1.321179567E1,8.624834036E-2,3.328962397E-1,-2.236443043E-2,3.446140600E-1
1.322184567E1,-1.446288692E-2,6.673421377E-1,-1.173185349E-2,6.676019325E-1
1.323189567E1,-1.544964841E-1,5.228090532E-1,-4.286067545E-2,5.468413913E-1
1.324194567E1,-1.075882381E-1,2.061470231E-1,-7.323169827E-2,2.437923414E-1
1.325199567E1,1.198412795E-1,1.828674303E-1,-5.540529191E-2,2.255486105E-1
1.326204667E1,1.704863532E-1,2.462382014E-1,-1.917360485E-2,3.001107721E-1
1.327209667E1,5.997966008E-2,1.998871036E-1,-3.128318846E-2,2.110238178E-1
1.328214667E1,-1.829078492E-2,8.333069852E-2,-7.621845603E-3,8.565425067E-2
1.329219667E1,1.914754819E-2,1.487539428E-2,-5.132159650E-2,5.676100972E-2
1.330224667E1,-2.835861219E-2,-3.855174530E-1,-2.406304657E-2,3.873073039E-1
1.331229667E1,-5.201776234E-2,-4.634883926E-1,-2.778538406E-2,4.672251762E-1
1.332234767E1,-7.738344066E-2,-7.098283721E-1,-3.181236148E-2,7.147422899E-1
1.333239767E1,5.710339643E-2,-6.399281249E-1,-2.850809991E-2,6.431030358E-1
1.334244767E1,9.185021963E-2,-4.986233613E-1,-3.253098428E-2,5.080550996E-1
1.335249767E1,-5.953371853E-2,-4.561017513E-1,-3.071074605E-2,4.609948167E-1
1.336254767E1,-1.409490885E-1,-6.298223090E-1,-7.490283251E-3,6.454447233E-1
1.337259767E1,-2.161609098E-1,-9.391396516E-1,-5.956792474E-2,9.655346507E-1
1.338264867E1,-2.078886162E-1,-9.820835037E-1,-2.288307846E-2,1.004106230E0
1.339269867E1,-1.102435684E-1,-1.068536926E0,-4.054166973E-2,1.074973690E0
1.340274867E1,-4.290462093E-2,-1.215723842E0,-4.217713594E-2,1.217211641E0
1.341279867E1,-7.771391798E-2,-1.050661988E0,-5.942525268E-3,1.053548945E0
1.342284867E1,-2.699080775E-1,-1.216785770E0,-6.205533028E-2,1.247905783E0
1.343289867E1,-1.675214676E-1,-1.390285449E0,-2.192296565E-2,1.400513366E0
1.344294967E1,-2.007281891E-1,-1.358623361E0,-4.914935589E-2,1.374250669E0
1.345299967E1,-8.688564118E-2,-1.221906396E0,-1.843977928E-2,1.225130352E0
1.346304967E1,1.444550972E-2,-1.148217007E0,-2.800056159E-2,1.148649206E0
1.347309967E1,-4.729527690E-2,-1.330697790E0,-4.518786728E-2,1.332304543E0
1.348314967E1,-1.067828938E-1,-1.267332683E0,-1.553078949E-2,1.271918206E0
1.349319967E1,-1.601010038E-1,-1.295746935E0,-2.149787307E-2,1.305777397E0
1.350325067E1,-8.813709151E-2,-1.326054370E0,-4.183273494E-2,1.329638416E0
1.351330067E1,-1.144785057E-1,-1.194447652E0,1.595120430E-3,1.199922108E0
1.352335067E1,-2.208521492E-1,-1.208672977E0,-6.079934835E-2,1.230188034E0
1.353340067E1,-2.055068626E-1,-1.194453791E0,-5.848969817E-3,1.212017797E0
1.354345067E1,-1.720255413E-1,-1.302316282E0,-3.816828489E-2,1.314183132E0
1.355350067E1,-1.563855733E-1,-1.304438968E0,-2.423495471E-2,1.314003349E0
1.356355067E1,-1.503560342E-1,-1.101989066E0,-1.643535376E-2,1.112320529E0
1.357360167E1,-1.381080543E-1,-1.125197615E0,-2.106167078E-2,1.133837335E0
1.358365167E1,3.235045150E-2,-9.576826342E-1,-2.269655228E-2,9.584976333E-1
1.359370167E1,8.717730761E-2,-1.128131894E0,-2.283279240E-2,1.131725581E0
1.360375167E1,1.097782945E-1,-1.432202530E0,-2.417063534E-2,1.436606968E0
1.361380167E1,9.911681034E-2,-1.642655954E0,-2.236793876E-2,1.645795568E0
1.362385167E1,1.382413343E-2,-1.615427664E0,-2.056056440E-2,1.615617647E0
1.363390267E1,-4.314843155E-3,-1.466066387E0,-3.027688265E-2,1.466385338E0
1.364395267E1,1.023562409E-2,-1.411099636E0,-1.410523832E-2,1.411207253E0
1.365400267E1,-6.564435124E-2,-1.508210048E0,-3.445179462E-2,1.510031011E0
1.366405267E1,-1.981327562E-1,-1.753933438E0,-4.688355982E-2,1.765711518E0
1.367410267E1,-6.268394981E-1,-1.078998048E1,2.660775483E-2,1.080820589E1
1.368415267E1,2.473100143E-1,-2.354411349E-1,-3.620595932E-3,3.414789597E-1
1.369420367E1,-1.876980527E-1,-4.773602174E-1,3.872026205E-3,5.129506104E-1
1.370425367E1,8.197098333E-2,9.253878409E-2,-3.952717781E-2,1.297885452E-1
1.371430367E1,8.207723821E-2,2.333876111E-1,-5.643440187E-2,2.537543926E-1
1.372435367E1,9.366168704E-2,1.656924403E-1,-2.019628286E-2,1.914011135E-1
1.373440367E1,4.981319759E-2,5.133398529E-2,-4.256772995E-4,7.153120928E-2
1.374445367E1,-7.181725681E-2,-8.726599342E-2,-5.041176975E-2,1.237514384E-1
1.375450467E1,-1.857356358E-1,-1.292499977E-1,-4.771094084E-2,2.312566154E-1
1.376455467E1,-1.922494157E-1,-1.181404250E-1,-1.328136563E-2,2.260384758E-1
1.377460467E1,-9.174365412E-2,6.540932972E-3,-5.043808222E-3,9.211472129E-2
1.378465467E1,-1.902669355E-2,1.333068233E-1,-2.495357752E-2,1.369503751E-1
1.379470467E1,-6.638544928E-3,1.366191887E-1,-2.929513514E-2,1.398823718E-1
1.380475467E1,-2.913601778E-2,5.419889255E-2,-2.870047331E-2,6.789804603E-2
1.381480567E1,-3.959871484E-2,6.345644192E-2,-3.558849335E-2,8.283307972E-2
1.382485567E1,-2.998581922E-2,1.037074411E-1,-3.094814301E-2,1.123039191E-1
1.383490567E1,-2.386369307E-2,9.850048640E-2,-2.286495209E-2,1.038971978E-1
1.384495567E1,-1.055809803E-2,-1.514244301E-2,-1.794335067E-2,2.574355935E-2
