Acceleration X,Acceleration Y,Acceleration Z
0.264404296875,0.073974609375,-0.5677490234375
0.440673828125,0.073974609375,-0.647705078125
0.586181640625,0.0086669921875,-0.75244140625
0.7391357421875,-0.079345703125,-0.7845458984375
0.4390869140625,0.170654296875,-0.8599853515625
0.4390869140625,0.170654296875,-0.861572265625
0.4378662109375,0.1650390625,-0.8631591796875
0.43359375,0.165283203125,-0.8643798828125
0.4356689453125,0.1671142578125,-0.864990234375
0.432861328125,0.164306640625,-0.86572265625
0.434326171875,0.1583251953125,-0.86572265625
0.4320068359375,0.16455078125,-0.86328125
0.427490234375,0.168212890625,-0.85009765625
0.423583984375,0.1656494140625,-0.85107421875
0.4300537109375,0.1724853515625,-0.85107421875
0.43359375,0.1728515625,-0.848876953125
0.43359375,0.168212890625,-0.8486328125
0.431640625,0.1688232421875,-0.854248046875
0.432861328125,0.1728515625,-0.853271484375
0.4339599609375,0.1748046875,-0.8466796875
0.4312744140625,0.172607421875,-0.8575439453125
0.437744140625,0.172607421875,-0.8624267578125
0.440673828125,0.165771484375,-0.85498046875
0.43359375,0.1695556640625,-0.8519287109375
0.4385986328125,0.174072265625,-0.8519287109375
0.4442138671875,0.1751708984375,-0.845703125
0.4381103515625,0.1737060546875,-0.8468017578125
0.43310546875,0.1630859375,-0.8468017578125
0.4361572265625,0.15771484375,-0.846435546875
0.4334716796875,0.16796875,-0.8411865234375
0.43212890625,0.1702880859375,-0.8411865234375
0.4356689453125,0.1737060546875,-0.8607177734375
0.4395751953125,0.16943359375,-0.87451171875
0.4349365234375,0.16015625,-0.8707275390625
0.4346923828125,0.169677734375,-0.8707275390625
0.443359375,0.17626953125,-0.8653564453125
0.451171875,0.185546875,-0.86181640625
0.447509765625,0.1915283203125,-0.86181640625
0.4400634765625,0.1854248046875,-0.8643798828125
0.4312744140625,0.17822265625,-0.8563232421875
0.426513671875,0.1715087890625,-0.8631591796875
0.427001953125,0.1629638671875,-0.8685302734375
0.449951171875,0.17431640625,-0.855224609375
0.445068359375,0.1871337890625,-0.841552734375
0.432861328125,0.1810302734375,-0.8492431640625
