"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.842618247E1,-1.084285788E-2,1.725694351E-2,8.185594082E-1
1.842829099E1,1.313360315E-2,-2.290744707E-2,7.927503586E-1
1.843040085E1,2.046398632E-2,2.550362423E-2,7.536550164E-1
1.843250895E1,2.550362423E-2,7.391469181E-2,7.086036801E-1
1.843461731E1,2.168571576E-2,8.002334833E-2,6.780604124E-1
1.843672551E1,2.031126991E-2,8.979719132E-2,6.476698518E-1
1.843883460E1,-2.901609987E-3,8.994990587E-2,6.246097088E-1
1.844094173E1,-2.275473066E-2,3.207042441E-2,6.015495658E-1
1.844305009E1,-1.206458826E-2,1.878410578E-2,5.720753074E-1
1.844515672E1,1.695151068E-2,2.336559631E-2,5.305364728E-1
1.844726038E1,3.726277873E-2,-1.908953860E-2,5.022839308E-1
1.844937470E1,1.298088674E-2,-1.404990070E-2,4.999932051E-1
1.845148279E1,-1.343903504E-2,5.635231733E-2,4.966334403E-1
1.845359303E1,-1.084285788E-2,9.621127695E-2,4.917465150E-1
1.845570062E1,1.160643995E-2,-2.489275858E-2,4.889976382E-1
1.845780813E1,1.756237634E-2,-4.321871698E-2,4.877758920E-1
1.845991701E1,1.282817032E-2,-3.344487399E-2,5.024366379E-1
1.846202402E1,-5.192354787E-3,-2.244929783E-2,5.244278312E-1
1.846413228E1,-6.261368748E-3,-1.267545391E-2,5.415320396E-1
1.846624026E1,-8.704829961E-3,-3.329215571E-2,5.684100986E-1
1.846834870E1,-1.069014193E-3,5.345070735E-3,5.904012322E-1
1.847045724E1,2.214386500E-2,2.076941915E-2,6.061310172E-1
1.847256641E1,-2.138028387E-3,-3.222314268E-2,6.525567770E-1
1.847467358E1,-6.520986557E-2,-6.566801667E-2,7.174612284E-1
1.847678181E1,-9.162978828E-2,-6.551529467E-2,7.738135457E-1
1.847888786E1,-5.513058975E-2,-6.826419383E-2,7.893906236E-1
1.848099096E1,1.145372353E-2,-1.209513173E-1,7.852672935E-1
1.848310622E1,5.146539584E-2,-1.175915599E-1,7.838928103E-1
1.848521317E1,3.497203439E-2,-5.329799280E-2,8.132143617E-1
1.848732358E1,-9.621127509E-3,-2.519819140E-2,8.513934612E-1
1.848943102E1,-3.420845419E-2,-1.024726480E-1,8.807149529E-1
1.849153986E1,-3.176499158E-2,-1.206458881E-1,8.953757286E-1
1.849364803E1,-1.099557430E-2,-1.062905490E-1,9.001099467E-1
1.849575618E1,9.621127509E-3,-9.560041130E-2,8.999572396E-1
1.849786410E1,5.039638374E-3,-6.643159688E-2,9.036223888E-1
1.849996830E1,-1.420261711E-2,-2.764165215E-2,9.098837972E-1
1.850206478E1,7.635815535E-3,-2.290744707E-2,8.976664543E-1
1.850418950E1,4.169155285E-2,-1.725694351E-2,8.914051056E-1
1.850629598E1,4.046982154E-2,-2.932153270E-2,8.961393237E-1
1.850839920E1,1.695151068E-2,-1.053742543E-1,8.999572396E-1
1.851051108E1,1.069014193E-3,-1.269072592E-1,9.036223888E-1
1.851261133E1,1.588249579E-2,-7.513642311E-2,8.962920308E-1
1.851473031E1,5.360342562E-2,-5.482515693E-2,8.851437569E-1
1.851682597E1,3.313944116E-2,-1.221730467E-2,8.901833892E-1
1.851893629E1,-2.611448988E-2,2.092213556E-2,8.965974450E-1
1.852104484E1,-6.261368841E-2,2.855795063E-2,8.907942176E-1
1.852316426E1,-5.039638281E-2,5.986479297E-2,8.834638596E-1
1.852526387E1,-6.872233935E-3,3.405573592E-2,8.526151776E-1
1.852738305E1,3.008511290E-2,-5.329799280E-2,8.182539940E-1
1.852948728E1,8.857546374E-3,-1.536326110E-1,8.109236360E-1
1.853159849E1,-5.497787148E-3,-1.110247597E-1,8.025242090E-1
1.853370121E1,2.672535367E-2,0.000000000E0,7.901542187E-1
1.853580204E1,9.162978828E-2,1.290452778E-1,7.606799603E-1
1.853792102E1,1.078177169E-1,1.989893466E-1,7.631233931E-1
1.854002987E1,2.168571576E-2,1.864666194E-1,7.953465581E-1
1.854213989E1,-3.466660157E-2,1.301143020E-1,7.895433307E-1
1.854424522E1,-3.222314268E-2,1.446223408E-1,7.675521970E-1
1.854635238E1,-2.290744567E-3,7.651086897E-2,7.562511563E-1
1.854846050E1,1.878410578E-2,-6.765332818E-2,7.560984492E-1
1.855057001E1,3.924809024E-2,-1.343903542E-1,7.790058851E-1
1.855267855E1,7.131851465E-2,-1.847867295E-2,7.619016767E-1
1.855478719E1,7.788532227E-2,5.528330430E-2,7.655668855E-1
1.855689411E1,4.184427112E-2,9.789115191E-2,7.950411439E-1
1.855899592E1,1.420261711E-2,1.525636017E-1,8.100073338E-1
1.856111118E1,2.916881628E-2,2.469422817E-1,7.953465581E-1
1.856321924E1,3.069597855E-2,2.939788997E-1,8.038986921E-1
1.856532951E1,7.330383174E-3,2.095267773E-1,8.307767510E-1
1.856743599E1,-3.970623948E-3,1.114829108E-1,8.503243923E-1
1.856954423E1,-1.878410578E-2,7.299839705E-2,8.698720932E-1
1.857165296E1,1.756237634E-2,2.657263726E-2,8.720101118E-1
1.857376176E1,1.527163084E-3,-1.313360315E-2,8.854491711E-1
1.857586900E1,1.267545391E-2,1.572977938E-2,8.940013051E-1
1.857797518E1,2.672535367E-2,1.330159009E-1,9.013316631E-1
1.858007767E1,3.451388702E-2,2.261728644E-1,9.135489464E-1
1.858219375E1,2.718350291E-2,1.934915632E-1,9.330966473E-1
1.858430196E1,6.261368748E-3,1.186605766E-1,9.440922141E-1
1.858641203E1,2.535090782E-2,7.483099401E-2,9.402743578E-1
1.858851864E1,2.046398632E-2,7.254024595E-2,9.330966473E-1
1.859062761E1,2.901609987E-2,1.015563458E-1,9.147707224E-1
1.859273523E1,2.031126991E-2,8.460483700E-2,8.830057383E-1
1.859484411E1,3.558290005E-2,3.741549700E-2,8.292495608E-1
1.859695173E1,4.642575979E-2,4.825835302E-2,8.035932183E-1
1.859906248E1,2.580905706E-2,6.291911751E-2,7.939720750E-1
1.860116494E1,9.621127509E-3,1.832595654E-2,7.622070909E-1
1.860326586E1,6.566801574E-3,-2.031126991E-2,6.939429045E-1
1.860538375E1,1.725694351E-2,-1.191187184E-2,6.340781450E-1
1.860749358E1,2.336559631E-2,4.016438872E-2,5.926920176E-1
1.860960320E1,7.483099122E-3,4.031710699E-2,5.745187402E-1
1.861170648E1,-1.221730490E-3,2.229658142E-2,5.586362481E-1
1.861380642E1,1.435533352E-2,-1.053742506E-2,5.317581892E-1
1.861592383E1,2.122756653E-2,-4.444044828E-2,5.022839308E-1
1.861803258E1,-3.207042580E-3,-7.086037099E-2,4.804455042E-1
1.862014471E1,2.703078650E-2,-3.466660157E-2,4.327980280E-1
1.862224767E1,6.383541971E-2,5.574145541E-2,3.863722682E-1
1.862434729E1,3.711006418E-2,7.910704613E-2,3.645338416E-1
1.862646665E1,5.039638374E-3,1.878410578E-2,3.426954150E-1
1.862857487E1,-6.261368748E-3,-1.496619824E-2,3.220787048E-1
1.863068591E1,3.359758761E-3,-1.252273750E-2,2.878702581E-1
1.863279011E1,3.756821156E-2,3.802636266E-2,2.510656118E-1
1.863489464E1,4.092797264E-2,2.840523422E-2,2.241875380E-1
1.863700530E1,2.718350291E-2,-4.169155285E-2,2.058615834E-1
1.863910610E1,2.107485011E-2,-8.857546374E-3,1.705841124E-1
1.864122652E1,2.718350291E-2,4.795292020E-2,1.243110746E-1
1.864333251E1,3.543018550E-2,5.283984542E-2,7.910704613E-2
1.864544338E1,3.023782931E-2,-4.123340361E-3,7.177666575E-2
1.864754877E1,-4.123340361E-3,-5.818491429E-2,7.192938030E-2
1.864965710E1,-3.817907721E-2,-9.056077152E-2,7.452555746E-2
1.865176548E1,-1.007927675E-2,-4.734205827E-2,6.459899992E-2
1.865387368E1,1.802052557E-2,-1.114829071E-2,5.971207842E-2
1.865597959E1,1.298088674E-2,-5.238169432E-2,6.200282276E-2
1.865807856E1,6.872233935E-3,-4.138612002E-2,5.971207842E-2
1.866018619E1,1.191187184E-2,-3.054326226E-4,5.238169432E-2
1.866229743E1,3.283400834E-2,6.017022580E-2,3.894266114E-2
1.866441707E1,3.772092983E-2,4.673119262E-2,4.016438872E-2
1.866652561E1,2.031126991E-2,-4.153883830E-2,5.467243865E-2
1.866863114E1,-1.832595794E-3,-1.078177169E-1,8.765916526E-2
1.867072975E1,-6.261368748E-3,-6.185010448E-2,1.110247597E-1
1.867284828E1,-0.000000000E0,-2.199114859E-2,1.159116775E-1
1.867495557E1,9.621127509E-3,-3.420845419E-2,1.145372316E-1
1.867706605E1,2.031126991E-2,-9.239336848E-2,1.082758680E-1
1.867917444E1,3.604105115E-2,-7.681630552E-2,9.361509979E-2
1.868127842E1,4.260785133E-2,-3.054326167E-3,1.021672115E-1
1.868337747E1,3.313944116E-2,4.673119262E-2,1.035416573E-1
1.868548685E1,3.680463135E-2,5.268712714E-2,8.888089657E-2
1.868759315E1,4.749477282E-2,2.122756653E-2,6.933320314E-2
1.868970408E1,3.741549700E-2,-3.436116874E-2,5.711590126E-2
1.869181486E1,7.941247895E-3,-8.368854225E-2,5.833763257E-2
1.869393308E1,4.581489484E-4,-1.065959856E-1,5.482515693E-2
1.869604100E1,1.740965992E-2,-1.030835137E-1,4.367686436E-2
1.869814922E1,2.107485011E-2,-1.055269688E-1,3.634648025E-2
1.870025322E1,2.489275858E-2,-7.299839705E-2,3.634648025E-2
1.870235592E1,2.641992271E-2,-1.603521220E-2,4.612032697E-2
1.870447243E1,1.954768784E-2,4.810563847E-2,6.459899992E-2
1.870657980E1,1.084285788E-2,-2.748893574E-3,8.414668590E-2
1.870869085E1,7.330383174E-3,-1.481348183E-2,1.000291854E-1
1.871079370E1,1.695151068E-2,-2.932153270E-2,1.084285825E-1
1.871289411E1,3.405573592E-2,-2.718350291E-2,1.119410545E-1
1.871501248E1,2.825251780E-2,1.282817032E-2,1.424843222E-1
1.871712070E1,3.054326167E-3,3.237585723E-2,1.841758788E-1
1.871923152E1,-1.145372353E-2,1.557706390E-2,2.086104751E-1
1.872133729E1,-1.496619824E-2,3.008511290E-2,2.136501223E-1
1.872344582E1,-1.679879380E-3,1.908953860E-2,2.110539377E-1
1.872555474E1,3.848451003E-2,5.268712714E-2,1.852448881E-1
1.872766227E1,5.558873713E-2,7.299839705E-2,1.730275750E-1
1.872977127E1,4.230241850E-2,1.070541367E-1,1.693623960E-1
1.873187829E1,1.420261711E-2,9.529497474E-2,1.634064466E-1
1.873398307E1,-1.527163113E-4,1.244637966E-1,1.550070494E-1
1.873608010E1,-2.596177394E-3,1.426370293E-1,1.392772794E-1
1.873820322E1,5.497787148E-3,8.933904022E-2,1.159116775E-1
1.874031170E1,1.145372353E-2,9.407325089E-2,9.025534242E-2
1.874242428E1,2.244929783E-2,1.134682223E-1,6.704246253E-2
1.874452766E1,8.857546374E-3,9.422596544E-2,4.276056588E-2
1.874663702E1,-3.039054573E-2,5.467243865E-2,2.825251780E-2
1.874874292E1,-5.085453019E-2,1.165225431E-1,1.023199316E-2
1.875085276E1,-3.741549700E-2,1.443169117E-1,-1.664607786E-2
1.875296066E1,-1.084285788E-2,1.562287807E-1,-5.100724846E-2
1.875506948E1,3.329215571E-2,2.309070677E-1,-8.048149943E-2
1.875717752E1,7.223481685E-2,2.692388594E-1,-1.075122803E-1
1.875928653E1,8.155050874E-2,2.171625942E-1,-1.209513173E-1
1.876139383E1,2.779436857E-2,1.475239545E-1,-1.036943719E-1
1.876350200E1,-5.009094998E-2,1.093448773E-1,-8.368854225E-2
1.876560670E1,-6.597344577E-2,1.180497110E-1,-9.346238524E-2
1.876770258E1,-2.107485011E-2,1.418734491E-1,-1.412625909E-1
1.876981691E1,3.252857551E-2,1.886046380E-1,-1.621847153E-1
1.877193508E1,5.726861581E-2,2.452623993E-1,-1.574505121E-1
1.877404699E1,4.138612002E-2,2.417499274E-1,-1.450804919E-1
1.877615503E1,1.084285788E-2,1.669189334E-1,-1.218676195E-1
1.877825876E1,-1.817324013E-2,1.635591686E-1,-8.139779419E-2
1.878036383E1,-1.832595794E-3,2.675589919E-1,-6.673702598E-2
1.878247581E1,2.733621933E-2,2.503020465E-1,-5.482515693E-2
1.878458364E1,4.031710699E-2,1.569923609E-1,-4.031710699E-2
1.878669508E1,3.512475267E-2,8.674286306E-2,-1.832595654E-2
1.878880729E1,1.114829071E-2,1.038470939E-1,2.199114859E-2
1.879091363E1,-2.260201424E-2,1.211040318E-1,4.535674304E-2
1.879301849E1,-6.566801574E-3,1.487456858E-1,5.757404864E-2
1.879512460E1,8.246680722E-3,1.716531366E-1,8.063421398E-2
1.879723424E1,2.306016348E-2,1.847867370E-1,1.232420653E-1
1.879934107E1,2.825251780E-2,2.113593817E-1,1.537853181E-1
1.880144767E1,2.428189293E-2,1.337794960E-1,1.756237596E-1
1.880355809E1,5.803219974E-3,8.323039114E-2,1.866193265E-1
1.880566327E1,-1.130100712E-2,6.398813426E-2,1.892155111E-1
1.880776408E1,-1.634064503E-2,4.948008433E-2,1.831068546E-1
1.880987168E1,4.123340361E-3,2.993239649E-2,1.572978050E-1
1.881197914E1,3.207042441E-2,4.550946131E-2,1.316414624E-1
1.881409198E1,2.122756653E-2,6.612616032E-2,1.133155003E-1
1.881621059E1,-2.290744567E-3,2.519819140E-2,1.000291854E-1
1.881831879E1,-2.199114859E-2,-3.268129006E-2,1.014036313E-1
1.882042699E1,-4.031710699E-2,-5.070181563E-2,1.075122803E-1
1.882253014E1,-4.367686436E-2,-1.924225502E-2,1.148426682E-1
1.882463108E1,-4.505131021E-2,-4.337143153E-2,1.233947799E-1
1.882675220E1,-3.436116874E-2,-1.052215397E-1,1.366810948E-1
1.882886554E1,-3.680463135E-2,-1.270599663E-1,1.562287807E-1
1.883096817E1,-3.420845419E-2,-1.004873365E-1,1.672243625E-1
1.883307168E1,-1.695151068E-2,-7.635815442E-2,1.707368344E-1
1.883517230E1,-8.399397135E-3,-6.307183951E-2,1.658499092E-1
1.883729045E1,-9.773843922E-3,-9.453139454E-2,1.682933718E-1
1.883939852E1,-1.237002108E-2,-1.090394482E-1,1.768454909E-1
1.884150911E1,-1.084285788E-2,-8.002334833E-2,1.890627891E-1
1.884361619E1,-9.468411095E-3,-6.200282276E-2,2.000583708E-1
1.884572326E1,-8.246680722E-3,-7.895433158E-2,2.096794993E-1
1.884783162E1,-1.191187184E-2,-8.368854225E-2,2.147191316E-1
1.884993938E1,-1.328631863E-2,-9.468411654E-2,2.182316035E-1
1.885204798E1,-1.313360315E-2,-8.246681094E-2,2.196060568E-1
1.885415620E1,-8.399397135E-3,-8.857546002E-2,2.145664245E-1
1.885626450E1,-5.955935922E-3,-9.101892263E-2,2.084577680E-1
1.885837313E1,-9.621127509E-3,-8.857546002E-2,2.012801021E-1
1.886048195E1,-1.084285788E-2,-8.857546002E-2,1.915062517E-1
1.886258925E1,-1.206458826E-2,-9.101892263E-2,1.890627891E-1
1.886469692E1,-9.621127509E-3,-8.124507964E-2,1.890627891E-1
1.886680205E1,-1.450804994E-2,-6.673702598E-2,1.866193265E-1
1.886890385E1,-1.557706390E-2,-5.818491429E-2,1.829541475E-1
1.887102221E1,-1.695151068E-2,-5.345070735E-2,1.719585657E-1
1.887313068E1,-2.428189293E-2,-3.268129006E-2,1.220203340E-1
1.887524146E1,-2.718350291E-2,-5.955935922E-3,1.970040426E-2
1.887734539E1,-1.527163107E-2,6.108652335E-3,-4.138612002E-2
1.887944490E1,-6.719517522E-3,6.108652335E-3,-3.649919853E-2
1.888156340E1,-1.252273750E-2,1.328631863E-2,-1.084285788E-2
1.888367143E1,-1.481348183E-2,3.878994286E-2,5.039638374E-3
1.888578249E1,-1.221730467E-2,6.658431143E-2,7.483099122E-3
1.888788801E1,-1.099557430E-2,7.987063378E-2,5.039638374E-3
1.888999615E1,-1.328631863E-2,8.353582025E-2,6.261368748E-3
1.889210489E1,-1.572977938E-2,7.635815442E-2,1.237002108E-2
1.889421418E1,-9.773843922E-3,4.230241850E-2,1.847867295E-2
1.889632102E1,1.038470957E-2,-3.283400834E-2,1.084285788E-2
1.889842665E1,1.985312067E-2,-6.078109145E-2,-7.483099122E-3
1.890052602E1,7.635815418E-4,1.328631863E-2,-2.076941915E-2
1.890264149E1,-1.099557430E-2,7.024950534E-2,-5.955935922E-3
1.890474724E1,-5.803219974E-3,1.039998084E-1,3.558290005E-2
1.890684946E1,1.160643995E-2,1.353066564E-1,8.429940045E-2
1.890895515E1,3.130684420E-2,1.411098689E-1,1.244637966E-1
1.891106084E1,4.230241850E-2,1.168279797E-1,1.548543423E-1
1.891317550E1,4.230241850E-2,9.010262042E-2,1.791362315E-1
1.891528629E1,3.008511290E-2,7.696902007E-2,1.792889535E-1
1.891740518E1,1.649336144E-2,6.856962293E-2,1.634064466E-1
1.891951461E1,1.832595794E-3,6.872233748E-2,1.415680200E-1
1.892162244E1,-7.941247895E-3,7.254024595E-2,1.172861308E-1
1.892372800E1,-1.053742506E-2,7.498370856E-2,9.651670605E-2
1.892583668E1,-4.581489135E-3,7.131851465E-2,7.330382615E-2
1.892794561E1,7.330383174E-3,4.948008433E-2,4.886921868E-2
1.893005303E1,1.679879427E-2,2.993239649E-2,2.306016348E-2
1.893216194E1,2.153299935E-2,1.420261711E-2,-3.817907767E-3
1.893426829E1,2.489275858E-2,-2.748893574E-3,-3.436116874E-2
1.893637596E1,2.474004216E-2,-2.596177394E-3,-6.475171447E-2
1.893848428E1,1.496619824E-2,3.497203439E-2,-1.024726480E-1
1.894059414E1,-2.138028387E-3,5.574145541E-2,-1.414152980E-1
1.894270283E1,1.114829071E-2,5.085453019E-2,-1.511891484E-1
1.894480924E1,4.657847434E-2,6.139195710E-2,-1.441642046E-1
1.894690672E1,7.696902007E-2,5.390885845E-2,-1.333213449E-1
1.894901983E1,7.696902007E-2,3.695734590E-2,-1.247692257E-1
1.895113520E1,4.520402849E-2,2.748893574E-2,-1.258382350E-1
1.895324596E1,2.107485011E-2,4.703662544E-2,-1.171334088E-1
1.895534841E1,2.015855350E-2,7.971791178E-2,-9.392052889E-2
1.895744008E1,2.031126991E-2,9.056077152E-2,-7.070764899E-2
1.895956841E1,1.771509275E-2,4.825835302E-2,-5.497787148E-2
1.896167745E1,-6.108652451E-4,0.000000000E0,-3.909537569E-2
1.896378947E1,-1.282817032E-2,-2.412917651E-2,-1.817324013E-2
1.896589152E1,-1.878410578E-2,-1.572977938E-2,3.817907767E-3
1.896799565E1,-2.596177394E-3,4.734205548E-3,4.031710699E-2
1.897010931E1,2.794708498E-2,1.175915636E-2,7.666359097E-2
1.897221756E1,4.260785133E-2,-1.832595794E-3,1.021672115E-1
1.897432705E1,3.772092983E-2,-2.229658142E-2,1.156062484E-1
1.897643391E1,1.710422710E-2,-2.580905706E-2,1.243110746E-1
1.897854176E1,-2.199114859E-2,-6.291911751E-2,1.195768714E-1
1.898065061E1,-4.657847434E-2,-1.038470939E-1,1.282816976E-1
1.898275878E1,-4.153883830E-2,-9.422596544E-2,1.427897513E-1
1.898486711E1,-7.330383174E-3,-9.224065393E-2,1.744020283E-1
1.898697545E1,2.076941915E-2,-7.681630552E-2,2.034181207E-1
1.898908116E1,2.474004216E-2,-5.864306539E-2,2.229658216E-1
1.899117850E1,1.756237634E-2,-4.413501546E-2,2.280054539E-1
1.899329985E1,5.192354787E-3,-5.360342562E-2,2.194533348E-1
1.899540731E1,-3.894266114E-2,-1.039998084E-1,1.977676302E-1
1.899751878E1,-5.131268129E-2,-1.389718503E-1,1.916589737E-1
1.899962113E1,-2.443460934E-2,-1.368338168E-1,1.988366395E-1
1.900171389E1,1.710422710E-2,-1.117883399E-1,2.107485086E-1
1.900384141E1,2.321287990E-2,-9.850201756E-2,2.083050460E-1
1.900594906E1,-1.832595654E-2,-1.223257631E-1,1.866193265E-1
1.900805987E1,-5.146539584E-2,-1.583668143E-1,1.843285859E-1
1.901015620E1,-3.069597855E-2,-1.754710376E-1,2.037235647E-1
1.901227505E1,-2.306016348E-2,-1.198823079E-1,2.086104751E-1
1.901438244E1,-4.108068720E-2,-7.864890248E-2,2.197587788E-1
1.901649297E1,-3.222314268E-2,-5.207626149E-2,2.550362349E-1
1.901859850E1,-6.414085161E-3,-5.115996301E-2,3.025310040E-1
1.902070670E1,5.497787148E-3,-1.275181174E-1,3.352122903E-1
1.902281426E1,-4.581489135E-3,-1.904372424E-1,3.584251702E-1
1.902492356E1,-1.908953860E-2,-2.012801021E-1,3.840815127E-1
1.902702950E1,-2.214386500E-2,-1.443169117E-1,4.158465266E-1
1.902913110E1,-2.428189293E-2,-9.957103431E-2,4.500549734E-1
1.903124745E1,-1.786780916E-2,-8.521570265E-2,4.891503453E-1
1.903335370E1,-1.771509275E-2,-8.155050874E-2,5.317581892E-1
1.903546732E1,-2.336559631E-2,-5.131268129E-2,5.684100986E-1
1.903757308E1,-3.023782931E-2,-1.374446787E-2,6.087272167E-1
1.903968185E1,-3.390302137E-2,-3.680463135E-2,6.417139173E-1
1.904178931E1,-2.672535367E-2,-8.659014851E-2,6.647741199E-1
1.904389660E1,-2.061670274E-2,-9.514226019E-2,6.940956116E-1
1.904600178E1,-1.221730467E-2,-1.521054506E-1,7.267768979E-1
1.904811408E1,-1.343903504E-2,-1.811215430E-1,7.512115240E-1
1.905022229E1,-1.924225502E-2,-1.484402567E-1,7.756461501E-1
1.905233167E1,-3.817907721E-2,-8.659014851E-2,8.038986921E-1
1.905443579E1,-2.458732575E-2,-6.856962293E-2,8.403978348E-1
1.905653489E1,-7.483099122E-3,-8.445212245E-2,8.756753206E-1
1.905865545E1,-1.939497143E-2,-6.261368841E-2,9.001099467E-1
1.906076377E1,-3.588833287E-2,3.970623948E-3,9.210320711E-1
1.906287557E1,-2.580905706E-2,4.871650413E-2,9.491318464E-1
1.906497861E1,-2.809980139E-2,3.894266114E-2,9.784533978E-1
1.906708544E1,-1.267545391E-2,-4.703662544E-2,1.007469535E0
1.906918595E1,1.038470957E-2,-8.246681094E-2,1.031751394E0
1.907130514E1,1.435533352E-2,-2.794708498E-2,1.041525245E0
1.907341306E1,-1.313360315E-2,4.612032697E-2,1.039387226E0
1.907552377E1,-5.436700583E-2,6.704246253E-2,1.028544307E0
1.907762748E1,-8.155050874E-2,-9.010262787E-3,1.033583999E0
1.907972994E1,-4.016438872E-2,-3.115412779E-2,1.058934927E0
1.908184598E1,-9.162978968E-4,1.557706390E-2,1.084285855E0
1.908395415E1,1.878410578E-2,4.092797264E-2,1.102611780E0
1.908606445E1,1.649336144E-2,7.605272532E-2,1.109942198E0
1.908816844E1,2.138028387E-3,1.052215397E-1,1.112538338E0
1.909026866E1,5.803219974E-3,9.544769675E-2,1.124602914E0
1.909238692E1,-9.010262787E-3,6.643159688E-2,1.125977397E0
1.909449437E1,-3.711006418E-2,3.772092983E-2,1.129642606E0
1.909660721E1,-4.444044828E-2,2.443460934E-2,1.134682178E0
1.909871312E1,-2.947424725E-2,8.964447677E-2,1.145525098E0
1.910082428E1,9.621127509E-3,1.050688252E-1,1.162476540E0
1.910292802E1,2.153299935E-2,3.115412779E-2,1.172097683E0
1.910503644E1,1.863138936E-2,-4.153883830E-2,1.174388409E0
1.910714373E1,3.970623948E-3,-6.444628537E-2,1.169654250E0
1.910925300E1,-1.069014147E-2,-5.207626149E-2,1.165989041E0
1.911135908E1,-2.015855350E-2,-2.183843218E-2,1.164919972E0
1.911346058E1,-1.038470957E-2,-7.330383174E-3,1.169806957E0
1.911557789E1,1.786780916E-2,2.626720630E-2,1.176984668E0
1.911768598E1,4.230241850E-2,6.230825558E-2,1.176831841E0
1.911979662E1,5.238169432E-2,1.240056455E-1,1.164614558E0
1.912189978E1,5.726861581E-2,1.505782902E-1,1.151175499E0
1.912400008E1,4.352414981E-2,9.636399150E-2,1.123228431E0
1.912611721E1,-7.177666761E-3,9.621127509E-3,1.069777727E0
1.912822609E1,-2.703078650E-2,-4.703662544E-2,1.031904101E0
1.913033893E1,-3.222314268E-2,-6.750060618E-2,9.941831827E-1
1.913244028E1,-3.375030309E-2,-9.285151958E-2,9.538660645E-1
1.913453783E1,-4.993823543E-2,-1.023199260E-1,9.075930119E-1
1.913666011E1,-4.367686436E-2,-2.855795063E-2,8.576548100E-1
1.913876836E1,-1.802052557E-2,1.725694351E-2,8.197811842E-1
1.914088014E1,1.328631863E-2,2.672535367E-2,7.744244337E-1
1.914298469E1,3.237585723E-2,-1.221730490E-3,7.206682563E-1
1.914509319E1,2.718350291E-2,-1.313360315E-2,6.572909951E-1
1.914720357E1,7.330383174E-3,-1.053742506E-2,5.816964507E-1
1.914931453E1,-4.291328415E-2,9.468411095E-3,4.929682612E-1
1.915141774E1,-9.071348608E-2,1.603521220E-2,4.103487432E-1
1.915352569E1,-1.046106741E-1,-2.733621933E-2,3.408628106E-1
1.915563298E1,-6.490442902E-2,-6.398813426E-2,2.906191349E-1
1.915774263E1,-3.619376570E-2,-1.053742543E-1,2.452623993E-1
1.915984976E1,-4.214970022E-2,-3.023782931E-2,1.916589737E-1
1.916195555E1,-6.123924255E-2,8.506298810E-2,1.443169117E-1
1.916406819E1,-6.612616032E-2,1.044579595E-1,1.090394482E-1
1.916617293E1,-6.933320314E-2,1.252273750E-2,7.727445662E-2
1.916827208E1,-7.819075137E-2,-3.451388702E-2,4.428773001E-2
1.917038169E1,-9.193521738E-2,-6.108652428E-2,1.389718428E-2
1.917250060E1,-1.007927656E-1,-1.226311997E-1,-6.872233935E-3
1.917461079E1,-9.605856240E-2,-1.250746548E-1,-2.031126991E-2
1.917671664E1,-8.872817457E-2,-1.070541367E-1,-2.397646010E-2
1.917881546E1,-5.177082866E-2,-4.077525437E-2,-1.802052557E-2
1.918093416E1,-1.420261711E-2,-7.131851465E-2,-7.330383174E-3
1.918304102E1,-1.832595654E-2,-1.379028261E-1,-1.466076635E-2
1.918515059E1,-4.810563847E-2,-2.247984111E-1,-4.505131021E-2
1.918725308E1,-7.849618047E-2,-2.050980031E-1,-7.299839705E-2
1.918935072E1,-9.911288321E-2,-1.685988009E-1,-9.468411654E-2
1.919146454E1,-7.696902007E-2,-1.240056455E-1,-1.070541367E-1
1.919358338E1,-8.353582025E-2,-1.916589737E-1,-1.339322031E-1
1.919569445E1,-9.132435173E-2,-2.435825169E-1,-1.679879427E-1
1.919780248E1,-9.254608303E-2,-2.047925740E-1,-1.997529417E-1
1.919990501E1,-8.857546002E-2,-1.224784851E-1,-2.252565622E-1
1.920200741E1,-8.353582025E-2,-7.895433158E-2,-2.533563673E-1
1.920412373E1,-6.536258012E-2,-4.398229718E-2,-2.802344263E-1
1.920623191E1,-6.688974798E-2,-7.422012836E-2,-3.203988075E-1
1.920834218E1,-7.834346592E-2,-1.224784851E-1,-3.668245673E-1
1.921044925E1,-7.757988572E-2,-1.672243625E-1,-4.120286107E-1
1.921256056E1,-7.330382615E-2,-2.191479057E-1,-4.596760869E-1
1.921466588E1,-7.513642311E-2,-2.941316068E-1,-5.061018467E-1
1.921677307E1,-7.024950534E-2,-2.457205504E-1,-5.523748994E-1
1.921888041E1,-5.161811411E-2,-1.382082552E-1,-5.878050923E-1
1.922098748E1,-3.588833287E-2,-1.345430762E-1,-6.256787181E-1
1.922309081E1,-3.390302137E-2,-1.576032341E-1,-6.647741199E-1
1.922520629E1,-3.436116874E-2,-2.107485086E-1,-7.061602473E-1
1.922731426E1,-4.780020565E-2,-2.034181207E-1,-7.451028824E-1
1.922942453E1,-3.665191308E-2,-1.139263660E-1,-7.744244337E-1
1.923152924E1,2.138028387E-3,9.285151958E-2,-7.878634334E-1
1.923362880E1,4.169155285E-2,2.243402600E-1,-8.000807762E-1
1.923574727E1,3.970624134E-2,9.605856240E-2,-8.271115422E-1
