Force 1,Force 2
792.7734375,1434.08203125
791.9677734375,1432.470703125
791.162109375,1429.248046875
788.7451171875,1427.63671875
785.5224609375,1424.4140625
783.10546875,1420.3857421875
781.494140625,1421.19140625
780.6884765625,1419.580078125
782.2998046875,1417.1630859375
781.494140625,1419.580078125
781.494140625,1419.580078125
781.494140625,1423.6083984375
783.9111328125,1424.4140625
785.5224609375,1425.2197265625
786.328125,1426.025390625
787.939453125,1427.63671875
787.1337890625,1427.63671875
787.1337890625,1428.4423828125
787.939453125,1430.859375
788.7451171875,1428.4423828125
788.7451171875,1430.859375
789.55078125,1432.470703125
791.9677734375,1433.2763671875
792.7734375,1432.470703125
794.384765625,1435.693359375
795.1904296875,1434.08203125
795.99609375,1434.8876953125
796.8017578125,1435.693359375
798.4130859375,1434.08203125
798.4130859375,1436.4990234375
799.21875,1438.1103515625
800.0244140625,1438.1103515625
801.6357421875,1438.916015625
802.44140625,1439.7216796875
802.44140625,1440.52734375
803.2470703125,1440.52734375
804.052734375,1441.3330078125
806.4697265625,1442.138671875
805.6640625,1444.5556640625
807.275390625,1444.5556640625
808.0810546875,1443.75
808.0810546875,1444.5556640625
809.6923828125,1442.138671875
807.275390625,1443.75
804.8583984375,1443.75
804.052734375,1446.97265625
808.0810546875,1444.5556640625
812.9150390625,1446.1669921875
812.9150390625,1446.97265625
817.7490234375,1446.1669921875
820.9716796875,1449.3896484375
821.77734375,1451.806640625
823.388671875,1452.6123046875
825.8056640625,1450.1953125
825.0,1450.1953125
824.1943359375,1450.1953125
825.8056640625,1450.1953125
826.611328125,1449.3896484375
824.1943359375,1445.361328125
820.9716796875,1451.0009765625
819.3603515625,1450.1953125
821.77734375,1451.806640625
825.0,1450.1953125
824.1943359375,1451.0009765625
824.1943359375,1448.583984375
821.77734375,1447.7783203125
820.9716796875,1446.97265625
816.943359375,1446.1669921875
816.943359375,1447.7783203125
820.9716796875,1453.41796875
827.4169921875,1451.806640625
833.8623046875,1455.8349609375
842.724609375,1464.697265625
843.5302734375,1459.86328125
845.947265625,1463.0859375
845.947265625,1467.919921875
850.78125,1461.474609375
849.169921875,1443.75
858.837890625,1437.3046875
872.5341796875,1432.470703125
884.619140625,1413.134765625
880.5908203125,1365.6005859375
839.501953125,1277.783203125
779.8828125,1185.1318359375
725.09765625,1124.70703125
646.142578125,1061.865234375
628.41796875,1063.4765625
632.4462890625,1084.423828125
