Gyroscope X,Gyroscope Y,Gyroscope Z
-0.1220703125,-1.52587890625,-1.64794921875
0.91552734375,0.3662109375,-1.64794921875
1.953125,2.25830078125,-0.3662109375
0.0,0.0,0.0
-1.28173828125,2.5634765625,-3.35693359375
-2.9296875,1.46484375,-1.64794921875
-2.74658203125,0.48828125,-0.6103515625
0.3662109375,2.25830078125,1.3427734375
-1.28173828125,0.91552734375,-0.06103515625
0.1220703125,1.953125,-0.67138671875
0.0,1.5869140625,-0.6103515625
-0.8544921875,1.64794921875,-0.3662109375
-1.3427734375,0.91552734375,0.30517578125
0.18310546875,2.44140625,1.0986328125
-0.67138671875,0.91552734375,-0.3662109375
2.197265625,3.0517578125,0.18310546875
2.50244140625,3.11279296875,0.3662109375
0.3662109375,2.01416015625,-0.8544921875
0.8544921875,2.74658203125,-0.1220703125
-2.13623046875,0.30517578125,-0.54931640625
0.18310546875,1.15966796875,0.91552734375
-1.89208984375,-0.48828125,-0.54931640625
0.244140625,1.28173828125,0.0
-0.6103515625,1.28173828125,-0.3662109375
1.52587890625,2.3193359375,1.03759765625
-0.30517578125,1.220703125,0.0
-0.1220703125,0.9765625,-0.06103515625
-0.9765625,0.3662109375,-0.91552734375
-0.54931640625,1.708984375,-0.18310546875
-2.197265625,1.0986328125,-1.3427734375
-2.74658203125,-2.0751953125,-2.685546875
-2.74658203125,-5.06591796875,-3.173828125
0.8544921875,-7.32421875,-2.3193359375
4.39453125,-10.25390625,-2.38037109375
7.8125,-17.76123046875,-6.28662109375
10.7421875,-34.423828125,-10.92529296875
19.6533203125,-57.43408203125,-11.29150390625
28.13720703125,-83.8623046875,-10.6201171875
38.51318359375,-99.9755859375,-6.34765625
44.677734375,-101.6845703125,-1.77001953125
42.6025390625,-101.37939453125,-0.1220703125
33.99658203125,-102.6611328125,1.15966796875
34.912109375,-95.76416015625,7.62939453125
43.64013671875,-78.55224609375,15.68603515625
39.36767578125,-62.56103515625,18.24951171875
36.9873046875,-55.5419921875,15.7470703125
35.94970703125,-52.6123046875,9.46044921875
35.21728515625,-44.98291015625,5.7373046875
35.94970703125,-40.283203125,2.74658203125
37.29248046875,-42.8466796875,-2.13623046875
33.69140625,-48.7060546875,-6.103515625
30.8837890625,-54.0771484375,-6.2255859375
42.6025390625,-47.607421875,0.732421875
64.3310546875,-40.0390625,13.18359375
91.064453125,-42.8466796875,26.3671875
131.04248046875,-43.27392578125,41.9921875
