"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.197279362E1,1.034588087E-3,4.430506751E-2,4.114724994E-1
1.198284262E1,-2.730886219E-3,4.183636513E-3,1.842145175E-1
1.199289262E1,6.123857573E-3,-1.386364922E-3,1.534890980E-1
1.200294262E1,7.940279320E-3,-2.971632965E-2,2.683905363E-1
1.201299163E1,2.101297956E-3,-2.564675175E-2,3.819048405E-1
1.202304162E1,9.095679037E-3,-6.065804977E-3,4.700534642E-1
1.203309162E1,-9.899582714E-3,-6.445934623E-2,2.931306064E-1
1.204314062E1,-2.277546097E-3,-4.155783728E-2,5.174211264E-1
1.205319062E1,-3.324434860E-3,-1.100898162E-2,4.454377294E-1
1.206324062E1,-5.102463532E-3,-6.382414140E-3,5.230112672E-1
1.207328962E1,-7.071338594E-3,7.324866019E-4,5.280419588E-1
1.208333962E1,-2.174656466E-2,6.608425640E-3,6.039138436E-1
1.209338962E1,-1.572781987E-2,-3.900407813E-3,6.272564530E-1
1.210343962E1,1.848387066E-3,-2.267803252E-2,5.908369422E-1
1.211348862E1,1.136524137E-3,-1.687846333E-2,4.640845656E-1
1.212353862E1,-4.230551887E-3,-1.192403026E-2,1.659605950E-1
1.213358863E1,-3.330669599E-3,-4.793149885E-3,-8.509400487E-2
1.214363762E1,-8.570819162E-3,5.279891659E-3,-3.324594200E-1
1.215368762E1,-8.797187358E-3,1.122859493E-2,-4.384793341E-1
1.216373763E1,-9.502628818E-4,-2.107227221E-3,-4.022544026E-1
1.217378662E1,2.833023667E-3,-2.164950222E-2,-3.551630676E-1
1.218383662E1,1.356921345E-2,-4.484503716E-2,-2.940601408E-1
1.219388662E1,2.116694674E-2,-4.500456154E-2,-2.250256985E-1
1.220393562E1,1.534204371E-2,-4.369214922E-2,-2.250445187E-1
1.221398562E1,2.851030976E-2,-5.989295989E-2,-1.393421292E-1
1.222403562E1,1.924775727E-2,-3.795234114E-2,6.297751516E-2
1.223408462E1,-7.751103491E-3,1.103277784E-2,3.438653648E-1
1.224413462E1,-2.304156311E-2,5.056590587E-2,6.255533695E-1
1.225418462E1,-1.888889633E-2,3.112057224E-2,8.161073327E-1
1.226423362E1,-1.438122336E-2,1.272170246E-2,8.205203414E-1
1.227428362E1,-8.009610698E-3,-1.945924014E-3,5.005804300E-1
1.228433362E1,2.738940995E-3,-1.638668962E-2,8.046156168E-1
1.229438262E1,1.350263879E-2,-2.580868825E-2,7.438369989E-1
1.230443262E1,3.336369619E-2,-6.018529832E-2,6.620752811E-1
1.231448262E1,4.363976792E-2,-7.420950383E-2,2.906649709E-1
1.232453162E1,4.899290577E-2,-9.439131618E-2,-1.952140182E-1
1.233458162E1,1.232532933E-1,-2.556619644E-1,-6.033753753E-1
1.234463162E1,4.876019061E-2,-1.074752882E-1,-1.029373527E0
1.235468162E1,5.043638498E-2,-1.165092662E-1,-1.175610185E0
1.236473062E1,1.625737362E-2,-4.975243658E-2,-1.186313748E0
1.237478062E1,1.469063573E-2,-6.360354275E-2,-1.017615557E0
1.238483062E1,3.783585038E-3,-1.272973511E-2,-9.775454998E-1
1.239487962E1,5.132742692E-3,2.228337526E-2,-1.021968365E0
1.240492962E1,6.784434896E-3,8.608310483E-3,-1.036199450E0
1.241497962E1,1.972073875E-2,-1.945421472E-2,-1.053991318E0
1.242502862E1,8.193094283E-3,1.916730963E-2,-1.163847566E0
1.243507862E1,6.514237728E-3,-2.550502308E-3,-1.330369473E0
1.244512862E1,4.436428659E-3,1.069525070E-2,-1.249855638E0
1.245517763E1,-5.506067537E-4,5.232841242E-3,-1.149636388E0
1.246522762E1,4.728815053E-3,-1.811571419E-4,-9.841269255E-1
1.247527762E1,-2.250531688E-3,3.067316115E-2,-7.994026542E-1
1.248532662E1,1.216249261E-2,-1.355074346E-6,-7.870407701E-1
1.249537662E1,-1.271622628E-2,1.052372344E-2,-8.457797170E-1
1.250542662E1,-7.822124287E-3,-1.138097234E-2,-7.157656550E-1
1.251547562E1,-8.453208208E-2,1.178017855E-1,-8.144924641E-1
1.252552562E1,-7.792349160E-2,9.993190318E-2,-8.310267925E-1
1.253557562E1,-1.205548421E-1,1.582586020E-1,-8.290249109E-1
1.254562462E1,-5.477410555E-2,8.190357685E-2,-1.124435544E0
1.255567462E1,-1.570127159E-2,1.912700757E-2,-1.399712324E0
1.256572462E1,-2.861159854E-2,1.481727418E-2,-1.600810766E0
1.257577463E1,-3.165825456E-2,-7.411739230E-2,-1.659884810E0
1.258582362E1,9.000299498E-3,-7.759145647E-2,-1.520889401E0
1.259587362E1,-8.721440099E-3,2.831667364E-1,-1.506401777E0
1.260592363E1,2.117367834E-2,1.665053889E-2,-1.267643571E0
1.261597262E1,1.977125742E-2,9.587025642E-2,-1.043505907E0
1.262602262E1,6.498423964E-2,-7.953358442E-2,-9.841858745E-1
1.263607262E1,7.212869823E-2,-6.948654354E-2,-8.673082590E-1
1.264612162E1,7.025562227E-2,-8.909372240E-2,-4.906168282E-1
1.265617162E1,5.470729247E-2,-4.067878425E-2,-4.768847823E-1
1.266622162E1,2.665500529E-2,-4.122425616E-2,-2.998934984E-1
1.267627062E1,-9.078490548E-3,3.130374104E-2,-3.536150455E-1
1.268632062E1,-2.470533736E-2,3.763212264E-2,-1.731640995E-1
1.269637062E1,1.516830921E-2,5.481723323E-2,-9.921529889E-2
1.270641962E1,-2.582173795E-3,5.641566962E-2,7.222507894E-2
1.271646962E1,-3.194459155E-2,8.164911717E-2,8.872655779E-2
1.272651962E1,-1.074114721E-2,6.967039406E-2,2.780351341E-1
1.273656775E1,-5.702688359E-4,2.630103379E-3,4.134941697E-1
1.274661775E1,-1.540400088E-2,3.399950638E-2,5.105333924E-1
1.275666775E1,-9.910698980E-3,2.707821690E-2,4.989638031E-1
1.276671675E1,-4.495162051E-3,3.047043830E-2,4.382236302E-1
1.277676675E1,-7.811862975E-3,6.714083254E-2,2.619689703E-1
1.278681675E1,-4.439898767E-4,4.873120040E-2,2.497017235E-1
1.279686575E1,6.007517688E-3,1.029459573E-2,2.890147567E-1
1.280691575E1,-4.724445753E-4,4.505317658E-2,2.869535685E-1
1.281696575E1,-3.501763940E-2,1.097325757E-1,2.504853010E-1
1.282701475E1,-9.705284983E-2,1.594060957E-1,2.176535781E-4
1.283706475E1,-1.169008538E-1,1.357806623E-1,-2.440994084E-1
1.284711475E1,-6.518863142E-2,1.155768111E-1,-4.872881770E-1
1.285716475E1,-6.391963363E-2,1.181720570E-1,-6.822448373E-1
1.286721375E1,-1.807935163E-2,1.047891229E-1,-6.987847090E-1
1.287726375E1,-2.496628463E-2,2.962246537E-2,-6.544489264E-1
1.288731375E1,-1.290964708E-2,1.626440696E-2,-5.966838598E-1
1.289736275E1,-8.954320103E-3,1.786549948E-2,-5.963166356E-1
1.290741275E1,-7.130320184E-3,2.902053110E-2,-5.277349949E-1
1.291746275E1,-1.638083253E-3,1.342292875E-2,-4.129616022E-1
1.292751175E1,-1.627165824E-2,6.781199947E-3,-2.866703272E-1
1.293756175E1,-1.760536991E-2,-1.778465696E-3,-1.282122284E-1
1.294761175E1,-1.494122110E-2,5.700082052E-3,-7.642821409E-3
1.295766075E1,-1.072810031E-2,-2.741339616E-3,2.425732091E-2
1.296771075E1,-2.063014545E-2,-3.298840299E-2,1.088154539E-1
1.297776075E1,1.112693027E-1,2.786640227E-1,-4.134581611E-2
1.298780975E1,1.181391925E-1,2.326475382E-1,5.468293093E-3
1.299785975E1,1.314485967E-1,2.306395173E-1,6.519900262E-2
1.300790975E1,1.647095084E-1,2.870209813E-1,9.764551371E-2
1.301795875E1,-1.662007719E-2,-1.713173091E-2,1.031236351E-1
1.302800875E1,1.276726089E-2,3.700848296E-2,1.589669734E-1
1.303805875E1,-2.719819546E-3,3.873967798E-3,1.148216203E-1
1.304810775E1,-7.786561269E-3,1.081668772E-2,2.530613542E-1
1.305815775E1,-1.412222162E-2,-6.024876144E-3,3.955007792E-1
1.306820775E1,-2.092883438E-1,-3.546939492E-1,5.465284586E-1
1.307825675E1,3.906527534E-2,9.431394935E-2,1.792322099E-1
1.308830675E1,1.274180692E-2,2.675876208E-2,3.784119487E-1
1.309835675E1,4.099848680E-3,1.057579741E-2,5.066588521E-1
1.310840575E1,6.645313930E-3,1.008690894E-2,6.642007232E-1
1.311845575E1,-6.877434254E-2,-8.953502029E-2,7.918473482E-1
1.312850575E1,-1.565334648E-1,-2.537160814E-1,8.298967481E-1
1.313855475E1,-8.152633160E-2,-1.686741710E-1,7.080033422E-1
1.314860475E1,-6.340222806E-2,-1.597108692E-1,5.999622941E-1
1.315865475E1,-2.145584300E-2,-6.233690679E-2,4.749905467E-1
1.316870475E1,-1.064412948E-2,-4.569574445E-2,6.051396728E-1
1.317875375E1,-7.096000016E-3,-4.826915637E-2,7.838013172E-1
1.318880375E1,1.908957958E-2,7.821988314E-3,7.864715457E-1
1.319885375E1,-3.625054378E-3,-7.742056623E-3,7.747107744E-1
1.320890275E1,-1.132517867E-2,-3.387065232E-2,5.133299232E-1
1.321895275E1,-9.767761454E-3,-4.996360093E-2,1.810081899E-1
1.322900275E1,-1.384658366E-2,-6.172968447E-2,-1.044469699E-1
1.323905175E1,6.821143441E-3,-7.004183717E-4,-1.987660080E-1
1.324910175E1,2.392157447E-3,-2.669185959E-2,-5.346771330E-2
1.325915175E1,-7.751402445E-4,-2.371125109E-2,3.378313184E-1
1.326920075E1,-2.355388179E-2,-3.230029345E-2,8.005101681E-1
1.327925075E1,-1.549329422E-2,-2.117440850E-2,9.194469452E-1
1.328930075E1,-1.180115342E-2,-3.935907409E-2,6.149714589E-1
1.329934975E1,-5.501711741E-3,-1.099720970E-2,1.823558807E-1
1.330939975E1,5.594721530E-3,-1.669904962E-2,-8.693556488E-2
1.331944975E1,9.752027690E-4,-2.153348550E-2,-2.224896699E-1
1.332949875E1,3.802680876E-3,-1.644391753E-2,-2.351125181E-1
1.333954875E1,4.653027747E-3,-2.762067318E-2,3.174007535E-1
1.334959875E1,4.237000830E-3,1.409330033E-2,8.908845782E-1
1.335964775E1,-1.144528948E-2,-2.478538826E-2,9.291989207E-1
1.336969775E1,-9.863242507E-3,-2.522544190E-2,9.820461273E-1
1.337974775E1,-1.288752817E-2,-1.307593659E-3,8.603516221E-1
1.338979675E1,-6.786392070E-3,-4.629756138E-2,6.178003550E-1
1.339984675E1,-9.207795374E-4,3.128168173E-4,4.013841450E-1
1.340989675E1,8.720965125E-3,-6.325688213E-3,1.965009868E-1
1.341994575E1,6.679652259E-3,1.052972488E-2,2.499852479E-1
1.342999575E1,8.156945929E-3,1.691434346E-2,4.219268560E-1
1.344004575E1,1.619950868E-3,-1.770675182E-2,6.976359487E-1
1.345009475E1,-1.320627704E-2,-5.320751108E-3,1.066205502E0
1.346014475E1,-1.170398854E-2,-9.130668826E-3,1.069543958E0
1.347019475E1,-1.209813543E-2,-1.426391304E-2,9.471261501E-1
1.348024475E1,-1.033885218E-2,-1.686262526E-2,7.591397166E-1
1.349029375E1,-1.065728441E-2,-4.079046659E-3,6.232382655E-1
1.350034375E1,-1.043863967E-2,-3.017003462E-2,5.147085786E-1
1.351039375E1,-2.192725055E-2,-2.002152801E-2,4.544388652E-1
1.352044275E1,-1.573753171E-2,-2.334275469E-2,7.074207664E-1
1.353049275E1,-4.971943330E-3,7.797854021E-3,7.991466522E-1
1.354054275E1,-8.500631899E-3,-2.477526851E-2,8.331258893E-1
1.355059175E1,-7.675927132E-3,-4.607825074E-3,6.718654633E-1
1.356064175E1,-1.110181771E-2,-1.276828162E-2,4.367352724E-1
1.357069175E1,1.110514626E-2,4.846329335E-3,-8.358838968E-3
1.358074075E1,-9.740212932E-3,-3.838023916E-2,2.460950166E-1
1.359079075E1,-2.206478734E-3,-1.013313886E-2,1.757776737E-1
1.360084075E1,5.354501307E-3,-2.401380055E-2,3.675977290E-1
1.361088975E1,-9.300718084E-3,2.929950319E-2,6.547525525E-1
1.362093975E1,-1.503556967E-2,4.516925197E-3,8.685945272E-1
1.363098975E1,1.077503897E-3,-8.273383602E-3,8.227251172E-1
1.364103875E1,-3.853701055E-4,-1.560932584E-2,7.151834965E-1
1.365108875E1,-1.485059503E-3,-1.466195658E-2,4.603227973E-1
1.366113875E1,-5.150900688E-3,2.841669600E-3,5.466164351E-1
1.367118775E1,9.767184034E-3,2.443691716E-2,4.912689626E-1
1.368123775E1,-8.251497522E-3,1.206866559E-2,5.279721022E-1
1.369128775E1,-4.768850282E-3,-1.508702058E-3,5.903972983E-1
1.370133675E1,-7.471958641E-3,9.127164260E-3,6.087257266E-1
1.371138675E1,-1.396695897E-2,-8.495552465E-4,6.684969068E-1
1.372143675E1,-7.587356493E-3,3.343038633E-2,5.745371580E-1
1.373148575E1,-1.196951047E-2,3.016229719E-2,5.372686982E-1
1.374153629E1,-1.667638123E-2,8.997356519E-3,5.644486547E-1
1.375158629E1,-5.839753430E-3,-1.307803486E-2,5.689631104E-1
1.376163529E1,9.490467608E-3,1.202518679E-2,5.163406134E-1
1.377168529E1,-2.781146439E-3,7.449919358E-4,5.741758943E-1
1.378173529E1,-1.189608127E-2,-1.267973706E-2,8.904680610E-1
1.379178429E1,-3.150100121E-3,2.215228975E-2,7.174515724E-1
1.380183429E1,-1.467865705E-2,-1.221020985E-2,5.837667584E-1
1.381188429E1,-4.472828936E-3,5.352228880E-3,2.580457926E-1
1.382193429E1,-1.748716459E-2,-3.169500455E-2,5.470829010E-1
1.383198329E1,-1.196996868E-2,-1.993329637E-2,2.027797103E-1
1.384203329E1,-4.008182324E-3,4.229564220E-3,1.448900402E-1
1.385208329E1,-1.168595813E-2,-3.072132170E-2,2.138824165E-1
1.386213229E1,-7.112511434E-3,-7.112245075E-4,2.921689451E-1
1.387218229E1,-7.214248180E-3,-6.565497722E-3,3.155444264E-1
1.388223229E1,-9.996452369E-3,-2.144990489E-2,5.109421611E-1
1.389228129E1,-9.171707556E-3,-9.804392233E-3,4.566811323E-1
1.390233129E1,-3.714091145E-3,-1.465480588E-2,3.476784825E-1
1.391238129E1,3.149720840E-3,-1.101435255E-2,1.329938173E-1
1.392243029E1,1.007873379E-2,3.250862285E-2,-1.505028754E-1
1.393248029E1,1.415686682E-3,1.090225670E-2,-1.326726973E-1
1.394253029E1,2.874566242E-3,3.446737304E-3,3.670407459E-2
1.395257929E1,1.855069771E-3,5.104066804E-3,1.752761304E-1
1.396262929E1,-2.542075235E-3,3.641727380E-4,2.805125415E-1
1.397267929E1,-3.258690704E-3,-1.349446736E-2,2.848632932E-1
1.398272829E1,1.226072665E-3,-3.534511197E-3,1.019952074E-1
1.399277829E1,6.203067023E-3,-9.288398549E-3,-2.422102094E-1
1.400282829E1,1.061086357E-2,-1.315450948E-2,-5.195472836E-1
1.401287729E1,1.055622660E-2,-1.628044248E-2,-6.330897808E-1
1.402292729E1,1.423032396E-2,-1.963868923E-2,-6.520394683E-1
1.403297729E1,1.261321455E-2,-2.524190024E-2,-6.467658281E-1
1.404302629E1,1.583484001E-2,-1.044777222E-2,-6.167467237E-1
1.405307629E1,2.860714495E-2,-6.770612299E-2,-5.617462993E-1
1.406312629E1,3.665601462E-2,-7.486762851E-2,-6.373656988E-1
1.407317529E1,3.229245916E-2,-6.087835506E-2,-6.926932335E-1
1.408322529E1,5.979465693E-2,-1.082661077E-1,-6.453496814E-1
1.409327529E1,6.769464910E-2,-1.358761191E-1,-6.328546405E-1
1.410332529E1,-8.274181746E-4,1.089715399E-3,-5.889106393E-1
1.411337429E1,1.622887328E-2,-5.075230077E-2,-4.606840611E-1
1.412342429E1,3.193300217E-2,-6.843569130E-2,-2.416084707E-1
1.413347429E1,2.776292525E-2,-4.885803163E-2,-4.840316176E-1
1.414352329E1,1.820084453E-2,-3.468894958E-2,-4.662033319E-1
1.415357329E1,1.449588314E-2,-3.959703445E-2,-4.537650645E-1
1.416362329E1,3.393376619E-2,-1.111018434E-1,-4.273446500E-1
1.417367229E1,6.558021531E-3,-4.143517837E-2,-8.433480859E-1
1.418372229E1,-9.701375850E-3,-7.492681034E-4,-8.209127784E-1
1.419377229E1,-1.182292588E-2,2.422423102E-2,-8.363732696E-1
1.420382129E1,-2.512994409E-2,4.801904410E-2,-8.566825390E-1
1.421387129E1,-6.622418296E-3,8.065937087E-3,-9.903525710E-1
1.422392129E1,-2.956927940E-2,6.634388864E-2,-9.596694708E-1
1.423397029E1,1.046785340E-2,-4.178857431E-3,-1.115112901E0
1.424402029E1,-2.668857016E-2,7.436575741E-2,-1.121985555E0
1.425407029E1,-6.919456180E-3,2.719858661E-2,-1.154434681E0
1.426411929E1,2.504966222E-2,-3.888722137E-2,-1.183509231E0
1.427416929E1,-1.136114355E-3,2.176338062E-2,-1.084677815E0
1.428421929E1,-1.200980134E-2,4.643224180E-2,-1.111693740E0
1.429426829E1,2.386713587E-2,-3.223052248E-2,-1.396089196E0
1.430431829E1,3.222626820E-2,-3.079694137E-2,-1.424188733E0
1.431436829E1,2.606426924E-2,4.648559541E-2,-1.483302474E0
1.432441829E1,2.960786968E-2,3.420099318E-1,-1.498072624E0
1.433446729E1,6.037351117E-2,1.485735625E-1,-1.564351559E0
1.434451729E1,4.934962466E-2,1.389112510E-2,-1.633254170E0
1.435456729E1,7.835857570E-2,6.384278834E-2,-1.623675346E0
1.436461629E1,2.831272222E-2,4.256892204E-2,-1.522651792E0
1.437466629E1,2.650403976E-2,1.646943204E-2,-1.415192127E0
1.438471629E1,3.176191822E-2,2.969788387E-2,-1.425776362E0
1.439476529E1,1.841308549E-2,5.102609750E-3,-1.380296350E0
1.440481529E1,4.046192765E-2,4.951055348E-2,-1.311419606E0
1.441486529E1,5.200859904E-2,4.749571905E-2,-1.095690489E0
1.442491429E1,2.697035857E-2,2.198796161E-2,-9.565060139E-1
1.443496429E1,3.234054893E-3,2.197998576E-2,-6.888964772E-1
1.444501429E1,-4.687517881E-3,2.035824582E-5,-6.152089238E-1
1.445506329E1,-6.280983798E-4,5.332862958E-2,-7.144659758E-1
1.446511329E1,3.446272109E-3,-3.200958017E-3,-7.536122799E-1
1.447516329E1,1.283345744E-2,2.238379233E-2,-7.289601564E-1
1.448521229E1,1.811450534E-2,3.808738664E-2,-8.281538486E-1
1.449526229E1,1.784465276E-2,3.398902342E-2,-7.842013836E-1
1.450531229E1,1.243204437E-2,9.583813138E-3,-8.682608604E-1
1.451536129E1,-1.247241162E-4,-2.501388546E-3,-8.110913634E-1
1.452541129E1,-2.324229479E-2,-2.559951693E-2,-7.810359597E-1
1.453546129E1,6.844084244E-3,2.980353497E-2,-6.696964502E-1
1.454551029E1,8.988196030E-3,1.465904294E-3,-5.926450491E-1
1.455556029E1,1.594449766E-2,5.483993143E-2,-6.171953082E-1
1.456561029E1,4.900445044E-2,5.730708316E-2,-5.699361563E-1
1.457566029E1,5.005327612E-2,6.131064147E-2,-6.178197861E-1
1.458570929E1,1.972066611E-2,3.994621802E-3,-4.998676181E-1
1.459575929E1,2.117535286E-2,1.848483458E-2,-3.707193434E-1
1.460580929E1,7.200948428E-3,1.189510897E-2,-2.288673967E-1
1.461585829E1,-1.277187839E-4,1.594332792E-2,-4.238242656E-2
1.462590829E1,-4.064669833E-3,1.569512114E-2,3.721683519E-3
1.463595829E1,-2.159414068E-2,2.089753561E-2,1.197549254E-1
1.464600729E1,-1.698900014E-2,7.810761686E-3,1.505389363E-1
1.465605729E1,-1.176223718E-2,8.249148726E-3,1.414805502E-1
1.466610729E1,-1.706246100E-2,1.602691039E-2,1.632513553E-1
1.467615629E1,-1.871986315E-2,3.289866727E-3,1.877048016E-1
1.468620629E1,-1.550383121E-2,1.690372126E-3,2.202688754E-1
1.469625629E1,-1.306273788E-2,7.414107677E-3,2.809605300E-1
1.470630529E1,-1.035004295E-2,1.322326064E-2,3.135203421E-1
1.471635529E1,-1.003030408E-2,1.858991571E-3,3.649919331E-1
1.472640529E1,-8.906716481E-3,-8.945452049E-3,3.811045885E-1
1.473645804E1,-2.874221280E-2,2.177537233E-2,3.584024906E-1
1.474650804E1,-4.313834943E-3,-3.799229395E-3,2.062039077E-1
1.475655804E1,-1.221585553E-2,-3.032539226E-2,1.618718207E-1
1.476660704E1,-6.455970928E-3,-5.798479076E-3,2.626706064E-1
1.477665704E1,2.339715138E-4,4.077839199E-3,4.771552086E-1
1.478670704E1,4.351751413E-3,6.687204354E-3,6.556562781E-1
1.479675604E1,-2.139481716E-3,7.627056912E-4,7.277886868E-1
1.480680604E1,-4.640456289E-3,3.967820201E-3,8.001161218E-1
1.481685604E1,-4.252655432E-3,-3.434675746E-4,9.039517641E-1
1.482690504E1,-1.067726500E-2,3.525040112E-3,9.853337407E-1
1.483695504E1,-1.164761186E-2,-8.709343150E-3,1.055585742E0
1.484700504E1,-1.595048234E-2,-9.547438473E-3,1.105458498E0
1.485705404E1,-1.427816879E-2,-3.263612278E-3,1.015007496E0
1.486710404E1,-1.924656332E-2,-2.271826938E-2,8.556530476E-1
1.487715404E1,-2.792005800E-2,-3.378566727E-2,7.932606936E-1
1.488720404E1,-1.687566377E-2,-1.012933999E-2,6.289063692E-1
1.489725304E1,-1.727908850E-3,2.251109108E-2,6.331252456E-1
1.490730304E1,-3.589413315E-2,-2.288169041E-2,8.581083417E-1
1.491735304E1,-2.942657098E-2,-3.572167829E-2,1.074245572E0
1.492740204E1,-2.955919690E-2,1.307446277E-3,1.145680547E0
1.493745204E1,-2.868377045E-2,-1.233764738E-2,1.090308428E0
1.494750204E1,-3.668364137E-2,5.961617082E-2,9.679374099E-1
1.495755104E1,-3.116272390E-2,5.786222592E-2,9.306105971E-1
1.496760104E1,-3.200747818E-2,7.014153153E-2,7.716667056E-1
1.497765104E1,6.605964154E-3,2.218343876E-2,6.792594194E-1
1.498770004E1,1.223449130E-3,1.100748312E-2,6.373796463E-1
1.499775004E1,-2.579451166E-2,-6.923227757E-2,8.273981810E-1
1.500780004E1,-5.679823458E-2,-1.230465099E-1,8.877968192E-1
1.501784904E1,-3.177691996E-2,-2.223327905E-1,9.959427714E-1
1.502789904E1,-2.135405783E-3,-1.476244628E-1,9.830573201E-1
1.503794904E1,-4.753419198E-4,-1.442803349E-2,8.598942161E-1
1.504799804E1,2.349097654E-2,5.047107115E-2,6.807044744E-1
1.505804804E1,1.841312274E-2,3.144906461E-2,5.934485793E-1
1.506809804E1,-4.620309919E-4,1.631006040E-2,6.338194609E-1
1.507814704E1,1.179802418E-2,3.071992192E-3,6.971339583E-1
1.508819704E1,-2.348353527E-2,4.248544574E-2,8.376785517E-1
1.509824704E1,-3.058953676E-3,5.950336810E-3,1.126914263E0
1.510829604E1,-3.702107118E-3,-1.201614551E-2,1.180085897E0
1.511834604E1,1.771818846E-2,3.622017335E-3,1.056722045E0
1.512839604E1,-6.238542963E-3,-2.371746115E-2,9.378778934E-1
1.513844604E1,1.365562528E-2,-1.134751271E-2,9.287767410E-1
1.514849504E1,2.755306661E-3,-2.675576508E-2,8.627945185E-1
1.515854504E1,8.198872209E-3,4.257384688E-2,7.077681422E-1
1.516859504E1,-9.030448273E-3,3.780111903E-3,5.520376563E-1
1.517864404E1,2.179872245E-2,1.425730623E-2,3.529925346E-1
1.518869404E1,9.099705145E-3,-1.526862755E-2,1.710349917E-1
1.519874404E1,1.511726994E-2,-2.036009915E-3,-1.118008047E-1
1.520879304E1,1.025593560E-2,-8.381256834E-3,-3.185318708E-1
1.521884304E1,2.624993213E-2,-2.380755916E-2,-4.914856851E-1
1.522889304E1,1.994117163E-2,-4.535859916E-3,-6.366932392E-1
1.523894204E1,1.120090298E-2,-8.541103452E-4,-7.718008161E-1
1.524899204E1,1.202861406E-2,-6.895224564E-3,-8.322641253E-1
1.525904204E1,1.403264049E-2,-7.711863145E-3,-8.867053986E-1
1.526909104E1,1.683615148E-2,-8.989647031E-4,-8.759287000E-1
1.527914104E1,6.036977284E-4,-3.427649383E-3,-7.969591022E-1
1.528919104E1,-1.071580127E-2,-8.731335402E-3,-7.104143500E-1
1.529924004E1,-1.070732437E-2,-4.431001842E-3,-6.737596989E-1
1.530929004E1,-1.257926039E-2,-6.800682284E-3,-6.954604983E-1
1.531934004E1,-1.073182840E-2,-7.692687213E-4,-7.232869267E-1
1.532938904E1,-7.121380884E-3,9.290555492E-3,-7.168236971E-1
1.533943904E1,-1.676548645E-2,1.121122763E-2,-6.631724834E-1
1.534948904E1,-1.538410410E-2,9.286561050E-3,-5.772314668E-1
1.535953904E1,-2.760238014E-2,6.850485224E-3,-3.348596096E-1
1.536958804E1,-2.911478840E-2,9.195132181E-3,-2.024152875E-1
1.537963804E1,-3.765771911E-2,8.683734573E-3,-1.310112178E-1
1.538968804E1,-3.453223035E-2,-1.028547063E-3,-3.202765062E-2
1.539973704E1,-3.875250369E-2,-7.603517268E-3,5.380875990E-2
1.540978704E1,-3.117499352E-1,-1.744758636E-1,-4.152009729E-3
1.541983704E1,-8.037207276E-2,7.085548341E-2,1.969823837E-1
1.542988604E1,-2.023043670E-2,1.594322920E-2,1.580834575E-2
1.543993604E1,3.867392428E-3,-1.084426641E-1,2.254458964E-1
1.544998604E1,2.124086954E-3,-5.333413929E-2,3.068265319E-1
1.546003504E1,2.256230451E-3,-1.309561264E-2,3.230449855E-1
1.547008504E1,-7.025418803E-3,-3.715426661E-3,3.357868791E-1
1.548013504E1,-8.002163842E-3,-1.788754016E-3,3.957477808E-1
1.549018404E1,-1.571867242E-2,2.275496256E-3,3.961043656E-1
1.550023404E1,-1.679411903E-2,-7.536560297E-4,5.060073733E-1
1.551028404E1,-1.172639057E-2,1.845056424E-3,4.803603888E-1
1.552033304E1,-1.416508760E-2,-2.550559584E-3,3.011865616E-1
1.553038304E1,-1.082654856E-2,8.461344987E-3,1.485661268E-1
1.554043304E1,-9.708486497E-3,2.861700254E-3,-6.280936301E-2
1.555048204E1,-8.460795507E-3,-5.057741422E-3,-1.523720026E-1
1.556053204E1,-1.497613266E-2,-1.038195007E-2,-1.617934406E-1
1.557058204E1,-1.345200650E-2,-7.727843709E-3,-1.062590703E-1
1.558063104E1,-8.081782609E-3,-7.118581329E-3,-1.190473810E-1
1.559068104E1,-5.386130419E-3,-1.292453893E-2,-1.054239795E-1
1.560073104E1,6.680237129E-4,-7.704965770E-3,-6.997172534E-2
1.561078004E1,-4.573077429E-3,-1.201209705E-2,-2.264176123E-2
1.562083004E1,-4.762385041E-3,-5.548955407E-3,-7.935036719E-2
1.563088004E1,-1.280699577E-2,-3.736674320E-3,-8.044039458E-2
1.564092904E1,-9.954033419E-3,7.671522908E-3,-1.194996685E-1
1.565097904E1,-9.558287449E-3,6.679417565E-4,-5.145404488E-2
1.566102904E1,-1.246398501E-2,4.564323463E-3,7.853338867E-2
1.567107904E1,-1.494818181E-2,5.785116926E-3,1.841951013E-1
1.568112804E1,-7.234868128E-3,3.054311266E-3,2.246621102E-1
1.569117804E1,-6.443376653E-3,4.277501255E-3,3.400257230E-1
1.570122804E1,-1.107396185E-2,9.750009514E-3,4.044035971E-1
1.571127704E1,-1.842987910E-2,7.964625955E-3,3.434856534E-1
1.572132704E1,-1.339544542E-2,2.435720293E-3,3.691589236E-1
1.573137704E1,-8.040360175E-3,3.414964536E-3,3.874686956E-1
1.574142525E1,-6.519272458E-3,8.454211988E-3,3.311319649E-1
1.575147525E1,-9.641296230E-3,6.992136128E-3,2.595158517E-1
1.576152525E1,-9.990509599E-3,8.013163693E-3,2.380488813E-1
1.577157425E1,-4.405329004E-3,4.959849641E-3,1.575313956E-1
1.578162425E1,-2.965935273E-3,-4.253803287E-3,1.054797024E-1
1.579167425E1,-4.764124751E-4,6.690989714E-3,5.167958885E-2
1.580172325E1,8.104257286E-4,-4.557170905E-4,-7.822223939E-3
